text,clean_text,sentimen,label
"@_jichaa ini ditempat kerjaku jga lumayan banjir semata kaki lebih bahkan ada yg sampe masuk rumah, hujan ga berhenti2 gimana ga banjir 1 131",ini ditempat kerjaku juga lumayan banjir semata kaki lebih bahkan ada yang sampai masuk rumah hujan enggak berhenti2 bagaimana enggak banjir 1 131,Negatif,0
"Banjir di komplek rumah, walaupun alhamdulillah gak masuk rumahku tapi gak bisa akses untuk keluar komplek jadi kita kaya kejebak di rumah. Sedih sih, tapi sebenarnya yang lebih sedih langsung kepikiran kalau rumah ini gak bisa jadi tumpuan rumah masa tua buat aku dan keluarga 201",banjir di komplek rumah walaupun alhamdulillah enggak masuk rumahku tapi enggak bisa akses untuk keluar komplek jadi kita kayak kejebak di rumah sedih sih tapi sebenarnya yang lebih sedih langsung kepikiran kalau rumah ini enggak bisa jadi tumpuan rumah masa tua buat aku dan keluarga 201,Negatif,0
"@S_GraciaJKT48 jalanan di rumahku udah banjir, ci kepikiran takut masuk rumah itu air 317",jalanan di rumahku sudah banjir ci kepikiran takut masuk rumah itu air 317,Negatif,0
Panic attack bgt pas tau gang rumah gua udh kerendem banjir yg klo motor lewat tuh air pasti masuk teras rumah. Ya allah jujur takut 236,panic attack banget pas tau gang rumah gua sudah kerendem banjir yang kalo motor lewat tuh air pasti masuk teras rumah ya allah jujur takut 236,Negatif,0
Banjir sudah masuk rumah 268,banjir sudah masuk rumah 268,Negatif,0
Banjir sudah masuk dihalaman rumah 1 285,banjir sudah masuk dihalaman rumah 1 285,Negatif,0
BANJIR MASUK RUMAH KOCAKKK mau izin setengah hari semoga bisa gayssss 302,banjir masuk rumah kocak mau izin setengah hari semoga bisa gayssss 302,Netral,1
"Sumpah ini sekitar rumah gw udah banjirr. Saluran air depan rumah ajaa udehh luberr. Cepet surut dehh, jangan sampe banjir gedee 359",sumpah ini sekitar rumah gue sudah banjirr saluran air depan rumah saja sudah luberr cepat surut deh jangan sampai banjir gedee 359,Negatif,0
"Dr sekian taon ga banjir masuk rumah, akhirnya masuk rumah skrg 285",dari sekian tahun enggak banjir masuk rumah akhirnya masuk rumah sekarang 285,Negatif,0
banjir masuk ke rumah kaga pake salam dulu tai 1 48,banjir masuk ke rumah kagak pakai salam dulu tahi 1 48,Negatif,0
"@BudiBukanIntel Kena hujan dikit kami kena banjir lagi, masuk rumah pula. Kalo dirasa teriak minta tolong udah gak di dengar, rakyat harus gimana lagi 5 334 680",kena hujan dikit kami kena banjir lagi masuk rumah pula kalo dirasa teriak meminta tolong sudah enggak di dengar rakyat harus bagaimana lagi 5 334 680,Negatif,0
"Banjir tadi siang, skrg udh masuk ke rumah air nya 1 16",banjir tadi siang sekarang sudah masuk ke rumah air nya 1 16,Negatif,0
"@lilaccountz kak tempat aku juga banjir lagi tadi malam jam setengah 4, airnya deres bgt masuk rumah. soalnya irigasi di tempat aku udah rusak dan belum dibenerin, jd kalo hujan dikit aja, air yg ada di atas langsung turun ke bawah karena gaada yg nahan lagi 2 1 18 829",kak tempat aku juga banjir lagi tadi malam jam setengah 4 airnya deres banget masuk rumah soalnya irigasi di tempat aku sudah rusak dan belum dibenerin jadi kalo hujan dikit saja air yang ada di atas langsung turun ke bawah karena enggak ada yang menahan lagi 2 1 18 829,Negatif,0
"Banjir guys, udh hampir masuk rumah ku 11 1 332",banjir guys sudah hampir masuk rumah ku 11 1 332,Netral,1
"Hujan lebat yang kembali mengguyur Kota Padang pada Minggu (4/1/2026) menyebabkan banjir di kawasan Parak Jambu, Kelurahan Dadok Tunggul Hitam, Kecamatan Koto Tangah. Air meluap dan masuk ke permukiman, membuat warga harus meninggalkan rumah. Merespons kondisi tersebut, Danlanud 5 9 23",hujan lebat yang kembali mengguyur kota padang pada minggu 4 1 2026 menyebabkan banjir di kawasan parak jambu kelurahan dadok tunggul hitam kecamatan koto tangah air meluap dan masuk ke permukiman membuat warga harus meninggalkan rumah merespons kondisi tersebut danlanud 5 9 23,Negatif,0
"Dari 2021 disini baru kali ini hampir kena banjir, alhamdulillahnya ga sampe masuk ke rumah udah surut lagi. Tapi ada bgt bikin was wasnya klo hujan deres lagi 63",dari 2021 disini baru kali ini hampir kena banjir alhamdulillahnya enggak sampai masuk ke rumah sudah surut lagi tapi ada banget bikin was wasnya kalo hujan deres lagi 63,Negatif,0
"Akun penggemar Dah 3 hari apa ya. Tidur malam tu gak tenang.. Merem dikit bangun, rintik dikit nungguin reda.. Takut banget air banjir masuk rumah, tp gak sadar. Pemerintah mana mikir yg kek gini. Sibuk memoerkaya diri doang Kalo bencana tinggal pergi ke luar negri. Tai lah 20",akun penggemar deh 3 hari apa ya tidur malam itu enggak tenang merem dikit bangun rintik dikit menunggu reda takut banget air banjir masuk rumah tapi enggak sadar pemerintah mana mikir yang kayak begini sibuk memoerkaya diri doang kalo bencana tinggal pergi ke luar negeri tahi lah 20,Negatif,0
"Banjir udah masuk rumah. Kamarku, kamar almarhum bapak, kamar mandi, gudang, teras udah kebanjiran. Hujan masih belum ada tanda-tanda akan berhenti. Padahal prediksi BMKG mestinya jam 20.00 sudah nggak hujan di desaku. Gusti Allah, kulo pasrah. 1 122",banjir sudah masuk rumah kamarku kamar almarhum bapak kamar mandi gudang teras sudah kebanjiran hujan masih belum ada tanda tanda akan berhenti padahal prediksi bmkg mestinya jam 20 00 sudah enggak hujan di desaku gusti allah kulo pasrah 1 122,Positif,2
banjir di mana mana sampai masuk rumah capeee mau marah 1 1 85,banjir di mana mana sampai masuk rumah capeee mau marah 1 1 85,Negatif,0
banjir ny jgn masuk rumah dong 20,banjir nya jangan masuk rumah dong 20,Negatif,0
banjir pertama kali masuk rumah 25,banjir pertama kali masuk rumah 25,Netral,1
"Aduh serem banget airnya naik cepet banget, diluar rumah udah banjir dalem banget ini bentar lagi masuk rumah 18",aduh seram banget airnya naik cepat banget diluar rumah sudah banjir dalem banget ini bentar lagi masuk rumah 18,Negatif,0
"Arus Deras saat Banjir Masuk ke Pemukiman, Kepanikan Warga Kuranji Kota Padang Histeris Minta Bantuan karena Takut Rumah Ambruk Arus Deras saat Banjir Masuk ke Pemukiman, Kepanikan Warga Kuranji Kota Padang Histeris Minta... 1 45",arus deras saat banjir masuk ke pemukiman kepanikan warga kuranji kota padang histeris meminta bantuan karena takut rumah ambruk arus deras saat banjir masuk ke pemukiman kepanikan warga kuranji kota padang histeris meminta 1 45,Negatif,0
"Pagi ini, banjir masuk ke rumah-rumah setelah hujan deras melanda Pasar Lalang Belimbing, Kecamatan Kuranji, Kota Padang, Provinsi Sumatera Barat, Indonesia , pada 2 Januari 2026, sekitar pukul 10.00 WIB Video: FB Efi Asmanto. Rasanya seperti tidak akan pernah berakhir. 1 127",pagi ini banjir masuk ke rumah rumah setelah hujan deras melanda pasar lalang belimbing kecamatan kuranji kota padang provinsi sumatera barat indonesia pada 2 januari 2026 sekitar pukul 10 00 wib video fb efi asmanto rasanya seperti tidak akan pernah berakhir 1 127,Negatif,0
"@skyholicc88 Bang izin supportnya ., untuk beli kasur baru untuk ibu dan ayah saya, karena kemarin banjir medan , smpe skrg blm ad uang buat beli kasur . Masi tidur dilantai beralas tikar , kalau hujn rumah masuk air, terpaksa idur diatas genangan air dan tidur dikursi 3 450",bang izin supportnya untuk beli kasur baru untuk ibu dan ayah saya karena kemarin banjir medan sampai sekarang belum ada uang buat beli kasur masih tidur dilantai beralas tikar kalau hujn rumah masuk air terpaksa idur diatas genangan air dan tidur dikursi 3 450,Negatif,0
Beneran dah masuk rumah cuiii banjir skrg 68,benaran deh masuk rumah cuiii banjir sekarang 68,Negatif,0
"Berdasarkan laporan yang dihimpun, air mulai memasuki pemukiman warga sejak pukul 06.00 WIB. Ketinggian banjir terpantau bervariasi, mulai dari 30 sentimeter hingga titik terdalam mencapai 1,5 meter. #BanjirAcehTimur #BanjirLagi #BeritaAcehTimur Aceh Timur Kembali Dikepung Banjir, Tujuh Kecamatan Terendam Hingga 1,5 Meter - Serambinews. 37",berdasarkan laporan yang dihimpun air mulai memasuki pemukiman warga sejak pukul 06 00 wib ketinggian banjir terpantau bervariasi mulai dari 30 sentimeter hingga titik terdalam mencapai 1 5 meter banjiracehtimur banjirlagi beritaacehtimur aceh timur kembali dikepung banjir tujuh kecamatan terendam hingga 1 5 meter serambinews 37,Netral,1
"Tiga Kecamatan di Bireuen Dilanda Banjir Lagi “Banjir terjadi karena meluapnya Krueng Jeunieb akibat hujan deras di pegunungan. Selain itu, banyak kayu tersangkut di jembatan beton Meunasah Tambo sehingga aliran air terhambat,” ujarnya. #BanjirLagi Tiga Kecamatan di Bireuen Dilanda Banjir Lagi - Serambinews. 60",tiga kecamatan di bireuen dilanda banjir lagi banjir terjadi karena meluapnya krueng jeunieb akibat hujan deras di pegunungan selain itu banyak kayu tersangkut di jembatan beton meunasah tambo sehingga aliran air terhambat ujarnya banjirlagi tiga kecamatan di bireuen dilanda banjir lagi serambinews 60,Netral,1
"it's official: gua BENCI banget sama musim ujan yg berkelanjutan kayak gini. Bodoamat mau orang bilang ""banyak ujan banyak rejeki"" NGGA ya anjing. Bikin orang sengsara aja yang ada, bikin orang jadi sakit. Yg paling memek, pemerintah kagak ada itu ngurusin banjir lagi 1 65",itu si official gua benci banget sama musim ujan yang berkelanjutan kayak begini bodoamat mau orang bilang banyak ujan banyak rejeki enggak ya anjing bikin orang sengsara saja yang ada bikin orang jadi sakit yang paling memek pemerintah kagak ada itu mengurusi banjir lagi 1 65,Negatif,0
"@Thomass90392754 dan @indepenSumatera Justru anda yang kelihatan pamer kebodohan, orang lagi parodi pernyataan BNPB yang sebut banjir sumatera cuma heboh di sosmed doang. Pahami konteks lain kali ya 25",dan justru anda yang kelihatan pamer kebodohan orang lagi parodi pernyataan bnpb yang sebut banjir sumatera cuma heboh di sosmed doang pahami konteks lain kali ya 25,Negatif,0
Akun parodi @Kuzumo_17 kaga banjir lagi deh ya 23,akun parodi kagak banjir lagi deh ya 23,Netral,1
"@bucinflashsale Yang teriak minta di liput siapa bahas yang di sumatera, dari awalnya muncul bencana udah masuk media baik di tv, radio, sosmed. Situ ngira nya dijakarta langsung ditangani kah? Kalo langsung ditangani ya sekarang gaakan mungkin banjir lagi om 1 81",yang teriak meminta di liput siapa bahas yang di sumatera dari awalnya muncul bencana sudah masuk media baik di tv radio sosmed situ ngira nya dijakarta langsung ditangani kah kalo langsung ditangani ya sekarang gaakan mungkin banjir lagi om 1 81,Negatif,0
"Bencana hidrometeorologi yang melanda wilayah Linge pada akhir 2025 lalu menjadi pukulan paling berat sepanjang ingatan warga. Banjir Menghanyutkan Rumah, Merenggut Ingatan Didong Persedia di Kute Reje - tribungayo. 77",bencana hidrometeorologi yang melanda wilayah linge pada akhir 2025 lalu menjadi pukulan paling berat sepanjang ingatan warga banjir menghanyutkan rumah merenggut ingatan didong persedia di kute reje tribungayo 77,Negatif,0
"dah mana lagi ribet banjir begini, kita ga nyuruh mbah bantu juga, cuma nyuruh duduk nangkring doang, nontonin kita kelabakan. masih sempet-sempetnya nuduh nyolong pula, semenjak pikun mulutnya tuh ya ampun, jelek banget anjir 89",deh mana lagi ribet banjir begini kita enggak nyuruh mbah bantu juga cuma nyuruh duduk nangkring doang nontonin kita kelabakan masih sempat sempetnya menuduh mencolong pula semenjak pikun mulutnya tuh ya ampun jelek banget anjir 89,Negatif,0
Akun parodi @Noch404 Kak??? Stay safe ya... Ini aku udh nyampe kantor pulang lagi karena banjir dmn mn. Semoga cepet surut ya 1 808,akun parodi kak stay safe ya ini aku sudah sampai kantor pulang lagi karena banjir dimana mana semoga cepat surut ya 1 808,Netral,1
Hari ini sampe cancel job karna banjir dimana2 akses jalan semua kerendam banjir ya Allah semoga ga nambah lagi debit airnya 2 201,hari ini sampai cancel job karena banjir dimana2 akses jalan semua kerendam banjir ya allah semoga enggak menambah lagi debit airnya 2 201,Negatif,0
Gada corrective action maupun mitigasi bencana lebih lanjut sih tiap ujan dari dini hari sampe gelap lagi tiada henti ya banjir aja terus. Pun surut masa iya ngandelin matahari tunggu terik dulu 42,enggak ada corrective action maupun mitigasi bencana lebih lanjut sih tiap ujan dari dini hari sampai gelap lagi tiada henti ya banjir saja terus pun surut masa iya ngandelin matahari tunggu terik dulu 42,Negatif,0
"Beginilah kondisi wilayah kota lintang atas Aceh Tamiang,sabtu 10 Januari 2026 atau 44 hari pasca banjir bandang.. 1 24 20 671",beginilah kondisi wilayah kota lintang atas aceh tamiang sabtu 10 januari 2026 atau 44 hari pasca banjir bandang 1 24 20 671,Netral,1
@Anyeliraddies dan @txtdarionlshop Saat ini lagi hiatus karena kena dampak banjir sumatera kak. Aku dm ya kak buat kontakku dan aku akan kabarinkalau sudah mulai produksi 1 138,dan saat ini lagi hiatus karena kena dampak banjir sumatera kak aku dm ya kak buat kontakku dan aku akan kabarinkalau sudah mulai produksi 1 138,Netral,1
"@Aceh Ya Allah, memang ada yang bersalah karena telah menggunduli hutan di wilayah ini dann saat hujan deras, banjir pun terjadi Mohon jangan ditimpakan musibah lagi pada kami yang tidak melakukan. Timpakan pada mereka yang memutuskan dan mereka yang mendanai penggundulan. Aamiin. 1 5 739",ya allah memang ada yang bersalah karena telah menggunduli hutan di wilayah ini dann saat hujan deras banjir pun terjadi mohon jangan ditimpakan musibah lagi pada kami yang tidak melakukan timpakan pada mereka yang memutuskan dan mereka yang mendanai penggundulan amin 1 5 739,Negatif,0
"Desaku lagi banjir, ya allah semoga rezeki mengalir seperti air yang engkau datangkan Kalimantan Barat kabupaten melawi Pontianak, sintang melawi dan yang lain lain semuanya banjir, semoga cepat surut airnya 1 180",desaku lagi banjir ya allah semoga rezeki mengalir seperti air yang engkau datangkan kalimantan barat kabupaten melawi pontianak sintang melawi dan yang lain lain semuanya banjir semoga cepat surut airnya 1 180,Negatif,0
"Bener Meriah banjir lagi. Innalillahi, banjir bandang kembali terjadi tepatnya di sungai Wih Gile, Bener Meriah, Aceh, pada Kamis 8 Januari 2026. Mohon doanya ya sahabat, semoga tidak membahayakan warga Aceh dan daerah bencana lainnya. Sumatera masih membutuhkan kita untuk 1 4 12",benar meriah banjir lagi innalillahi banjir bandang kembali terjadi tepatnya di sungai wih gila benar meriah aceh pada kamis 8 januari 2026 mohon doanya ya sahabat semoga tidak membahayakan warga aceh dan daerah bencana lainnya sumatera masih membutuhkan kita untuk 1 4 12,Negatif,0
Akun penggemar Kangen tukimil dan juned. Tapi daerah aku di aceh timur lagi banjir lagi dan jaringan ilang lagi. Nanti aku balik lagi hype milen disini ya. Doain aceh cepat membaik. 85,akun penggemar kangen tukimil dan juned tapi daerah aku di aceh timur lagi banjir lagi dan jaringan hilang lagi nanti aku balik lagi hype milen disini ya doain aceh cepat membaik 85,Netral,1
"sakit bgt, gaza di bom lagi, aceh kedatangan banjir lagi, banyak org kelaparan. ya Allah, wafatkanlah kami kalau itu lebih baik, hidupkanlah kami kalau itu lebih baik. sungguh Engkau tau segala sesuatu yg terbaik 1 26",sakit banget gaza di bom lagi aceh kedatangan banjir lagi banyak orang kelaparan ya allah wafatkanlah kami kalau itu lebih baik hidupkanlah kami kalau itu lebih baik sungguh engkau tau segala sesuatu yang terbaik 1 26,Negatif,0
Yg di Aceh pd banjir lagi ya? Di medan ada yg banjir kemarin2 sampe air PDAM ngurangin suplainya. 42,yang di aceh pada banjir lagi ya di medan ada yang banjir kemarin2 sampai air pdam ngurangin suplainya 42,Negatif,0
"Ya Allah Banjir lagi .. Hujan Deras Picu Banjir Lagi, Desa-desa di Pidie Jaya Terendam Luapan Sungai 9 254 456",ya allah banjir lagi hujan deras picu banjir lagi desa desa di pidie jaya terendam luapan sungai 9 254 456,Negatif,0
"Ya, banjir itu datang lagi, karena keseimbangan alam yang sudah rtausan tahun diberikan Tuhan melalui alam telah dirusak. Setiap hujan di hulu maka akan terjadi banjir. Ini sudah aku katakan setelah banjir pertama, karena hulunya ada kerusakan. Relokasi sementara hingga musim 26",ya banjir itu datang lagi karena keseimbangan alam yang sudah rtausan tahun diberikan tuhan melalui alam telah dirusak setiap hujan di hulu maka akan terjadi banjir ini sudah aku katakan setelah banjir pertama karena hulunya ada kerusakan relokasi sementara hingga musim 26,Negatif,0
@ObiWan_Catnobi Kirain permasalahan yg banjir kmren udah selesai loh :(( soal nya berita nya udah ga seliweran lagi :(( sedih bgtt fakta nya masih separah ini ya Allah 1 784,mengira permasalahan yang banjir kemarin sudah selesai loh soal nya berita nya sudah enggak seliweran lagi sedih banget fakta nya masih separah ini ya allah 1 784,Negatif,0
"@kompascom Mereka ini kapasitasnya sebagai apa sih? Pejabat? Bukan, rakyat terdampak? Bukan, jurnalis? Bukan Kok wapres crita apa aja yg udah dilakukan dan apa yang akan dilakukan perkara banjir sumatera. Disuruh menyiarkan lagi. rekrut buzzer udah seterang""an ini ya 18 194",mereka ini kapasitasnya sebagai apa sih pejabat bukan rakyat terdampak bukan jurnalis bukan kok wapres crita apa saja yang sudah dilakukan dan apa yang akan dilakukan perkara banjir sumatera disuruh menyiarkan lagi rekrut buzzer sudah seterang an ini ya 18 194,Negatif,0
"@TaliUdeng dan @AntoniusCDN Lagi-lagi memuji diri sendiri, kasih nilai sendiri. Coba tanyain korban banjir bandang Sumatera, korban tanahnya yg dirampas di PIK-2, Rempang, Galang, Morowali dll, bahagia gak? Apa kalian tanya di gorong-gorong ya? 325",dan lagi lagi memuji diri sendiri kasih nilai sendiri coba tanyakan korban banjir bandang sumatera korban tanahnya yang dirampas di pik 2 rempang galang morowali dll bahagia enggak apa kalian tanya di gorong gorong ya 325,Negatif,0
"Prabowo bilang, pemerintah siap terima bantuan untuk korban banjir di Sumatera. Langkah positif buat bantu masyarakat yang lagi kesusahan. Kita semua bareng-bareng, ya! 7",prabowo bilang pemerintah siap terima bantuan untuk korban banjir di sumatera langkah positif buat bantu masyarakat yang lagi kesusahan kita semua bareng bareng ya 7,Negatif,0
"@chunchunchunie_ Aku di Tapanuli. Sejak banjir ga bisa lagi pake spx. Pake JNE kayaknya masih bisa tp ya gitu harus ambil sendiri, ga dianterin ke rumah 1 43",aku di tapanuli sejak banjir enggak bisa lagi pakai spx pakai jne kayaknya masih bisa tapi ya begitu harus ambil sendiri enggak diantar ke rumah 1 43,Negatif,0
Presiden kita bener-bener cekatan ya dalam menangani bencana banjir di Sumatera! Semangat kolaborasi dan gotong royong bikin kita optimis bangkit lagi! 2,presiden kita benar benar cekatan ya dalam menangani bencana banjir di sumatera semangat kolaborasi dan gotong royong bikin kita optimis bangkit lagi 2,Positif,2
"Ya Allah gantilah dengan rejiki yg berlipat “ buat Abiya “Ulama Aceh”rejeki yg berlimpah ruah juga kesehatan dan umur panjang ,Abiya yg selalu mengurus anak Yatim pondoknya di Aceh lagi berbagi dg yg tertimpa Musibah banjir kayu gelondongan dan lumpur. 4 42 137",ya allah gantilah dengan rejiki yang berlipat buat abiya ulama aceh rejeki yang berlimpah ruah juga kesehatan dan umur panjang abiya yang selalu mengurus anak yatim pondoknya di aceh lagi berbagi dengan yang tertimpa musibah banjir kayu gelondongan dan lumpur 4 42 137,Positif,2
Akun komentar @galonkosongid dan @raykairi ya banjir kalo lokal mungkin ada tapi kalo global mustahil dan kalo digunakan untuk menghukum orang mustahil lagi awokawok 1 28,akun komentar dan ya banjir kalo lokal mungkin ada tapi kalo global mustahil dan kalo digunakan untuk menghukum orang mustahil lagi awokawok 1 28,Negatif,0
Banjir rob makin sering datang dan dampaknya kian terasa. Jumlah kasus pun terus meningkat bahkan puluhan ribu rumah terendam menjadi korban tiap tahunnya. Yuk simak data pada infografis ini biar tahu separah apa banjir rob yang terjadi di pesisir pantai Indonesia! 1 97,banjir rob makin sering datang dan dampaknya kian terasa jumlah kasus pun terus meningkat bahkan puluhan ribu rumah terendam menjadi korban tiap tahunnya yuk simak data pada infografis ini biar tahu separah apa banjir rob yang terjadi di pesisir pantai indonesia 1 97,Netral,1
Apa kabar dunia tiap hari sepatu gua basah terus. Semoga bsk ga banjir 21,apa kabar dunia tiap hari sepatu gua basah terus semoga besok enggak banjir 21,Negatif,0
"Sebagai bentuk kepedulian terhadap masyarakat terdampak bencana, Polres Aceh Selatan Polda Aceh terus melaksanakan kegiatan gotong royong pembersihan pasca banjir di Desa Ladang Rimba, Kecamatan Trumon Tengah, Kabupaten Aceh Selatan. @DivHumas_Polri #bidhumaspoldaaceh 1 20",sebagai bentuk kepedulian terhadap masyarakat terdampak bencana polres aceh selatan polda aceh terus melaksanakan kegiatan gotong royong pembersihan pasca banjir di desa ladang rimba kecamatan trumon tengah kabupaten aceh selatan bidhumaspoldaaceh 1 20,Netral,1
"Banjir rob bukan cuma soal air pasang, tapi akumulasi krisis iklim, amblesnya tanah, dan tata ruang pesisir yang terus diabaikan. Dari semua penyebab ini, menurut kamu mana yang paling mendesak untuk segera dibenahi? 1 27",banjir rob bukan cuma soal air pasang tapi akumulasi krisis iklim amblesnya tanah dan tata ruang pesisir yang terus diabaikan dari semua penyebab ini menurut kamu mana yang paling mendesak untuk segera dibenahi 1 27,Positif,2
@LiteTips_ tersapu banjir. 278 dari 6500 desa masih hidup dalam gelap. Kami mendengar keprihatinan itu dan terus perjuangkan. Tim gabungan PLN dari seluruh Indonesia berada tepat di belakang alat berat yang digunakan untuk membuka akses dan terus bersiaga di setiap ujung jalan yang- 1 1 12,tersapu banjir 278 dari 6500 desa masih hidup dalam gelap kami mendengar keprihatinan itu dan terus perjuangkan tim gabungan pln dari seluruh indonesia berada tepat di belakang alat berat yang digunakan untuk membuka akses dan terus bersiaga di setiap ujung jalan yang 1 1 12,Negatif,0
"""Pemerintah telah mendistribusikan 1.788 ton logistik untuk korban banjir dan longsor di Aceh,"" ujar Murthalamuddin. Upaya pemulihan terus menjadi prioritas utama tim di lapangan. #BanjirAceh #TanggapDarurat 19",pemerintah telah mendistribusikan 1 788 ton logistik untuk korban banjir dan longsor di aceh ujar murthalamuddin upaya pemulihan terus menjadi prioritas utama tim di lapangan banjiraceh tanggapdarurat 19,Negatif,0
"Pembangunan hunian tetap (huntap) Mandiri bagi korban banjir bandang dan tanah longsor di Desa Belee Panah, Kecamatan Juli, Kabupaten Bireuen, Aceh, terus menunjukkan progres signifikan. Hingga saat ini, pengerjaan proyek kemanusiaan tersebut dilaporkan telah mencapai 40 persen. 1 3 834",pembangunan hunian tetap huntap mandiri bagi korban banjir bandang dan tanah longsor di desa belee panah kecamatan juli kabupaten bireuen aceh terus menunjukkan progres signifikan hingga saat ini pengerjaan proyek kemanusiaan tersebut dilaporkan telah mencapai 40 persen 1 3 834,Negatif,0
"indonesia gimana kagak banjir, tanah turun terus gara-gara pengambilan air tanah. ya harus dibenahi lah — bikin tuh PAM-PAM sama saluran air yang bener terus pengelolahan air yang bener. Emang bakalan gede biayanya tapi untuk masa depan juga. 2 28",indonesia bagaimana kagak banjir tanah turun terus gara gara pengambilan air tanah ya harus dibenahi lah bikin tuh pam pam sama saluran air yang benar terus pengelolahan air yang benar memang bakalan gede biayanya tapi untuk masa depan juga 2 28,Negatif,0
"Satgana ⁦ @palangmerah ⁩ terus melakukan pembersihan lumpur paska #Banjir dengan mengerahkan mini ekskavator, truck tangki air serta perlengkapan kebersihan di masjid Baitun Nashihin, Kec Perlak Barat, Aceh Timur (13/01) ⁦ @RadioElshinta ⁩ 2 76",satgana terus melakukan pembersihan lumpur paska banjir dengan mengerahkan mini ekskavator truck tangki air serta perlengkapan kebersihan di masjid baitun nashihin kec perlak barat aceh timur 13 01 2 76,Netral,1
"@reginamilaa dan @iPopBase Ada, cek aja postingan ig nya tanggal 5 des 2025. Terus di IDN times dia bahas tentang banjir ini dan ilegal logging, dia juga bilang ga begitu responsif di sosmed tapi bukan berarti ga peduli. Dia dari dulu peduli alam tapi ga pernah dikit"" Share di sosmed. 7 220",dan ada cek saja postingan ig nya tanggal 5 des 2025 terus di idn times dia bahas tentang banjir ini dan ilegal logging dia juga bilang enggak begitu responsif di sosmed tapi bukan berarti enggak peduli dia dari dulu peduli alam tapi enggak pernah dikit share di sosmed 7 220,Negatif,0
Kemenhut terus melakukan pembersihan pada sisa kayu pasca banjir. Aceh Sumatera Bangkit 1 60,kemenhut terus melakukan pembersihan pada sisa kayu pasca banjir aceh sumatera bangkit 1 60,Positif,2
"You know what a sudden phrase appear in my head “Allah Musta’an” Kita ilmu kurang kita pun google maknanya- “ Allah adalah tempat bergantung/dipohon pertolongan” Banjir terus, jadi tak terkata betapa sedih dan betapa baiknya Allah kepada hambanya yang hina ni :) 50",you know what a sudden phrase appear ini my head allah musta an kita ilmu kurang kita pun google maknanya allah adalah tempat bergantung dipohon pertolongan banjir terus jadi tak terkata betapa sedih dan betapa baiknya allah kepada hambanya yang hina nih 50,Positif,2
"Sama-sama banjir, bedanya cuma yang satu lahannya di deforestasi terus yang satu lautnya di reklamasi dan tanahnya ditanami beton. Yang enak? yang punya kuasa. 1 84",sama sama banjir bedanya cuma yang satu lahannya di deforestasi terus yang satu lautnya di reklamasi dan tanahnya ditanami beton yang enak yang punya kuasa 1 84,Negatif,0
Badan Gizi Nasional terus melakukan sertifikasi demi kualitas layanan terbaik untuk puluhan juta penerima manfaat demi mewujudkan generasi emas Indonesia yang unggul Kerja Nyata #LanjutkanMBG DOMIIA 1ST ROCKFIRE Banjir JIMMYSEA GROWTH TOGETHER LAST EPISODE OF H2H 71,badan gizi nasional terus melakukan sertifikasi demi kualitas layanan terbaik untuk puluhan juta penerima manfaat demi mewujudkan generasi emas indonesia yang unggul kerja nyata lanjutkanmbg domiia 1st rockfire banjir jimmysea growth together last episode of h2h 71,Netral,1
"Banjir masih terjadi di sejumlah titik. Petugas terus bersiaga bantu evakuasi, pengaturan lalu lintas, dan pengamanan warga. Tetap waspada, jaga keselamatan bersama #MantaPMJ #JagaJakarta #PolriPresisi #PoldaMetroJaya #PMJBeraksi #LantasPMJ 57",banjir masih terjadi di sejumlah titik petugas terus bersiaga bantu evakuasi pengaturan lalu lintas dan pengamanan warga tetap waspada jaga keselamatan bersama mantapmj jagajakarta polripresisi poldametrojaya pmjberaksi lantaspmj 57,Positif,2
Pemerintah Hadir melalui TNI dan terus berupaya untuk Aceh Sumatra Bangkit. Dukung terus Pemerintah dalam memulihkan Aceh dan Sumatera pasca bencana alam banjir. 1 58,pemerintah hadir melalui tni dan terus berupaya untuk aceh sumatra bangkit dukung terus pemerintah dalam memulihkan aceh dan sumatera pasca bencana alam banjir 1 58,Positif,2
Banjir bukan halangan untuk terus melayani dengan sepenuh hati #kemenimipas #guardandguide #infoimipas #pemasyarakatan #rutandepok #PemasyarakatanJawaBarat #DitjenPAS #Kusnali #HumasPemasyarakatan #PastiHadir #SinergiLayananPublik 41,banjir bukan halangan untuk terus melayani dengan sepenuh hati kemenimipas guardandguide infoimipas pemasyarakatan rutandepok pemasyarakatanjawabarat ditjenpas kusnali humaspemasyarakatan pastihadir sinergilayananpublik 41,Positif,2
Diguyur hujan terus-menerus. Seiringan udara dingin yang menyerbu kalbu. Banjir mulai tak terkendali. Lekas membaik alam negeriku 61,diguyur hujan terus menerus seiringan udara dingin yang menyerbu kalbu banjir mulai tak terkendali lekas membaik alam negeriku 61,Negatif,0
"Banjir di Sumatra tuh bukan cuma soal hujan gede, tapi juga soal alam yang makin kelelahan. Kalau tutupan hutan di hulu DAS terus berkurang, air ya pasti langsung tumpah ke mana-mana 73",banjir di sumatra tuh bukan cuma soal hujan gede tapi juga soal alam yang makin kelelahan kalau tutupan hutan di hulu das terus berkurang air ya pasti langsung tumpah ke mana mana 73,Negatif,0
