text,reconstructed_text,clean_text,label
Pemerintah melalui Pos Pendampingan Nasional (Pospenas) Penanganan Darurat Bencana (PDB) Provinsi Aceh telah menyalurkan ribuan ton bantuan logistik bagi korban banjir dan tanah longsor di sejumlah wilayah Aceh sejak akhir November 2025. 1 1 54,Pemerintah melalui Pos Pendampingan Nasional (Pospenas) Penanganan Darurat Bencana (PDB) Provinsi Aceh telah menyalurkan ribuan ton bantuan logistik bagi korban banjir dan tanah longsor di sejumlah wilayah Aceh sejak akhir November 2025. 1 1 54,pemerintah melalui pos pendampingan nasional pospenas penanganan darurat bencana pdb provinsi aceh menyalurkan ribuan ton bantuan logistik bagi korban banjir tanah longsor sejumlah wilayah aceh sejak akhir november 2025. 54,0
"Sejak 30 November 2025 hingga 6 Januari 2026, pemerintah telah mendistribusikan 1.788 ton bantuan logistik untuk korban banjir dan longsor di Aceh. Upaya ini dilakukan agar kebutuhan dasar warga terdampak tetap terpenuhi 1 44","Sejak 30 November 2025 hingga 6 Januari 2026, pemerintah telah mendistribusikan 1.788 ton bantuan logistik untuk korban banjir dan longsor di Aceh. Upaya ini dilakukan agar kebutuhan dasar warga terdampak tetap terpenuhi 1 44","sejak 30 november 2025 hingga januari 2026, pemerintah mendistribusikan 1.788 ton bantuan logistik korban banjir longsor aceh. upaya dilakukan agar kebutuhan dasar warga terdampak tetap terpenuhi 44",1
"Bukan sekadar bantuan air tangki biasa, kendaraan Water Treatment Mobile ini bekerja secara canggih melalui proses filtrasi dan sterilisasi. #AcehTimur #AirBersih #Polri Suplai Air Bersih Bagi Korban Banjir, Mobil Water Treatment Milik Polri Tiba di Pante Bidari -... 42","Bukan sekadar bantuan air tangki biasa, kendaraan Water Treatment Mobile ini bekerja secara canggih melalui proses filtrasi dan sterilisasi. #AcehTimur #AirBersih #Polri Suplai Air Bersih Bagi Korban Banjir, Mobil Water Treatment Milik Polri Tiba di Pante Bidari.","bukan sekadar bantuan air tangki biasa, kendaraan water treatment mobile bekerja canggih melalui proses filtrasi sterilisasi. acehtimur airbersih polri suplai air bersih bagi korban banjir, mobil water treatment milik polri tiba pante bidari.",0
Respons cepat pemerintah dengan mendistribusikan 1.780 ton bantuan logistik untuk korban banjir dan longsor di Aceh. 19,Respons cepat pemerintah dengan mendistribusikan 1.780 ton bantuan logistik untuk korban banjir dan longsor di Aceh. 19,respons cepat pemerintah mendistribusikan 1.780 ton bantuan logistik korban banjir longsor aceh. 19,2
"Banjir boleh datang tanpa aba-aba, tapi bantuan hadir tanpa jeda. #SigapBersama 18","Banjir boleh datang tanpa aba-aba, tapi bantuan hadir tanpa jeda. #SigapBersama 18","banjir boleh datang tanpa aba-aba, tapi bantuan hadir tanpa jeda. sigapbersama 18",2
Dewan (DPRK) Temui Tumpukan Bantuan Korban Banjir Di Gudang BPBD Bireuen 4 267,Dewan (DPRK) Temui Tumpukan Bantuan Korban Banjir Di Gudang BPBD Bireuen 4 267,dewan dprk temui tumpukan bantuan korban banjir gudang bpbd bireuen 267,0
"Akun parodi @King_SpeakUp Dalam sidak tersebut, ditemukan puluhan ton bantuan untuk korban banjir dan tanah longsor yang mengendap dan tidak disalurkan. 1 2 29","Akun parodi @King_SpeakUp Dalam sidak tersebut, ditemukan puluhan ton bantuan untuk korban banjir dan tanah longsor yang mengendap dan tidak disalurkan. 1 2 29","akun parodi dalam sidak tersebut, ditemukan puluhan ton bantuan korban banjir tanah longsor mengendap tidak disalurkan. 29",0
Sat Lantas Polres Aceh Jaya Laksanakan Pengaturan Lalu Lintas Penyaluran Bantuan Korban Banjir dan Longsor Sat Lantas Polres Aceh Jaya Laksanakan Pengaturan Lalu Lintas Penyaluran Bantuan Korban Banjir dan... 24,Sat Lantas Polres Aceh Jaya Laksanakan Pengaturan Lalu Lintas Penyaluran Bantuan Korban Banjir dan Longsor,sat lantas polres aceh jaya laksanakan pengaturan lalu lintas penyaluran bantuan korban banjir longsor,0
"""Menko Pangan Zulhas minta Bulog gandakan distribusi bantuan pangan ke Sumatera guna bantu korban banjir. Ribuan ton beras dan jutaan liter minyak goreng sudah disalurkan dengan lancar."" 18","""Menko Pangan Zulhas minta Bulog gandakan distribusi bantuan pangan ke Sumatera guna bantu korban banjir. Ribuan ton beras dan jutaan liter minyak goreng sudah disalurkan dengan lancar."" 18",menko pangan zulhas meminta bulog gandakan distribusi bantuan pangan sumatera guna bantu korban banjir. ribuan ton beras jutaan liter minyak goreng sudah disalurkan lancar. 18,0
"Di tengah banjir dan longsor Aceh Tamiang, PLN menyalurkan bantuan kemanusiaan melalui TJSL dan Yayasan Baitul Maal PLN sebagai bentuk kepedulian bagi warga terdampak. PLN salurkan bantuan berupa bahan pangan, pakaian, fasilitas sanitasi, hunian sementara- 1 40","Di tengah banjir dan longsor Aceh Tamiang, PLN menyalurkan bantuan kemanusiaan melalui TJSL dan Yayasan Baitul Maal PLN sebagai bentuk kepedulian bagi warga terdampak. PLN salurkan bantuan berupa bahan pangan, pakaian, fasilitas sanitasi, hunian sementara- 1 40","tengah banjir longsor aceh tamiang, pln menyalurkan bantuan kemanusiaan melalui tjsl yayasan baitul maal pln sebagai bentuk kepedulian bagi warga terdampak. pln salurkan bantuan berupa bahan pangan, pakaian, fasilitas sanitasi, hunian sementara- 40",2
"DPRK Bireuen melakukan peninjauan mendadak ke gudang BPBD dan Dinas Sosial setempat setelah menerima laporan masyarakat terkait dugaan penimbunan bantuan korban banjir dan tanah longsor Aceh, Senin (12/1/2026). 2 1 67","DPRK Bireuen melakukan peninjauan mendadak ke gudang BPBD dan Dinas Sosial setempat setelah menerima laporan masyarakat terkait dugaan penimbunan bantuan korban banjir dan tanah longsor Aceh, Senin (12/1/2026). 2 1 67","dprk bireuen melakukan peninjauan mendadak gudang bpbd dinas sosial setempat setelah menerima laporan masyarakat terkait dugaan penimbunan bantuan korban banjir tanah longsor aceh, senin 12 2026 67",0
"Tim SAR Resimen II Pasukan Pelopor BKO Polda Sumatera Barat terus bergerak membantu masyarakat terdampak banjir di Kecamatan Palembayan, Kabupaten Agam. Pencarian korban, penyaluran bantuan logistik, 1 68","Tim SAR Resimen II Pasukan Pelopor BKO Polda Sumatera Barat terus bergerak membantu masyarakat terdampak banjir di Kecamatan Palembayan, Kabupaten Agam. Pencarian korban, penyaluran bantuan logistik, 1 68","tim sar resimen ii pasukan pelopor bko polda sumatera barat terus bergerak membantu masyarakat terdampak banjir kecamatan palembayan, kabupaten agam. pencarian korban, penyaluran bantuan logistik, 68",0
DPRK Bireuen 'Gerebek' Gudang Penimbunan Puluhan Ton Bantuan Korban Banjir Aceh Puluhan ton bantuan logistik untuk korban banjir dan tanah longsor menumpuk di gudang lingkungan Badan Penanggulangan Bencana Daerah (BPBD) serta Dinas Sosial Bireuen. Hal itu terungkap setelah 12 28 34,DPRK Bireuen 'Gerebek' Gudang Penimbunan Puluhan Ton Bantuan Korban Banjir Aceh Puluhan ton bantuan logistik untuk korban banjir dan tanah longsor menumpuk di gudang lingkungan Badan Penanggulangan Bencana Daerah (BPBD) serta Dinas Sosial Bireuen. Hal itu terungkap setelah 12 28 34,dprk bireuen gerebek gudang penimbunan puluhan ton bantuan korban banjir aceh puluhan ton bantuan logistik korban banjir tanah longsor menumpuk gudang lingkungan badan penanggulangan bencana daerah bpbd dinas sosial bireuen. hal terungkap setelah 12 28 34,0
"@safeedgulaab Hari ini kami mau menyalurkan bantuan ke desa itu, tapi ngestuck dan harus nunggu 1 jam selagi airnya disedot pakai mesin. Setiap hari sejak banjir melanda, begitu terus setiap hari, tidak ada solusi yang benar-benar solusi. Warga mengorbankan keselamatan demi sesuap nasi. 57","@safeedgulaab Hari ini kami mau menyalurkan bantuan ke desa itu, tapi ngestuck dan harus nunggu 1 jam selagi airnya disedot pakai mesin. Setiap hari sejak banjir melanda, begitu terus setiap hari, tidak ada solusi yang benar-benar solusi. Warga mengorbankan keselamatan demi sesuap nasi. 57","hari mau menyalurkan bantuan desa itu, tapi ngestuck harus menunggu jam selagi airnya disedot pakai mesin. setiap hari sejak banjir melanda, begitu terus setiap hari, tidak ada solusi benar-benar solusi. warga mengorbankan keselamatan demi sesuap nasi. 57",0
"@Aceh @pln_123 dan 3 lainnya Kasihan banget. Moga saudara2ku di Aceh tabah hadapi semua keadaan ini. Maklum pemerintah kita Superman, ga butuh bantuan negara lain. Seandainya terbuka menerima bantuan dan jadikan bencana Sumatera dan Aceh bencana nasional, mgkin sikon di daerah terdampak banjir jauh LBH baik 2 372","@Aceh @pln_123 dan 3 lainnya Kasihan banget. Moga saudara2ku di Aceh tabah hadapi semua keadaan ini. Maklum pemerintah kita Superman, ga butuh bantuan negara lain. Seandainya terbuka menerima bantuan dan jadikan bencana Sumatera dan Aceh bencana nasional, mgkin sikon di daerah terdampak banjir jauh LBH baik 2 372","lainnya kasihan banget. moga saudara2ku aceh tabah hadapi semua keadaan ini. maklum pemerintah superman, tidak butuh bantuan negara lain. seandainya terbuka menerima bantuan jadikan bencana sumatera aceh bencana nasional, mungkin sikon daerah terdampak banjir jauh lebih baik 372",0
Puluhan ton bantuan logistik untuk korban banjir dan tanah longsor dilaporkan menumpuk di gudang lingkungan Badan Penanggulangan Bencana Daerah (BPBD) serta Dinas Sosial (Dinsos) Kabupaten Bireuen. Ya Tuhan....sementara korban masih kekurangan dan ada juga yang belum menerima. 6 21 34 635,Puluhan ton bantuan logistik untuk korban banjir dan tanah longsor dilaporkan menumpuk di gudang lingkungan Badan Penanggulangan Bencana Daerah (BPBD) serta Dinas Sosial (Dinsos) Kabupaten Bireuen. Ya Tuhan....sementara korban masih kekurangan dan ada juga yang belum menerima. 6 21 34 635,puluhan ton bantuan logistik korban banjir tanah longsor dilaporkan menumpuk gudang lingkungan badan penanggulangan bencana daerah bpbd dinas sosial dinsos kabupaten bireuen. ya tuhan....sementara korban masih kekurangan ada juga belum menerima. 21 34 635,0
"Kenapa ga disalurkan Pak ke korban banjir takutnya barang tersebut ada digudang BPBD dan Dinsos ini rusak atau expire. 12/1/2026. Bireun. Terpantau, bantuan di gudang ini puluhan ton belum disalurkan kepada korban. Pengecekan ini berdasarkan informasi dari masyarakat. 30 230 308","Kenapa ga disalurkan Pak ke korban banjir takutnya barang tersebut ada digudang BPBD dan Dinsos ini rusak atau expire. 12/1/2026. Bireun. Terpantau, bantuan di gudang ini puluhan ton belum disalurkan kepada korban. Pengecekan ini berdasarkan informasi dari masyarakat. 30 230 308","kenapa tidak disalurkan pak korban banjir takutnya barang tersebut ada digudang bpbd dinsos rusak expire. 12 2026. bireun. terpantau, bantuan gudang puluhan ton belum disalurkan kepada korban. pengecekan berdasarkan informasi masyarakat. 30 230 308",0
"Akun parodi Astaghfirullah...! Anggota DPRK Bireuen melakukan inspeksi mendadak ke gudang BPBD dan Dinas Sosial pada Senin (12/1/2026) setelah menerima laporan warga mengenai adanya penimbunan logistik... Dalam sidak tersebut, ditemukan puluhan ton bantuan untuk korban banjir dan tanah 11 28 40 854","Akun parodi Astaghfirullah...! Anggota DPRK Bireuen melakukan inspeksi mendadak ke gudang BPBD dan Dinas Sosial pada Senin (12/1/2026) setelah menerima laporan warga mengenai adanya penimbunan logistik... Dalam sidak tersebut, ditemukan puluhan ton bantuan untuk korban banjir dan tanah 11 28 40 854","akun parodi astaghfirullah...! anggota dprk bireuen melakukan inspeksi mendadak gudang bpbd dinas sosial senin 12 2026 setelah menerima laporan warga mengenai adanya penimbunan logistik... dalam sidak tersebut, ditemukan puluhan ton bantuan korban banjir tanah 11 28 40 854",0
Amarah warga terdampak banjir bandang di Kabupaten Aceh Tamiang mencuat setelah muncul dugaan ketidakadilan dalam penyaluran bantuan. Sejumlah ibu-ibu dan warga lainnya mendatangi sebuah posko bantuan untuk menyampaikan protes secara langsung. 1 176,Amarah warga terdampak banjir bandang di Kabupaten Aceh Tamiang mencuat setelah muncul dugaan ketidakadilan dalam penyaluran bantuan. Sejumlah ibu-ibu dan warga lainnya mendatangi sebuah posko bantuan untuk menyampaikan protes secara langsung. 1 176,amarah warga terdampak banjir bandang kabupaten aceh tamiang mencuat setelah muncul dugaan ketidakadilan dalam penyaluran bantuan. sejumlah ibu-ibu warga lainnya mendatangi sebuah posko bantuan menyampaikan protes langsung. 176,0
"Bantuan bahan pokok mulai berdatangan untuk membantu korban banjir bersama BPBD kab. Tangerang, banjir akibat curah hujan tinggi beberapa hari ini mengakibat banjir hampir secara menyeluruh Desa Salembaran Jati kecamatan Kosambi terkena dampak banjir antara 30 sampai 116","Bantuan bahan pokok mulai berdatangan untuk membantu korban banjir bersama BPBD kab. Tangerang, banjir akibat curah hujan tinggi beberapa hari ini mengakibat banjir hampir secara menyeluruh Desa Salembaran Jati kecamatan Kosambi terkena dampak banjir antara 30 sampai 116","bantuan bahan pokok mulai berdatangan membantu korban banjir bersama bpbd kab. tangerang, banjir akibat curah hujan tinggi beberapa hari mengakibat banjir hampir menyeluruh desa salembaran jati kecamatan kosambi terkena dampak banjir antara 30 sampai 116",1
"Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram @leuser .coffee, Nicholas Saputra tampak mengenakan 1 4 563","Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram @leuser .coffee, Nicholas Saputra tampak mengenakan 1 4 563","aktor nicholas saputra menyalurkan bantuan kepada anak-anak korban bencana longsor banjir aceh. ia datang langsung salah satu sekolah desa kelitu, kecamatan bintang, aceh tengah. dalam unggahan video instagram .coffee, nicholas saputra tampak mengenakan 563",2
KIP Aceh Salurkan Bantuan Hidrometeorologi untuk KIP Kabupaten Aceh Singkil Pascabanjir ​SINGKIL – Komisi Independen Pemilihan (KIP) Aceh menyalurkan bantuan kemanusiaan bagi jajaran KIP Kabupaten Aceh Singkil yang terdampak bencana alam banjir. 1 1 52,KIP Aceh Salurkan Bantuan Hidrometeorologi untuk KIP Kabupaten Aceh Singkil Pascabanjir ​SINGKIL – Komisi Independen Pemilihan (KIP) Aceh menyalurkan bantuan kemanusiaan bagi jajaran KIP Kabupaten Aceh Singkil yang terdampak bencana alam banjir. 1 1 52,kip aceh salurkan bantuan hidrometeorologi kip kabupaten aceh singkil pascabanjir singkil komisi independen pemilihan kip aceh menyalurkan bantuan kemanusiaan bagi jajaran kip kabupaten aceh singkil terdampak bencana alam banjir. 52,2
"45 hari pasca bencana, Desa Sahraja, Aceh Timur masih belum mendapatkan arus listrik. Di tengah proses pendistribusian bantuan, hati kami terenyuh mendengar cerita dari seorang anak yang rumahnya tersapu habis oleh banjir. Cerita ini mengingatkan bahwa kehilangan masih terus 8","45 hari pasca bencana, Desa Sahraja, Aceh Timur masih belum mendapatkan arus listrik. Di tengah proses pendistribusian bantuan, hati kami terenyuh mendengar cerita dari seorang anak yang rumahnya tersapu habis oleh banjir. Cerita ini mengingatkan bahwa kehilangan masih terus 8","45 hari pasca bencana, desa sahraja, aceh timur masih belum mendapatkan arus listrik. tengah proses pendistribusian bantuan, hati terenyuh mendengar cerita seorang anak rumahnya tersapu habis oleh banjir. cerita mengingatkan bahwa kehilangan masih terus",0
"PT Angkasa Pura Indonesia Bandara Internasional Sultan Iskandar Muda bersama Sekarpura DPC SIM kembali melanjutkan penyaluran bantuan kepada masyarakat Aceh yang terdampak musibah banjir, penyaluran dilanjutkan ke Kabupaten Aceh Tamiang. 1 1 209","PT Angkasa Pura Indonesia Bandara Internasional Sultan Iskandar Muda bersama Sekarpura DPC SIM kembali melanjutkan penyaluran bantuan kepada masyarakat Aceh yang terdampak musibah banjir, penyaluran dilanjutkan ke Kabupaten Aceh Tamiang. 1 1 209","pt angkasa pura indonesia bandara internasional sultan iskandar muda bersama sekarpura dpc sim kembali melanjutkan penyaluran bantuan kepada masyarakat aceh terdampak musibah banjir, penyaluran dilanjutkan kabupaten aceh tamiang. 209",2
"@kemenkumjabar Mari sejenak merenungkan betapa berharganya kepedulian. Aksi Taruna Poltekpin di Aceh Tamiang mengingatkan kita bahwa sekecil apa pun bantuan kita, itu bisa sangat berarti bagi mereka yang sedang kehilangan segalanya akibat bencana banjir ini. Kemenkum Jabar - Asep Sutandar 1 1 52","@kemenkumjabar Mari sejenak merenungkan betapa berharganya kepedulian. Aksi Taruna Poltekpin di Aceh Tamiang mengingatkan kita bahwa sekecil apa pun bantuan kita, itu bisa sangat berarti bagi mereka yang sedang kehilangan segalanya akibat bencana banjir ini. Kemenkum Jabar - Asep Sutandar 1 1 52","mari sejenak merenungkan betapa berharganya kepedulian. aksi taruna poltekpin aceh tamiang mengingatkan bahwa sekecil apa pun bantuan kita, bisa sangat berarti bagi sedang kehilangan segalanya akibat bencana banjir ini. kemenkum jabar asep sutandar 52",0
@kemenkumjabar Kesigapan taruna dalam menangani material sisa banjir membantu mempercepat akses distribusi bantuan logistik ke desa-desa yang sebelumnya terisolasi. Ini adalah bagian dari strategi pemulihan yang komprehensif di Aceh Tamiang. Kemenkum Jabar - Asep Sutandar 1 1 58,@kemenkumjabar Kesigapan taruna dalam menangani material sisa banjir membantu mempercepat akses distribusi bantuan logistik ke desa-desa yang sebelumnya terisolasi. Ini adalah bagian dari strategi pemulihan yang komprehensif di Aceh Tamiang. Kemenkum Jabar - Asep Sutandar 1 1 58,kesigapan taruna dalam menangani material sisa banjir membantu mempercepat akses distribusi bantuan logistik desa-desa sebelumnya terisolasi. bagian strategi pemulihan komprehensif aceh tamiang. kemenkum jabar asep sutandar 58,0
"@itsbuatbacaau dan @tanyarlfes saya di Sumatra Utara kak, banjir disini 0.75m, harusnya ada bantuan tapi ya emang egk ada... Kadang heran juga, dengan Konoha ini wkwkw.. Bedanya disini, banjir disertai ular piton 3M di depan Masjid dekat rumah saya wkwkw 1 123","@itsbuatbacaau dan @tanyarlfes saya di Sumatra Utara kak, banjir disini 0.75m, harusnya ada bantuan tapi ya emang egk ada... Kadang heran juga, dengan Konoha ini wkwkw.. Bedanya disini, banjir disertai ular piton 3M di depan Masjid dekat rumah saya wkwkw 1 123","sumatra utara kak, banjir disini 0.75m, harusnya ada bantuan tapi ya memang egk ada... kadang heran juga, konoha wkwkw.. bedanya disini, banjir disertai ular piton 3m depan masjid dekat rumah wkwkw 123",0
"Kepala Rutan Banda Aceh, Baharuddin, mengatakan bahwa penyaluran bantuan ini merupakan bentuk kepedulian dan empati jajaran Pemasyarakatan terhadap masyarakat yang sedang tertimpa musibah bencana alam. Kanwil Ditjenpas dan Rutan Banda Aceh Salurkan Bantuan Kemanusiaan untuk Korban Banjir di Pidie... 122",Kanwil Ditjenpas dan Rutan Banda Aceh Salurkan Bantuan Kemanusiaan untuk Korban Banjir di Pidie,kanwil ditjenpas rutan banda aceh salurkan bantuan kemanusiaan korban banjir pidie,0
"Banjir merendam rumah warga Pademangan Timur, Jakut, memaksa 458 jiwa mengungsi. BPBD DKI siapkan bantuan dan monitor kondisi genangan. Rumah Terendam Banjir, Ratusan Warga Pademangan Timur Jakut Mengungsi 2","Banjir merendam rumah warga Pademangan Timur, Jakut, memaksa 458 jiwa mengungsi. BPBD DKI siapkan bantuan dan monitor kondisi genangan. Rumah Terendam Banjir, Ratusan Warga Pademangan Timur Jakut Mengungsi 2","banjir merendam rumah warga pademangan timur, jakut, memaksa 458 jiwa mengungsi. bpbd dki siapkan bantuan monitor kondisi genangan. rumah terendam banjir, ratusan warga pademangan timur jakut mengungsi",0
"Ratusan pengungsi korban banjir dan tanah longsor di desa Riseh Tunong, Kecamatan Sawang Aceh Utara butuh bantuan perlengkapan sekolah dan tabung gas elpiji ukuran 3 kilogram. Akibat tidak adanya ketresediaan kebutuhan tersebut, para pengungsi untuk masak dan perlengkapan sekolah","Ratusan pengungsi korban banjir dan tanah longsor di desa Riseh Tunong, Kecamatan Sawang Aceh Utara butuh bantuan perlengkapan sekolah dan tabung gas elpiji ukuran 3 kilogram. Akibat tidak adanya ketresediaan kebutuhan tersebut, para pengungsi untuk masak dan perlengkapan sekolah","ratusan pengungsi korban banjir tanah longsor desa riseh tunong, kecamatan sawang aceh utara butuh bantuan perlengkapan sekolah tabung gas elpiji ukuran kilogram. akibat tidak adanya ketresediaan kebutuhan tersebut, para pengungsi masak perlengkapan sekolah",0
@kemenkumjabar Semangat pantang mundur ditunjukkan taruna Kemenkum saat membersihkan sumur warga di Aceh yang tercemar banjir. Akses air bersih adalah kebutuhan vital yang menjadi fokus utama bantuan tenaga kami di lokasi bencana. Kemenkum Jabar - Asep Sutandar 1 1 44,@kemenkumjabar Semangat pantang mundur ditunjukkan taruna Kemenkum saat membersihkan sumur warga di Aceh yang tercemar banjir. Akses air bersih adalah kebutuhan vital yang menjadi fokus utama bantuan tenaga kami di lokasi bencana. Kemenkum Jabar - Asep Sutandar 1 1 44,semangat pantang mundur ditunjukkan taruna kemenkum saat membersihkan sumur warga aceh tercemar banjir. akses air bersih kebutuhan vital menjadi fokus utama bantuan tenaga lokasi bencana. kemenkum jabar asep sutandar 44,2
Bantuan sosial dan logistik terus digulirkan pemerintah untuk memastikan korban banjir di Sumatra mendapatkan perlindungan dan dukungan berkelanjutan. #BantuanSosial #PeduliSumatra #TanggapBencana #IndonesiaPeduli 1 50,Bantuan sosial dan logistik terus digulirkan pemerintah untuk memastikan korban banjir di Sumatra mendapatkan perlindungan dan dukungan berkelanjutan. #BantuanSosial #PeduliSumatra #TanggapBencana #IndonesiaPeduli 1 50,bantuan sosial logistik terus digulirkan pemerintah memastikan korban banjir sumatra mendapatkan perlindungan dukungan berkelanjutan. bantuansosial pedulisumatra tanggapbencana indonesiapeduli 50,0
"Kepedulian masyarakat Kota Bima, Nusa Tenggara Barat, terhadap korban bencana banjir bandang di Aceh diwujudkan melalui penyaluran bantuan kemanusiaan yang diserahkan, Senin (12/1/2026). Bantuan tersebut diterima di Kabupaten Aceh Tamiang dan Aceh Timur. Kota Bima Peduli Aceh: Salurkan Bantuan Kemanusiaan ke Aceh Tamiang dan Aceh Timur - Serambinews. 1 279","Kepedulian masyarakat Kota Bima, Nusa Tenggara Barat, terhadap korban bencana banjir bandang di Aceh diwujudkan melalui penyaluran bantuan kemanusiaan yang diserahkan, Senin (12/1/2026). Bantuan tersebut diterima di Kabupaten Aceh Tamiang dan Aceh Timur. Kota Bima Peduli Aceh: Salurkan Bantuan Kemanusiaan ke Aceh Tamiang dan Aceh Timur - Serambinews. 1 279","kepedulian masyarakat kota bima, nusa tenggara barat, terhadap korban bencana banjir bandang aceh diwujudkan melalui penyaluran bantuan kemanusiaan diserahkan, senin 12 2026 bantuan tersebut diterima kabupaten aceh tamiang aceh timur. kota bima peduli aceh salurkan bantuan kemanusiaan aceh tamiang aceh timur serambinews. 279",0
"Bencana banjir dan longsor yang melanda Aceh dan sejumlah wilayah di Sumatra mendapat respons cepat, Pemerintah Hadir memberikan bantuan darurat dan memastikan keselamatan warga terdampak. 1 80","Bencana banjir dan longsor yang melanda Aceh dan sejumlah wilayah di Sumatra mendapat respons cepat, Pemerintah Hadir memberikan bantuan darurat dan memastikan keselamatan warga terdampak. 1 80","bencana banjir longsor melanda aceh sejumlah wilayah sumatra mendapat respons cepat, pemerintah hadir memberikan bantuan darurat memastikan keselamatan warga terdampak. 80",2
Amarah warga terdampak banjir bandang di Kabupaten Aceh Tamiang pecah. Ibu-ibu dan warga memprotes posko bantuan yang dituding tidak transparan dan tidak adil. #AcehSumatraBangkit 244,Amarah warga terdampak banjir bandang di Kabupaten Aceh Tamiang pecah. Ibu-ibu dan warga memprotes posko bantuan yang dituding tidak transparan dan tidak adil. #AcehSumatraBangkit 244,amarah warga terdampak banjir bandang kabupaten aceh tamiang pecah. ibu-ibu warga memprotes posko bantuan dituding tidak transparan tidak adil. acehsumatrabangkit 244,0
"@youngaaabbb96 Pemerintah bergerak cepat pasca banjir di Aceh dan Sumatra, bantuan langsung dirasakan warga 203","@youngaaabbb96 Pemerintah bergerak cepat pasca banjir di Aceh dan Sumatra, bantuan langsung dirasakan warga 203","pemerintah bergerak cepat pasca banjir aceh sumatra, bantuan langsung dirasakan warga 203",2
"Pantau Bantuan Banjir Aceh, Megawati Minta Tim Bergerak Cepat Video: Pantau Bantuan Banjir Aceh, Megawati Minta Tim Bergerak Cepat 394","Pantau Bantuan Banjir Aceh, Megawati Minta Tim Bergerak Cepat Video: Pantau Bantuan Banjir Aceh, Megawati Minta Tim Bergerak Cepat 394","pantau bantuan banjir aceh, megawati meminta tim bergerak cepat video pantau bantuan banjir aceh, megawati meminta tim bergerak cepat 394",1
"Mendagri memastikan akan berkoordinasi dengan Kementerian Pertanian untuk memulihkan sawah terdampak melalui program optimalisasi lahan, berupa pembersihan lumpur, bantuan benih, pupuk, irigasi, serta alat mesin pertanian #BanjirAceh #Aceh #TitoKarnavian Mendagri Tinjau Lokasi Banjir di Gayo Lues, Fokus Pemulihan Sawah dan Jembatan - Serambinews. 306","Mendagri memastikan akan berkoordinasi dengan Kementerian Pertanian untuk memulihkan sawah terdampak melalui program optimalisasi lahan, berupa pembersihan lumpur, bantuan benih, pupuk, irigasi, serta alat mesin pertanian #BanjirAceh #Aceh #TitoKarnavian Mendagri Tinjau Lokasi Banjir di Gayo Lues, Fokus Pemulihan Sawah dan Jembatan - Serambinews. 306","mendagri memastikan berkoordinasi kementerian pertanian memulihkan sawah terdampak melalui program optimalisasi lahan, berupa pembersihan lumpur, bantuan benih, pupuk, irigasi, alat mesin pertanian banjiraceh aceh titokarnavian mendagri tinjau lokasi banjir gayo lues, fokus pemulihan sawah jembatan serambinews. 306",2
@kominfodiy Sedulur! Beredar di media sosial Instagram yang mengeklaim bahwa Menteri Keuangan Purbaya Yudhi Sadewa mengalihkan dana program Makan Bergizi Gratis (MBG) untuk bantuan korban banjir di Sumatra. 1 218,@kominfodiy Sedulur! Beredar di media sosial Instagram yang mengeklaim bahwa Menteri Keuangan Purbaya Yudhi Sadewa mengalihkan dana program Makan Bergizi Gratis (MBG) untuk bantuan korban banjir di Sumatra. 1 218,sedulur! beredar media sosial instagram mengeklaim bahwa menteri keuangan purbaya yudhi sadewa mengalihkan dana program makan bergizi gratis mbak bantuan korban banjir sumatra. 218,0
Pemerintah Hadir memberikan bantuan terbaik kepada Warga Aceh Sumatra yang terdampak bencana banjir 181,Pemerintah Hadir memberikan bantuan terbaik kepada Warga Aceh Sumatra yang terdampak bencana banjir 181,pemerintah hadir memberikan bantuan terbaik kepada warga aceh sumatra terdampak bencana banjir 181,2
"Tidak pakai lama, bantuan logistik & perbaikan jalan akibat banjir di Sumatera langsung dieksekusi. Terima kasih Pak Prabowo, benar-benar pemerintah sigap untuk aceh Sumatra. Semoga pemulihan berjalan lancar. Doa terbaik untuk warga terdampak. 1 74","Tidak pakai lama, bantuan logistik & perbaikan jalan akibat banjir di Sumatera langsung dieksekusi. Terima kasih Pak Prabowo, benar-benar pemerintah sigap untuk aceh Sumatra. Semoga pemulihan berjalan lancar. Doa terbaik untuk warga terdampak. 1 74","tidak pakai lama, bantuan logistik perbaikan jalan akibat banjir sumatera langsung dieksekusi. terima kasih pak prabowo, benar-benar pemerintah sigap aceh sumatra. semoga pemulihan berjalan lancar. doa terbaik warga terdampak. 74",2
