text,clean_text,created_at,keyword,processed_text,sentimen,label,emoticon,is_truncated,clean_text_step1,processed_text_v2,clean_regex,text_clean
"Banjir di Sumatera Barat memang telah berlalu, namun proses pemulihan masih terus berjalan. Alhamdulillah, bantuan dari teman-teman, terkhusus dari teman-teman Alumni Boedoet 88, telah kami salurkan kepada saudara-saudara kita yang terdampak banjir di Sumatera Barat. 16",banjir di sumatera barat memang telah berlalu namun proses pemulihan masih terus berjalan alhamdulillah bantuan dari teman teman terkhusus dari teman teman alumni boedoet telah kami salurkan kepada saudara saudara kita yang terdampak banjir di sumatera barat,2025-12-30,bantuan banjir,banjir sumatera barat memang lalu proses pulih terus jalan alhamdulillah bantu teman teman khusus teman teman alumni boedoet salur saudara saudara dampak banjir sumatera barat,positif,2,,False,"Banjir di Sumatera Barat memang telah berlalu, namun proses pemulihan masih terus berjalan. Alhamdulillah, bantuan dari teman-teman, terkhusus dari teman-teman Alumni Boedoet 88, telah kami salurkan kepada saudara-saudara kita yang terdampak banjir di Sumatera Barat. 16","Banjir di Sumatera Barat memang telah berlalu, namun proses pemulihan masih terus berjalan. Alhamdulillah, bantuan dari teman-teman, terkhusus dari teman-teman Alumni Boedoet , telah kami salurkan kepada saudara-saudara kita yang terdampak banjir di Sumatera Barat.","Banjir di Sumatera Barat memang telah berlalu, namun proses pemulihan masih terus berjalan. Alhamdulillah, bantuan dari teman-teman, terkhusus dari teman-teman Alumni Boedoet , telah kami salurkan kepada saudara-saudara kita yang terdampak banjir di Sumatera Barat.","Banjir di Sumatera Barat memang telah berlalu, namun proses pemulihan masih terus berjalan. Alhamdulillah, bantuan dari teman-teman, terkhusus dari teman-teman Alumni Boedoet , telah kami salurkan kepada saudara-saudara kita yang terdampak banjir di Sumatera Barat."
"Polres Sukamara menggelar Doa Bersama untuk para korban bencana alam di Aceh, Sumatera Utara, dan Sumatera Barat. Dengan penuh kepedulian dan rasa kemanusiaan, jajaran Polres Sukamara memanjatkan doa agar para korban diberikan kekuatan, keselamatan, dan pemulihan. 25",polres sukamara menggelar doa bersama untuk para korban bencana alam di aceh sumatera utara dan sumatera barat dengan penuh kepedulian dan rasa kemanusiaan jajaran polres sukamara memanjatkan doa agar para korban diberikan kekuatan keselamatan dan pemulihan,2025-12-03,Sumatera Barat,polres sukamara gelar doa sama korban bencana alam aceh sumatera utara sumatera barat penuh peduli rasa manusia jajar polres sukamara panjat doa korban beri kuat selamat pulih,negatif,0,,False,"Polres Sukamara menggelar Doa Bersama untuk para korban bencana alam di Aceh, Sumatera Utara, dan Sumatera Barat. Dengan penuh kepedulian dan rasa kemanusiaan, jajaran Polres Sukamara memanjatkan doa agar para korban diberikan kekuatan, keselamatan, dan pemulihan. 25","Polres Sukamara menggelar Doa Bersama untuk para korban bencana alam di Aceh, Sumatera Utara, dan Sumatera Barat. Dengan penuh kepedulian dan rasa kemanusiaan, jajaran Polres Sukamara memanjatkan doa agar para korban diberikan kekuatan, keselamatan, dan pemulihan.","Polres Sukamara menggelar Doa Bersama untuk para korban bencana alam di Aceh, Sumatera Utara, dan Sumatera Barat. Dengan penuh kepedulian dan rasa kemanusiaan, jajaran Polres Sukamara memanjatkan doa agar para korban diberikan kekuatan, keselamatan, dan pemulihan.","Polres Sukamara menggelar Doa Bersama untuk para korban bencana alam di Aceh, Sumatera Utara, dan Sumatera Barat. Dengan penuh kepedulian dan rasa kemanusiaan, jajaran Polres Sukamara memanjatkan doa agar para korban diberikan kekuatan, keselamatan, dan pemulihan."
"Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember 2025. Semoga cepat lancar aksesnya. @puanmaharani_ri 5 24 44",peduli bencana sumatra pdip kirim alat berat ke agam sumbar buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal desember semoga cepat lancar aksesnya rb,2025-12-30,Sumbar,peduli bencana sumatra pdip kirim alat berat agam sumbar buat bantu buka akses jalan tutup akibat banjir longsor awal desember moga cepat lancar akses ,positif,2,,False,"Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember 2025. Semoga cepat lancar aksesnya. 5 24 44","Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember . Semoga cepat lancar aksesnya.","Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember . Semoga cepat lancar aksesnya.","Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember . Semoga cepat lancar aksesnya."
"Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan Perahu Evakuasi di Sejumlah Gampong - Media Reformasi Indonesia Media Reformasi Indonesia : Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan... 26",hujan lebat picu banjir susulan kapolres aceh timur siagakan perahu evakuasi di sejumlah gampong media reformasi indonesia media reformasi indonesia hujan lebat picu banjir susulan kapolres aceh timur siagakan dari reformasiindonesia com,2026-01-10,banjir Aceh,hujan lebat picu banjir susul kapolres aceh timur siaga perahu evakuasi jumlah gampong media reformasi indonesia media reformasi indonesia hujan lebat picu banjir susul kapolres aceh timur siaga reformasiindonesia com,negatif,0,,False,"Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan Perahu Evakuasi di Sejumlah Gampong - Media Reformasi Indonesia Media Reformasi Indonesia : Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan... 26","Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan Perahu Evakuasi di Sejumlah Gampong - Media Reformasi Indonesia Media Reformasi Indonesia : Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan...","Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan Perahu Evakuasi di Sejumlah Gampong - Media Reformasi Indonesia Media Reformasi Indonesia : Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan...","Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan Perahu Evakuasi di Sejumlah Gampong - Media Reformasi Indonesia Media Reformasi Indonesia : Hujan Lebat Picu Banjir Susulan, Kapolres Aceh Timur Siagakan..."
Pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di Aceh sebagai langkah pemulihan berkelanjutan. Aceh Sumatra Pulih 14,pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di aceh sebagai langkah pemulihan berkelanjutan aceh sumatra pulih,2026-01-13,Sumatra,perintah sedia huni masyarakat dampak bencana aceh langkah pulih lanjut aceh sumatra pulih,positif,2,,False,Pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di Aceh sebagai langkah pemulihan berkelanjutan. Aceh Sumatra Pulih 14,Pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di Aceh sebagai langkah pemulihan berkelanjutan. Aceh Sumatra Pulih,Pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di Aceh sebagai langkah pemulihan berkelanjutan. Aceh Sumatra Pulih,Pemerintah menyediakan hunian sementara bagi masyarakat terdampak bencana di Aceh sebagai langkah pemulihan berkelanjutan. Aceh Sumatra Pulih
"@ethadisaputra Membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini, ya saat bencana banjir bandang di pulau Sumatra. Respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas. Gilanya lagi bencana jadi panggung pencitraan. GILA 4 88",membalas membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini ya saat bencana banjir bandang di pulau sumatra respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas gilanya lagi bencana jadi panggung pencitraan gila,2025-12-07,banjir lagi ya,balas baca tulis laku sejarah jadi tanya tanya kondisi bencana banjir bandang pulau sumatra respon bagi jabat utama butuh korban prioritas gila bencana jadi panggung citra gila,negatif,0,,False,"Membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini, ya saat bencana banjir bandang di pulau Sumatra. Respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas. Gilanya lagi bencana jadi panggung pencitraan. GILA 4 88","Membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini, ya saat bencana banjir bandang di pulau Sumatra. Respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas. Gilanya lagi bencana jadi panggung pencitraan. GILA","Membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini, ya saat bencana banjir bandang di pulau Sumatra. Respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas. Gilanya lagi bencana jadi panggung pencitraan. GILA","Membaca tulisan dari pelaku sejarah ini menjadikan kita bertanya tanya dengan kondisi saat ini, ya saat bencana banjir bandang di pulau Sumatra. Respon sebagian pejabat yang tidak mengutamakan kebutuhan korban sebagai prioritas. Gilanya lagi bencana jadi panggung pencitraan. GILA"
"Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram @leuser .coffee, Nicholas Saputra tampak mengenakan 1 4 563",aktor nicholas saputra menyalurkan bantuan kepada anak anak korban bencana longsor dan banjir di aceh ia datang langsung ke salah satu sekolah di desa kelitu kecamatan bintang aceh tengah dalam unggahan video di instagram coffee nicholas saputra tampak mengenakan tampilkan lebih banyak,2026-01-12,bantuan banjir,aktor nicholas saputra salur bantu anak anak korban bencana longsor banjir aceh datang langsung salah satu sekolah desa kelitu camat bintang aceh tengah unggah video instagram coffee nicholas saputra tampak kena tampil lebih banyak,positif,2,,False,"Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram .coffee, Nicholas Saputra tampak mengenakan 1 4 563","Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram .coffee, Nicholas Saputra tampak mengenakan","Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram .coffee, Nicholas Saputra tampak mengenakan","Aktor Nicholas Saputra menyalurkan bantuan kepada anak-anak korban bencana longsor dan banjir di Aceh. Ia datang langsung ke salah satu sekolah di Desa Kelitu, Kecamatan Bintang, Aceh Tengah. Dalam unggahan video di Instagram .coffee, Nicholas Saputra tampak mengenakan"
Bupati Tapanuli Selatan buka bukaan soal dugaan penyebab Musibah banjir di sumatera 1 169,bupati tapanuli selatan buka bukaan soal dugaan penyebab musibah banjir di sumatera,2025-12-02,banjir Sumatera Selatan,bupati tapanuli selatan buka buka soal duga sebab musibah banjir sumatera,netral,1,,False,Bupati Tapanuli Selatan buka bukaan soal dugaan penyebab Musibah banjir di sumatera 1 169,Bupati Tapanuli Selatan buka bukaan soal dugaan penyebab Musibah banjir di sumatera,Bupati Tapanuli Selatan buka bukaan soal dugaan penyebab Musibah banjir di sumatera,Bupati Tapanuli Selatan buka bukaan soal dugaan penyebab Musibah banjir di sumatera
"Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak jatim.idntimes. Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen Z Indonesia. 30",dampak banjir sumatra perpamsi persen saluran pdam rusak jatim idntimes com dampak banjir sumatra perpamsi persen saluran pdam rusak idn times adalah media yang menyajikan berita terkini dan terbaru untuk gen z indonesia,2025-12-06,Dampak Banjir Sumatra,dampak banjir sumatra perpamsi persen salur pdam rusak jatim idntimes com dampak banjir sumatra perpamsi persen salur pdam rusak idn times media saji berita kini baru gen z indonesia,negatif,0,,False,"Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak jatim.idntimes. Dampak Banjir Sumatra, Perpamsi: 50 Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen Z Indonesia. 30","Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak jatim.idntimes. Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen saja Indonesia.","Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak jatim.idntimes. Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen Z Indonesia.","Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak jatim.idntimes. Dampak Banjir Sumatra, Perpamsi: Persen Saluran PDAM Rusak IDN Times adalah media yang menyajikan berita terkini dan terbaru untuk Gen saja Indonesia."
"Di saat org2 lagi kehilangan rumah, kota2 terendam, korban berjatuhan, para SJW sok moralis ini selalu sibuk jadi auditor kesalahan, saling saling tunjuk, ngerasa suci. Mereka ribut di darat sementara orang lain tenggelam. 1 2 180",di saat org lagi kehilangan rumah kota terendam korban berjatuhan para sjw sok moralis ini selalu sibuk jadi auditor kesalahan saling saling tunjuk ngerasa suci mereka ribut di darat sementara orang lain tenggelam,2025-11-30,rumah terendam,org hilang rumah kota rendam korban jatuh sjw sok moralis selalu sibuk jadi auditor salah saling saling tunjuk ngerasa suci ribut darat orang tenggelam,negatif,0,,False,"Di saat org2 lagi kehilangan rumah, kota2 terendam, korban berjatuhan, para SJW sok moralis ini selalu sibuk jadi auditor kesalahan, saling saling tunjuk, ngerasa suci. Mereka ribut di darat sementara orang lain tenggelam. 1 2 180","Di saat orang-orang lagi kehilangan rumah, kota2 terendam, korban berjatuhan, para SJW sok moralis ini selalu sibuk jadi auditor kesalahan, saling saling tunjuk, merasa suci. Mereka ribut di darat sementara orang lain tenggelam.","Di saat org2 lagi kehilangan rumah, kota2 terendam, korban berjatuhan, para SJW sok moralis ini selalu sibuk jadi auditor kesalahan, saling saling tunjuk, ngerasa suci. Mereka ribut di darat sementara orang lain tenggelam.","Di saat orang-orang lagi kehilangan rumah, kota2 terendam, korban berjatuhan, para SJW sok moralis ini selalu sibuk jadi auditor kesalahan, saling saling tunjuk, merasa suci. Mereka ribut di darat sementara orang lain tenggelam."
"Assalamu’alaikum, Sahabat Syariah! BSI bersama BSI Maslahat menyalurkan bantuan ke pelosok Takengon, Aceh dengan dukungan helikopter TNI Daerah ini menjadi salah satu yang terdampak banjir dan longsor. Dalam misi kemanusiaan ini, tim juga membantu evakuasi seorang ibu hamil 4 1 8 771",assalamu alaikum sahabat syariah bsi bersama bsi maslahat menyalurkan bantuan ke pelosok takengon aceh dengan dukungan helikopter tni daerah ini menjadi salah satu yang terdampak banjir dan longsor dalam misi kemanusiaan ini tim juga membantu evakuasi seorang ibu hamil tampilkan lebih banyak,2025-12-03,evakuasi banjir,assalamu alaikum sahabat syariah bsi sama bsi maslahat salur bantu pelosok takengon aceh dukung helikopter tni daerah jadi salah satu dampak banjir longsor misi manusia tim bantu evakuasi orang ibu hamil tampil lebih banyak,positif,2,,False,"Assalamu’alaikum, Sahabat Syariah! BSI bersama BSI Maslahat menyalurkan bantuan ke pelosok Takengon, Aceh dengan dukungan helikopter TNI Daerah ini menjadi salah satu yang terdampak banjir dan longsor. Dalam misi kemanusiaan ini, tim juga membantu evakuasi seorang ibu hamil 4 1 8 771","Assalamu’alaikum, Sahabat Syariah! BSI bersama BSI Maslahat menyalurkan bantuan ke pelosok Takengon, Aceh dengan dukungan helikopter TNI Daerah ini menjadi salah satu yang terdampak banjir dan longsor. Dalam misi kemanusiaan ini, tim juga membantu evakuasi seorang ibu hamil","Assalamu’alaikum, Sahabat Syariah! BSI bersama BSI Maslahat menyalurkan bantuan ke pelosok Takengon, Aceh dengan dukungan helikopter TNI Daerah ini menjadi salah satu yang terdampak banjir dan longsor. Dalam misi kemanusiaan ini, tim juga membantu evakuasi seorang ibu hamil","Assalamu’alaikum, Sahabat Syariah! BSI bersama BSI Maslahat menyalurkan bantuan ke pelosok Takengon, Aceh dengan dukungan helikopter TNI Daerah ini menjadi salah satu yang terdampak banjir dan longsor. Dalam misi kemanusiaan ini, tim juga membantu evakuasi seorang ibu hamil"
"Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar 46",sinergi pemerintah tni polri bnpb hadir membantu warga terdampak bencana sumatera prabowo respon cepat memastikan pemulihan menyeluruh berjalan listrik kembali menyala sistem besar sumatera aktivitas warga berangsur normal aman stabil kondisi terkini pasokan bbm lpg listrik ke daerah terdampak banjir sumbar dari finance detik com,2025-12-20,banjir besar,sinergi perintah tni polri bnpb hadir bantu warga dampak bencana sumatera prabowo respon cepat pasti pulih seluruh jalan listrik nyala sistem besar sumatera aktivitas warga angsur normal aman stabil kondisi kini pasok bbm lpg listrik daerah dampak banjir sumbar finance detik com,positif,2,,False,"Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar 46","Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar","Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar","Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar"
"#PublicUpdate | Banjir besar yang melanda Aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional. Ribuan rumah terendam, sementara listrik dan jaringan komunikasi putus, membuat mobilitas warga dan evakuasi terhambat. koko hariyatna dan 1 lainnya 2 85",publicupdate banjir besar yang melanda aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional ribuan rumah terendam sementara listrik dan jaringan komunikasi putus membuat mobilitas warga dan evakuasi terhambat koko hariyatna dan lainnya,2025-12-07,rumah terendam,publicupdate banjir besar landa aceh beberapa hari akhir jadi uji nyata tahan publik efektivitas layan energi nasional ribu rumah rendam listrik jaring komunikasi putus buat mobilitas warga evakuasi hambat koko hariyatna lain,negatif,0,,False,"PublicUpdate | Banjir besar yang melanda Aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional. Ribuan rumah terendam, sementara listrik dan jaringan komunikasi putus, membuat mobilitas warga dan evakuasi terhambat. koko hariyatna dan 1 lainnya 2 85","PublicUpdate | Banjir besar yang melanda Aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional. Ribuan rumah terendam, sementara listrik dan jaringan komunikasi putus, membuat mobilitas warga dan evakuasi terhambat. koko hariyatna dan lainnya","PublicUpdate | Banjir besar yang melanda Aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional. Ribuan rumah terendam, sementara listrik dan jaringan komunikasi putus, membuat mobilitas warga dan evakuasi terhambat. koko hariyatna dan lainnya","PublicUpdate | Banjir besar yang melanda Aceh beberapa hari terakhir menjadi ujian nyata bagi ketahanan publik dan efektivitas pelayanan energi nasional. Ribuan rumah terendam, sementara listrik dan jaringan komunikasi putus, membuat mobilitas warga dan evakuasi terhambat. koko hariyatna dan lainnya"
"Bantuan logistik dan layanan terus mengalir, demi menguatkan korban banjir di Sumatera Utara! Bersama kita ciptakan harapan baru! 16",bantuan logistik dan layanan terus mengalir demi menguatkan korban banjir di sumatera utara bersama kita ciptakan harapan baru,2026-01-03,banjir Sumatera Utara,bantu logistik layan terus alir kuat korban banjir sumatera utara sama cipta harap baru,positif,2,,False,"Bantuan logistik dan layanan terus mengalir, demi menguatkan korban banjir di Sumatera Utara! Bersama kita ciptakan harapan baru! 16","Bantuan logistik dan layanan terus mengalir, demi menguatkan korban banjir di Sumatera Utara! Bersama kita ciptakan harapan baru!","Bantuan logistik dan layanan terus mengalir, demi menguatkan korban banjir di Sumatera Utara! Bersama kita ciptakan harapan baru!","Bantuan logistik dan layanan terus mengalir, demi menguatkan korban banjir di Sumatera Utara! Bersama kita ciptakan harapan baru!"
"Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian Pemerintah akui hingga saat ini ada 15 wilayah terdampak bencana Sumatra belum normal, terbanyak di Aceh dan Sumut. #prayforsumatra #bencanasumatra #aceh #sumut #sumbar Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian - Rienews. 42",dasco penanganan pasca bencana sumatra dipimpin tito karnavian pemerintah akui hingga saat ini ada wilayah terdampak bencana sumatra belum normal terbanyak di aceh dan sumut prayforsumatra bencanasumatra aceh sumut sumbar dasco penanganan pasca bencana sumatra dipimpin tito karnavian rienews com dari rienews com,2026-01-12,Sumatra,dasco tangan pasca bencana sumatra pimpin tito karnavian perintah aku hingga wilayah dampak bencana sumatra normal banyak aceh sumut prayforsumatra bencanasumatra aceh sumut sumbar dasco tangan pasca bencana sumatra pimpin tito karnavian rienews com rienews com,netral,1,,False,"Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian Pemerintah akui hingga saat ini ada 15 wilayah terdampak bencana Sumatra belum normal, terbanyak di Aceh dan Sumut. prayforsumatra bencanasumatra aceh sumut sumbar Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian - Rienews. 42","Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian Pemerintah akui hingga saat ini ada wilayah terdampak bencana Sumatra belum normal, terbanyak di Aceh dan Sumut. prayforsumatra bencanasumatra aceh sumut sumbar Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian - Rienews.","Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian Pemerintah akui hingga saat ini ada wilayah terdampak bencana Sumatra belum normal, terbanyak di Aceh dan Sumut. prayforsumatra bencanasumatra aceh sumut sumbar Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian - Rienews.","Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian Pemerintah akui hingga saat ini ada wilayah terdampak bencana Sumatra belum normal, terbanyak di Aceh dan Sumut. prayforsumatra bencanasumatra aceh sumut sumbar Dasco: Penanganan Pasca Bencana Sumatra Dipimpin Tito Karnavian - Rienews."
"Akun penggemar @sayangcintahee_ yaallah guys disini mulai banjir lagi... naik dikit2 tadi malem hujan petir deras banget, di rumah sodaraku ini mereka katanya ngungsi lagi, airnya naik lagi. yaAllah guys takut banget ada susulan 2 761",akun penggemar membalas yaallah guys disini mulai banjir lagi naik dikit tadi malem hujan petir deras banget di rumah sodaraku ini mereka katanya ngungsi lagi airnya naik lagi yaallah guys takut banget ada susulan,2025-12-02,ngungsi banjir,akun gemar balas yaallah guys sini mulai banjir naik dikit tadi malem hujan petir deras banget rumah sodaraku kata ngungsi air naik yaallah guys takut banget susul,negatif,0,,False,"Akun penggemar yaallah guys disini mulai banjir lagi... naik dikit2 tadi malem hujan petir deras banget, di rumah sodaraku ini mereka katanya ngungsi lagi, airnya naik lagi. yaAllah guys takut banget ada susulan 2 761","Akun penggemar yaallah guys disini mulai banjir lagi... naik dikit2 tadi malam hujan petir deras banget, di rumah sodaraku ini mereka katanya ngungsi lagi, airnya naik lagi. yaAllah guys takut banget ada susulan","Akun penggemar yaallah guys disini mulai banjir lagi... naik dikit2 tadi malem hujan petir deras banget, di rumah sodaraku ini mereka katanya ngungsi lagi, airnya naik lagi. yaAllah guys takut banget ada susulan","Akun penggemar yaallah guys disini mulai banjir lagi... naik dikit2 tadi malam hujan petir deras banget, di rumah sodaraku ini mereka katanya ngungsi lagi, airnya naik lagi. yaAllah guys takut banget ada susulan"
"@halalindonesia_ Luar biasa gerak cepat BPJPH bekerja sama dg instansi lain untuk membantu bencana banjir di Aceh Sumut dan sumbar, semoga bantuan ini membawa berkah bagi semua pihak 17",membalas luar biasa gerak cepat bpjph bekerja sama dg instansi lain untuk membantu bencana banjir di aceh sumut dan sumbar semoga bantuan ini membawa berkah bagi semua pihak,2025-12-08,Sumbar,balas luar biasa gerak cepat bpjph kerja sama dg instansi bantu bencana banjir aceh sumut sumbar moga bantu bawa berkah semua pihak,positif,2,,False,"Luar biasa gerak cepat BPJPH bekerja sama dg instansi lain untuk membantu bencana banjir di Aceh Sumut dan sumbar, semoga bantuan ini membawa berkah bagi semua pihak 17","Luar biasa gerak cepat BPJPH bekerja sama dengan instansi lain untuk membantu bencana banjir di Aceh Sumut dan sumbar, semoga bantuan ini membawa berkah bagi semua pihak","Luar biasa gerak cepat BPJPH bekerja sama dg instansi lain untuk membantu bencana banjir di Aceh Sumut dan sumbar, semoga bantuan ini membawa berkah bagi semua pihak","Luar biasa gerak cepat BPJPH bekerja sama dengan instansi lain untuk membantu bencana banjir di Aceh Sumut dan sumbar, semoga bantuan ini membawa berkah bagi semua pihak"
"Pemerintah Hadir dan kebut penanganan pasca banjir di Aceh, Sumut dan Sumbar 27",pemerintah hadir dan kebut penanganan pasca banjir di aceh sumut dan sumbar,2025-12-30,Sumbar,perintah hadir kebut tangan pasca banjir aceh sumut sumbar,netral,1,,False,"Pemerintah Hadir dan kebut penanganan pasca banjir di Aceh, Sumut dan Sumbar 27","Pemerintah Hadir dan kebut penanganan pasca banjir di Aceh, Sumut dan Sumbar","Pemerintah Hadir dan kebut penanganan pasca banjir di Aceh, Sumut dan Sumbar","Pemerintah Hadir dan kebut penanganan pasca banjir di Aceh, Sumut dan Sumbar"
