text,label_aktual,label_prediksi,sentimen_prediksi,prob_negatif,prob_netral,prob_positif
"Bawaslu Kabupaten Sleman menyampaikan empati dan duka yang mendalam atas terjadinya musibah banjir dan tanah longsor di wilayah Aceh, Sumatera Utara, dan Sumatera Barat. Semoga masyarakat yang terdampak diberikan kekuatan dan keselamatan. . prayforsumatera 81",0,0,negatif,0.8882998,0.038603533,0.07309661
"Membalas gerakan nyata menuju Pemulihan Awal Kebangkitan sumatera harus terus jalan, kita dukung evakuasi korban banjir bandang biar semua segera pulih lagi KerjasamaUntukSumatera 6",0,0,negatif,0.8581777,0.018088838,0.12373343
Dari Depok-Sleman siap meluncur ke Sumatera. pkspeduli pksdekat PrayForSumatera 1 1 38,2,2,positif,0.012407371,0.10636251,0.8812302
"Prabowo Respon Cepat sejak awal bencana di Sumatera pemerintah hadir bersama TNI Polri BNPB dan relawan evakuasi warga penyelamatan nyawa dan pemulihan berjalan serentak hari ini Listrik Kembali Menyala tanda harapan dan kehidupan bangkit lagi Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar Dari finance.detik.com 1 1 28",2,2,positif,0.028493028,0.024339348,0.94716763
"Membalas ""Bencana ada di tiga provinsi, terdampak 52 kabupaten. 78 jalan nasional putus. Per satu bulan, dari 78 tinggal 6 yang masih proses penyambungan. Empat titik di Aceh, dan ada di Sumbar, dan di Sumut,"" tuturnya. 1 18",1,1,netral,0.40950972,0.55334955,0.037140742
"Membalas dan bayangin dari pulau Jawa itu kan yang kena banjir tiga provinsi tuh (yang Sumatera) nah di gambarin pulau Jawa disitu tapi yang selamat cuma yang di madura. karena madura posisi dipeta ada di pekanbaru, gak selamat kan pulau lainnya kalian ngungsi sementara orang madura santuy 96",1,0,negatif,0.8083554,0.16743606,0.024208527
"Banjir di Sumatera, PGN kirim tim via jalur laut untuk evakuasi & distribusi bantuan. 35 orang sudah selamat. Perusahaan peduli bencana Aceh, Sumut dan Sumbar serta lainnya. BanjirSumatera PGN Evakuasi update news seketika seketika.com PGN Selamatkan Korban Banjir Sumatera 35 Warga Dievakuasi Via Jalur Laut - seketika.com PGN kerahkan tim dan kapal bantu evakuasi korban banjir di Sumatera, distribusi logistik & pasang jaringan satelit untuk komunikasi darurat. 106",0,0,negatif,0.93564945,0.018897878,0.045452613
"Sejak 30 November 2025 hingga 6 Januari 2026, pemerintah telah mendistribusikan 1.788 ton bantuan logistik untuk korban banjir dan longsor di Aceh. Upaya ini dilakukan agar kebutuhan dasar warga terdampak tetap terpenuhi 1 44",0,0,negatif,0.87836987,0.01932753,0.10230256
"Lagian jalan lintas juga dari sumatra, sementara ini putus. Tanah longsor juga masih banyak menumpuk. Posisi aceh itu kalau jalur darat hanya bisa datang dri sumut. Kami saja di medan kesulutan ke kuala simpang.",0,0,negatif,0.64517707,0.320502,0.034320965
"Dimana mana banjir, dimana mati listrik, dimana mana sinyal ga ada. Dimana mana orang hilang. Ga kebayang yg punya bayi harus ngungsi ya Allah lindungi kamii 1 62",0,0,negatif,0.93525845,0.032716013,0.03202553
"Membalas ukuran tangan pemerintah yg tak kunjung datang setelah belasan hari. Dicekam kelaparan dan nyaris mati, hinga putus asa, mereka katakan tak perlu lagi kslian datang wahai pemerintah - cukup kirimkan kami kafan. Rakyat aceh seolah sengaja dibiarkan kelaparan dan mati sendiri. 1 26",0,0,negatif,0.90475804,0.017000508,0.07824148
Mirwan MS Dicopot dari Bupati Aceh Selatan Gegara Umrah Saat Banjir Mirwan MS Dicopot dari Bupati Aceh Selatan Gegara Umrah Saat Banjir - Kabar Fajar Dari kabarfajar.com 17,0,1,netral,0.25846353,0.6767836,0.06475281
alhamdulillah banjir yang hari ini ga nyampe masuk rumah kaya waktu itu. cuma ngerembes dikamar ibu aja sksk 29,0,0,negatif,0.7638454,0.14349411,0.09266054
Berbagai langkah rehabilitasi terus didorong agar Aceh Sumatra Pulih dan aktivitas warga kembali normal 1 16,2,2,positif,0.024005845,0.098078676,0.8779155
"Ketua MPR Ahmad Muzani sebut Presiden Prabowo Subianto sudah mengetahui penyebab banjir bandang di Aceh, Sumatera Utara dan Sumatera Barat. Muzani Sebut Prabowo Sudah Tahu Penyebab Banjir Bandang di Sumatera Dari news.detik.com 4 1 3 6 rb",1,1,netral,0.1433004,0.8281171,0.028582545
"Berdasarkan Pasal 7 Ayat 2 UU No. 24/2007, bencana banjir dan longsor di Sumatra serta Aceh memenuhi indikator korban meninggal >1.000 jiwa, ratusan hilang, 146 ribu rumah rusak, wilayah luas di 3 provinsi, dan dampak ekonomi besar. Jadi, ya, bisa ditetapkan sebagai bencana",0,0,negatif,0.94880134,0.033756357,0.017442282
Membalas dan - Atmospheric River (Sungai Atmosfer) Menumpahkan air hujan secara terus-menerus di sepanjang punggung pegunungan Bukit Barisan. Kombinasi faktor-faktor tersebut menciptakan kondisi cuaca ekstrem yang memicu banjir bandang dan tanah longsor di wilayah tersebut ¹ ² ³. 1 1 169,0,1,netral,0.16617806,0.78328586,0.050535973
"Ketua DPR RI Puan Maharani menegaskan bahwa prioritas utama pemerintah bersama DPR saat ini adalah mempercepat penanganan darurat bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Sebab masih ada ribuan warga yang masih membutuhkan evakuasi, bantuan Tampilkan lebih banyak Anak ogi dan 9 lainnya 6 27 33 936",2,2,positif,0.14408681,0.14804325,0.70786995
"Jelang Pergantian Tahun, Pemerintah Pastikan Percepatan Penanganan dan Pemulihan di Aceh, Sumut, dan Sumbar Terus Berjalan romisaputra.com Jelang Pergantian Tahun, Pemerintah Pastikan Percepatan Penanganan dan Pemulihan di Aceh, Sumut,... Jelang Pergantian Tahun, Pemerintah Pastikan Percepatan Penanganan dan Pemulihan di Aceh, Sumut, dan Sumbar Terus Berjalan 1 8",2,2,positif,0.0264866,0.12482578,0.8486876
Kerja nyata dan sat set. Presiden Prabowo Gerak Cepat Sejak Pekan Pertama Bencana kirim armada buat bantu warga terdampak banjir di Aceh. Keren parah. SatSet AcehHariIni PrabowoSubianto RelawanIndonesia,0,2,positif,0.023814546,0.014655416,0.96153
TERHARU! Pak Prabowo mencoba makanan di dapur umum Bireun untuk korban bencana BENCANANASIONAL prabowo PrayForSumatera prayforaceh bireun 3 60,0,0,negatif,0.896791,0.019028967,0.08417996
"Bantuan Terus Dikirimkan sebagai Upaya Pemulihan Pembelajaran SobatBelajar, dalam kunjungannya ke Kabupaten Agam, Sumatra Barat, Mendikdasmen, Abdul Mu’ti, melihat secara langsung dampak bencana banjir yang menerjang salah satu sekolah yakni SMP Negeri 1 Tanjung Raya yang Tampilkan lebih banyak 4 4 5 2 rb",2,2,positif,0.064923935,0.07827695,0.85679907
"Menurut update BNPB pada 6 Desember 2025, korban tewas banjir dan longsor di Sumatera capai 914 jiwa (Aceh 359, Sumut 329, Sumbar 226), hilang 389 orang.",0,0,negatif,0.93639475,0.03821642,0.025388908
Telkomsel dan Komdigi Perkuat bantuan kemanusiaan pascabencana di Aceh. Pemerintah hadir memberikan bantuan untuk masyarakat yang terdampak banjir. 1 51,2,2,positif,0.021241177,0.030429913,0.94832885
"SMA Negeri 1 Karang Baru, Kabupaten Aceh Tamiang, masih dalam proses pembersihan material sisa banjir dan tanah longsor yang menggenangi area sekolah, terutama di dalam ruang kelas, Selasa (30/12). Mengingat area dalam kelas tidak dapat dijangkau oleh alat berat, proses Tampilkan lebih banyak 2 04 2 4 6 1 rb",1,1,netral,0.23239683,0.62443924,0.143164
Bantu korban banjir di Sumatera Utara! Video bantuan logistik dan layanan makin solid. Bersama kita bisa pulihkan daerah yang terdampak. Semangat terus! 15,2,0,negatif,0.881073,0.017087622,0.1018393
Tim Tanggap Darurat Bencana UM beraksi di Kabupaten Agam. Bantuan kesehatan dan edukasi diberikan kepada masyarakat. jatim1news UM Malang Jatim Agam banjir Sumatra nasional JATIM SATU NEWS Tim Tanggap Darurat Bencana UM Beraksi di Kabupaten Agam Bantuan Kesehatan dan... Dari jatimsatunews.com 36,0,2,positif,0.017483164,0.039748397,0.9427684
"Membalas dan Telek, termul nya bisa nya nyari kambing hitam.. Udah diam aja kalau emang ga bisa berempati sm korban banjir Sumatera.. Tahu sih memang lagi kerja mengalihkan perhatian ya krn junjungan nya ada andil sm banjir itu.. 1 62",0,0,negatif,0.9598498,0.015363227,0.024786964
"polri sumbar terus ada di tengah masyarakat terdampak bencana. mulai dari bakti kesehatan sampai pendampingan warga, semua dilakukan sebagai bentuk Melakukan Upaya Perbaikan agar kondisi cepat membaik. bersama kita bangkitkan kembali sumatera. WujudkanSumateraPulih 7",2,2,positif,0.023562,0.016236732,0.96020126
"Membalas SUKA PAK. KARENA MALING POHON SAMPE BERHEKTAR2 JADI BANYAK MANUSIA YANG MENANGGUNG AKIBATNYA. DARIPADA BAPAK JADI MERAH DI FOTO SITU UDAH KEK DI API LAHAR MAGMA, MENDING TOLONG KAMI DI SUMATERA BARAT, SUMATERA UTARA,DAN ACEH INI PAK. PANDANG KAMI. PRIORITASKAN KAMI. 1 3 996",0,0,negatif,0.9429263,0.025030576,0.032043114
Akun komentar Syukurlah rakyat kita kuat. Soalnya bantuan resmi biasanya datang setelah fase sabar habis. Bukan begitu kiranya bang ? fakta PrayForSumatera 42,2,2,positif,0.059901614,0.08266817,0.85743016
"Temen-temen di Medan dan wilayah Sumatera yang lagi kena banjir, jaga diri baik-baik ya. Stay safe semuanya. 177",1,1,netral,0.18433657,0.54717344,0.26848996
"Akun komentar Air naik tiba-tiba, Polisi Tanggap Bencana langsung action penuh di Sumut, Sumbar, Aceh. Mereka jadi pelopor bantuan, tak peduli risiko. Terimakasih POLRI 1 2",2,2,positif,0.045637194,0.013555087,0.94080776
Membalas Intinya melihat kejadian di daerah sumatra cukup membuat kami aga waspada karena air semakin naik… pray for alam indonesia 22,1,1,netral,0.3161738,0.49473727,0.18908893
"Pemerintah terus mengerahkan berbagai sumber daya untuk memastikan masyarakat Aceh yang terdampak banjir mendapatkan bantuan cepat, terukur, dan tepat sasaran PemerintahBantuAceh 18",2,2,positif,0.02012077,0.03532503,0.94455415
"Membalas Solidaritas luar biasa dari BPJPH dan Alfamart! Bantuan nyata untuk Aceh, Sumut, dan Sumbar terdampak banjir dan longsor. 16",2,2,positif,0.028659247,0.02607781,0.9452629
"Dari 2021 disini baru kali ini hampir kena banjir, alhamdulillahnya ga sampe masuk ke rumah udah surut lagi. Tapi ada bgt bikin was wasnya klo hujan deres lagi 63",0,0,negatif,0.8175257,0.14430375,0.038170546
"Guna meringankan beban masyarakat dan memulihkan roda ekonomi, pemerintah memberikan bantuan uang tunai bagi keluarga korban banjir. Aceh Sumatera Update 25",2,0,negatif,0.895957,0.019992942,0.08405003
Jangan kompromi dengan perusak lingkungan. Aceh Sumatera Update mengungkap dugaan peran perusahaan dalam bencana banjir bandang. 23,0,0,negatif,0.7298923,0.18057218,0.08953546
"Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letjen TNI Suharyanto menyampaikan perkiraan biaya untuk pemulihan pasca bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat mencapai Rp51,82 triliun. Hal itu ia sampaikan saat mengikuti rapat terbatas Tampilkan lebih banyak 1 1 1 353",1,1,netral,0.061859388,0.76182795,0.17631258
"Membalas Baru sadar Prabowo kalah d Aceh dan Sumbar jadi kemungkinan mrk mengeruk hasil SDA, tanam sawit, biar banjir, warganya meninggal dan d bikin seolah² itu kesalahan alam. Ya ampun miris 108",0,0,negatif,0.96402574,0.014102408,0.021871805
"Membalas Ide ini muncul usai bencana banjir dan longsor melanda Aceh, Sumatera Utara, dan Sumatera Barat. Dalam tanggapannya Puan meminta masyarakat berpusat pada penanganan bencana dan pemulihan warga terdampak musibah alam tersebut. 1 1 1 28",1,2,positif,0.04703868,0.3022088,0.6507525
"Ringkasan dari data anggaran penanggulangan banjir besar di Aceh, Sumatera Utara, dan Sumatera Barat Tahun 2025 – Tanggap Darurat & Rehabilitasi Awal - Total Anggaran Rehabilitasi Rp51,82 triliun - Aceh Rp25,41T (fokus rumah.. Dari METRO TV 4 5 4 282",1,1,netral,0.04965723,0.85059786,0.09974497
Komitmen Projo Peduli Bencana di bawah Budi Arie Setiadi menyalakan Setia Digaris Rakyat untuk solidaritas nasional membantu banjir Sumatera dengan makanan sandang pangan air bersih serta menyatu mendukung pemerintah memulihkan perumahan warga terdampak Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 12,2,2,positif,0.021900767,0.018812612,0.9592867
"Membalas • Lewat PT Tusam Hutan Lestari, PRABOWO memiliki Hutan Tanaman Industri (HTI) yg berada di HULU SUNGAI yg terdampak Banjir Bandang di Aceh Sumut Sumbar. • HTI BERKONTRIBUSI pd KERUSAKAN EKOLOGI! 5 185",0,0,negatif,0.7843399,0.1597543,0.05590582
Akun parodi Penanganan banjir Sumatera butuh gotong royong Projo Peduli Bencana bersama Budi Arie Setiadi mendorong solidaritas sosial nasional Setia Digaris Rakyat hadir bantu pangan sandang air bersih serta dukung Presiden Prabowo bangun kembali infrastruktur Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 2 56,2,2,positif,0.020119859,0.04378683,0.9360933
banjir terus aje 279,2,0,negatif,0.86115974,0.09142556,0.047414675
"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",2,2,positif,0.046829887,0.12276998,0.8304001
Doa untuk saudara kita korban bencana banjir sumatera barat sumatra Utara Aceh 26,0,0,negatif,0.8679928,0.035494838,0.09651244
"Penanganan banjir tetap prioritas, Pemerintah tegaskan aktivitas logistik tak hambat bantuan warga Garoga, Aceh Sumatra Bangkit Aceh Sumatra 21",2,2,positif,0.023310548,0.022914203,0.9537753
Akun parodi Sudah hancur luluh lantah begitu masih juga momonitor. Apa Menunggu IKRAR (Sumatera Merdeka) dulu baru kalian orang pusat peduli. Sadis kalian! PrayForSumatera 3 6 13 406,0,0,negatif,0.90549004,0.020957483,0.073552504
polri terbukti hadir dgn aksi nyata. Semoga misi dpt banyak berkah & lancar slalu! Hebat bantu korban banjir Aceh 37,2,0,negatif,0.8335242,0.014756636,0.1517191
Selandia baru negara yg terkenal akan kehijauan alamnya. Kenapa mereka bisa lebih menjaga itu sampai skrg. Jika kita tanya chatGPT berikut jawabannya. Deforestasi PrayForSumatera PrayForSumatera banjirsumatra sawit 1 50,1,1,netral,0.23411503,0.6724255,0.093459435
"Gaes kasih aku semangat. Salah satu korban banjir aceh tamiang. CC/PC PerthSanta gak ada yang selamat, itu semua sebenarnya uda terbelah dua. Tapi karena basah jadi menyatu lagi Aku stress 1 tahun ngumpulin ini semua Mana PhotoBook Time Stopper ku enggak selamat 1 222",0,0,negatif,0.95179456,0.018200908,0.030004576
"Membalas dan Bahkan disembunyikan ditempat yg Aman, berhubung hutan itu Sdh gundul & hujan terus-menerus terjadilah banjir bandang, sehingga kayu hasil bajingan tersebut terbawa arus air berserakan dimana-mana, begitu Lho? 1 125",0,0,negatif,0.9197662,0.05925711,0.020976713
Budi Arie Setiadi mengajak seluruh komponen bangsa untuk bersatu dalam Projo Peduli Bencana guna mempercepat pemulihan fasilitas umum di Sumatra sebagai bentuk dedikasi yang selalu Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 103,0,0,negatif,0.8710313,0.018099157,0.11086957
"TPPPeduliBencanaSumatera2025 Bencana alam melanda Provinsi Aceh, Sumbar dan Sumut, TPP bergerak KemendesPDTPeduliBencana DariTPPUntukSumatera TPPPeduliBencana DonasiPendampingDesa PendampingDesaPeduliIndonesia 19",1,2,positif,0.027467392,0.035374485,0.9371581
"Terkaget kaget atau shock krn bestieku yg jadi perantau dari BDG ke Medan krn ikut suami kerja disana harus ngungsi di posko bencana alam di wilayah sekitar akibat banjir bandang yang terkena dampak di Aceh, Sumatra Utara dan Sumatra Barat. Stay safe kalian semua! 70",0,0,negatif,0.6575569,0.24040398,0.10203909
"APINDO menyalurkan donasi dari Pou Chen Group Indonesia bagi korban banjir dan longsor di Aceh, Sumut, dan Sumbar bersama PMI. Sinergi dunia usaha dan kemanusiaan mempercepat pemulihan pascabencana. 6 115",0,0,negatif,0.86019874,0.019312633,0.12048858
"Membalas Kalau gempa atau tsunami kami bisa ikhlas, itu kuasa Tuhan, belum ada teknologi yang dapat mencegah. Namun banjir ini kami tahu dengan pasti, ini karena alam yang dirusak. Tak perlu kami masuk ke dalam-dalam hutan, dari rumah kami pun dapat kami lihat hutan2 itu sudah “colak”. 1 74",0,0,negatif,0.9230264,0.040508904,0.03646475
Presiden Sush tahu penyebab banjir bandang di Sumatera namun belum memerinci Yg pasti akan keluar kebijakan2 menuju kebaikan lingkungan sehingga kejadian serupa tak terjadi lagi di manapun ke depannya Ada yg deg deg an gak ya? key dan 9 lainnya 3 8 16 413,1,0,negatif,0.6769152,0.29186174,0.031223066
"Membalas Setuju, Sumatra (khususnya sampai Sumsel) lebih mirip Malaysia karena sesama Melayu. 261",1,1,netral,0.09922165,0.6221765,0.2786018
"Pemerintah mempercepat penyaluran Dana Tunggu Hunian (DTH) bagi korban bencana alam di Sumatera Barat, Sumatera Utara, dan Aceh. pemerintah DTH pancabencana sumatera indonesia 26",0,0,negatif,0.8970176,0.024776367,0.07820607
"Perjalan hari ke-3 tim Polda Sumsel mengirimkan bantuan sosial ke Aceh dan Sumut Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi Call Center 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" musisatu kapoldasumsel humaspoldasumsel poldasumsel Tampilkan lebih banyak 47",0,2,positif,0.02989033,0.06903147,0.90107816
"Zulkifli Hasan dengan Janji Rumah Zulhas datang ke tempat bencana Sumatera dengan pasokan bantuan yang 2 kali lipat banyaknya. Meringankan beban saudara kami di Sumatera detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 24",0,0,negatif,0.9521006,0.015110613,0.03278879
Wakil Menteri Kesehatan Benjamin Paulus Octavianus telah memantau wilayah banjir di Sumatera. Ia mengungkap sejumlah fasilitas kesehatan (faskes) turut terdampak dari banjir. Setidaknya ada 31 rumah sakit dan 156 Puskesmas yang terendam banjir di Sumatera. >> Tampilkan lebih banyak 1 5 8 4 rb,1,0,negatif,0.56127,0.36619973,0.072530344
polri ga kaleng2! Gercep bantuin warga bintang aceh yg terisolir. Thank u so much 18,2,2,positif,0.08453556,0.020380605,0.8950838
alhamdullilah keluargaku masih aman kondisinya cuma masih tetap jaga-jaga buat ngungsi karena kita gapernah tau cuaca. karena kalo didaerahku hujan udah berhenti aku gatau ya kenapa kalo disini agak susah dapet info tentang banjir disumatera tapi kalo diig dan tiktok- 1 77,1,0,negatif,0.6540578,0.2842183,0.061723832
"Membalas Otak miring Bahlul ngomongin bacot pimpinan daerah masih keadaan berduka dasar sinting Lo Bahlul bencana alam diSumut, Aceh dan Sumbar. 8",0,0,negatif,0.93738407,0.03501318,0.02760275
banjir mlm mlm 86,0,1,netral,0.41727403,0.48257506,0.10015087
"Entah mengapa saya punya feeling isu lingkungan yang rame saat ini akibat menjadi biang kerok banjir di mana-mana, akan terlupakan dalam sepekan atau dua. Setelahnya? Ya balik lagi ekspansi sawit dan jorok (buang sampah sembarangan). Selain karena sifat orang Indonesia itu Tampilkan lebih banyak 1 24",0,0,negatif,0.8978321,0.08545908,0.01670875
AWAS AJA KALO TIKETING NYA KECEPETAN H-2 BULAN AJA INI WARGA INDO MASIH LAGI PADA PUYENG MIKIRIN DUIT GRGRG PEMERINTAH sedih,1,0,negatif,0.85012203,0.07497622,0.07490183
Membalas Mana kejadiannya pas hujan mau berteduh kena banjir gak aman mau ngungsi ke bukit juga ada longsor Mau nyuruh mereka sabar aja ak gabisa aku gak bakal sanggup kalau diposisi mereka 18,0,0,negatif,0.88374066,0.072562285,0.043696985
"Aceh Sumatra Pulih, Pemerintah dateng cepat bantu warga tanpa nunggu lama 8",2,2,positif,0.03543717,0.015443792,0.94911903
Aceh Sumatra bangkit 1,2,2,positif,0.018557917,0.075653285,0.90578884
"Kok gak ada lagi berita musibah Sumatera yaa... gmn nasibnya rumah2 yg terkubur lumpur,kayu2 yg kebawa banjir bandang sampe nutup sungai dll.. sempet liat di reel tadi kalo warga udah bikin kayu2 itu jadi papan utk rumah mereka.. mantaaap skaleeee setuju",1,0,negatif,0.9169898,0.047686778,0.035323415
News PASAR TUALANG CUT DI ACEH TAMIANG KEMBALI RAMAI PASCA BENCANA BANJIR News Video by Ai 1 67,1,1,netral,0.09470026,0.66722846,0.23807125
"Buat relawan yang bawa bantuan ke arah Aceh hati-hati banget dibajing di jalan ya. Biasanya bajing loncat bereaksi di sekitaran Tanjung Pura, Sumatra Utara. Kalau bisa buat spanduk aja letakkan di belakang mobil. Terima kasih untuk relawan. Semoga dibalas kebaikannya. 0 13 59",2,2,positif,0.064545795,0.024409663,0.9110445
"Badan Nasional Penanggulangan Bencana (BNPB) kembali memperbarui data korban bencana alam yang melanda sejumlah wilayah di Sumatera BNPB bencanaalam sumatera Update Korban Bencana Sumatera 1.182 Meninggal-145 Hilang, Ratusan Ribu Masih Mengungsi Dari mistar.id 24",0,0,negatif,0.93280613,0.03733869,0.029855233
"banjir di Sumatera emg parah, tp Polri ga tinggal diam, langsung turun tangan. Pengabdian seperti ini bener2 patut diacungi jempol. Trims dan tetap jaga kesigapan 31",0,2,positif,0.1023206,0.02938721,0.86829215
Membalas Mikir napa kapolri keluarkan per pol saat terjadi banjir bandang bencana di Aceh Sumut dan Sumbar. 1 25,0,1,netral,0.35192737,0.59554,0.052532617
"Ngerasain banjir masuk rumah di bawah lutut aja stres banget, skrg liat rumah-rumah warga dsktrny di Sumatra smp gak bisa berkata2, ya Allah. Semoga warga Sumatra yang terdampak diberi kesabaran, ketabahan, dan kelapangan hati, Allah beri sebaik-baik balasan bagi yang sabar 35",0,0,negatif,0.8222875,0.0407196,0.13699292
Kemenhut mengatakan pengoptimalan kayu hanyutan banjir terus dilakukan di Aceh Utara dan Sumatera Utara sebagai bagian dari strategi pemulihan cepat lingkungan dan penyediaan hunian bagi warga. Kemenhut terus optimalkan kayu banjir bangun huntara di Aceh Utara Dari antaranews.com 271,2,2,positif,0.031374127,0.19381475,0.7748111
"(Bukan Bencana Nasional) Akses jalan terendam banjir dan listrik padam. Nenek dan keluarga gue yg lain juga msh bisa dievakuasi. Alhamdulillah. Semoga buat saudara dan keluarga lain yg berada di lokasi Sumatra,Sumbar, Sibolga, Tapanuli dan Aceh bisa segera dievakuasi. Pray 147",1,0,negatif,0.44334534,0.19678295,0.3598717
"bener-bener luar biasa kiprah POLRI di banjir Sumatera! Hadir tepat waktu, bantu evakuasi & distribusi logistik. Terus support masyarakat, ga kenal lelah ya. Proud of you all 18",2,2,positif,0.0716162,0.015879977,0.9125038
"Banjir Kota Solok 3.000+ warga mengungsi, 224 rumah terendam! Hujan deras genangi pemukiman, BPBD evakuasi darurat. Tetap waspada & bantu korban ya! BanjirSolok SumbarBencana BNPB117 mdkdriz mdknbl 395",0,0,negatif,0.94919825,0.018817881,0.031983927
semangat saudara saudara yg terkena banjir turut berduka dan terimakasih untuk para Tim Trauma Healing Polda Riau diturunkan untuk BKO dengan cepat polri PolriPeduli PeduliBencana PrayForSumatera 2 2 40,0,0,negatif,0.8505921,0.021763388,0.12764455
"Bencana longsor dan banjir bandang yang melanda kawasan Sumatra, memperlihatkan pemandangan memilukan. Tumpukan kayu gelondongan yang terseret dari kawasan hutan Tapteng menumpuk di hulu sungai, menjadi bukti kerusakan lingkungan yang terjadi selama ini.",0,0,negatif,0.8879246,0.07541085,0.036664568
Membalas Itu Cuma Survey kan ! BANJIR BANDANG DI SUMATRA URUS YG BENER ! Ratusan Orang MATI Gegara ! Pemerintah ! 18,0,0,negatif,0.95320696,0.025455406,0.02133767
BRI respons banjir bandang Sumatra dengan langsung turun ke lapangan dan nyiapin bantuan darurat biar warga bisa tetap bertahan di kondisi yang masih serba terbatas. CSRBRI BRIPeduli qrisbri,2,2,positif,0.024207823,0.026768127,0.9490241
"Rombongan relawan asal Banten yang membawa bantuan kemanusiaan ke Aceh menjadi korban pungutan liar saat melintas di depan Terminal Karya Jaya, Palembang, Sumatera Selatan, Rabu (7/1/2026). RajaTega 81",0,0,negatif,0.85597885,0.029520482,0.11450068
"Dari evakuasi hingga pembangunan kembali, negara harus konsisten. Zulkifli Hasan melalui Janji Rumah Zulhas menegaskan komitmen jangka panjang bagi korban banjir Sumatera. 7",0,0,negatif,0.92229724,0.022957968,0.054744724
kagum bgt sm gerak cepat POLRI di banjir Sumatera. Kehadiran & bantuan kalian sungguh berarti bgt buat semua. Smg diberikan selalu kekuatan & semangat dalam menghadapi situasi sulit ini 17,2,2,positif,0.036991805,0.017631872,0.94537634
"eh orang-orang tiktok ni bener bener sarangnya si prabodoh anjing, beneran udah ke-brainwash semuanya, pada nirempati, the way I'm getting shock with ketikan mereka yang nirempati terhadap Aceh dan sumatera, kayak WATDEHEL ANJING PEMERINTAH LO TUH PADA GOBLOK, STOP TUTUP MATA WOY 26",0,0,negatif,0.9344322,0.027434794,0.038133036
Kemenag Mencatat Ada 226 Pesantren Terdampak Banjir dan Longsor di Sumatra Kemenag Mencatat Ada 226 Pesantren Terdampak Banjir dan Longsor di Sumatra Dari suarasurabaya.net 1 1 rb,1,1,netral,0.12596902,0.73208886,0.14194219
"Mengapa Dampak Banjir Bandang Sumatra tidak disebut Bencana Nasional ternyata banyak pejabat bermain dgn Hutang Sumatra khususnya Aceh jokowi raja Juli Antonio PSI masing"" dpt setoran blm lg para pembalak hutan nya GILAAA Lihat video ! TikTok",0,0,negatif,0.9341162,0.039867446,0.026016379
"Menteri Dalam Negeri (Mendagri) Tito Karnavian mengungkapkan, Sumatera Utara (Sumut) menjadi wilayah yang cepat pulih pasca-bencana banjir bandang dan tanah longsor. Sementara wilayah yang paling berat adalah Aceh Tamiang, sebab di wilayah tersebut layanan pemerintahan belum",2,1,netral,0.14029151,0.6844264,0.17528203
BMKG Peringatkan Potensi Hujan Lebat Meluas hingga 14 Januari 2026 baca selengkapnya BMKG Peringatkan Potensi Hujan Lebat Meluas hingga 14 Januari 2026 Dari netralnews.com 1 59,1,1,netral,0.03431421,0.89691967,0.06876618
"Seskab Teddy mengatakan penanganan bencana di Aceh, Sumut, Sumbar berskala nasional pemerintah pusat bergerak sejak hari pertama.",1,1,netral,0.03035073,0.6690477,0.30060157
"abis liat story temen yg lagi ns di aceh ya Allah di tempatnya banjir dh surut tapi jalanan roboh, rumah kondisi miring dan udah setengah tertimbun tanah 112",0,0,negatif,0.92626023,0.04679544,0.026944349
"Kritik Bencana Banjir Sumatra dan Utang PLN, Influencer Sherly Annavita hingga DJ Donny Diteror",0,0,negatif,0.59846365,0.33218935,0.06934703
"Melihat langsung rumah-rumah warga yang terendam banjir di perbatasan Bireuen – Pidie Jaya, Aceh. Air masuk ke ruang hidup, meninggalkan duka dan kelelahan. 278",0,0,negatif,0.9116401,0.038497377,0.04986249
Membalas Kita senasib Papua terimakasih PrayforSumatera 1 1 122,2,2,positif,0.09561398,0.032938614,0.87144744
