id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review
2366,Komisi X Akan Panggil Mendikdasmen Terkait 1.009 Sekolah Terdampak Banjir di Aceh-Sumatera Komisi X Akan Panggil Mendikdasmen Terkait 1.009 Sekolah Terdampak Banjir di Aceh-Sumatera Dari suarasurabaya.net 1 1 rb,netral,1,netral,90,Laporan faktual tentang pemanggilan menteri terkait sekolah yang terdampak banjir.,False
2374,Akun parodi Presiden Prabowo tinjau ke wilayah terdampak banjir di Sumatera Barat Aceh & Sumatera Selasa Pagi di bulan Desember 2 34,netral,1,netral,70,"Laporan faktual tentang kunjungan ke wilayah terdampak banjir, meskipun dari akun parodi.",True
2378,"Membalas @madokafc1 @HidupJokoWick dan @MilitaryObs_ID Tapi bantuan logistik obat2 itu memang lebih cepat Malaysia, coba cek berita mas, Malaysia kirim satu pesawat penuh obat senilai 1 juta Ringgit, ke bandara sultan Iskandar muda kota Banda Aceh, di hari kedua atau ketiga setelah berita banjir besar di Sumatra 4 568",positif,2,netral,80,Perbandingan faktual mengenai kecepatan pengiriman bantuan logistik dari negara lain.,True
2389,"Daftar 10 banjir besar di Indonesia Bencana banjir Sumatera Utara, Aceh, dan Sumatera Barat saat ini bukan yang pertama terjadi di Indonesia. Semestinya pemerintah bisa belajar dari bencana sebelumnya. #PrayForSumatera #PrayForAceh Berikut banjir dengan jumlah korban Tampilkan lebih banyak 125",negatif,0,negatif,90,Mengandung kritik tersirat bahwa pemerintah seharusnya belajar dari bencana sebelumnya.,False
2391,"Membalas @ekageka_ Di tengah banjir Aceh Utara, tim SPPG tetap gercep nyediain Makanan Bergizi Gratis buat anak-anak & masyarakat terdampak. Ini baru namanya solid. ​Bapak Prabowo Subianto juga sempet apresiasi dapur MBG di Kutacane. Totalitas tanpa batas! 72",positif,2,positif,95,"Memuji respons cepat dan penyediaan bantuan makanan, serta apresiasi terhadap solidaritas.",False
2393,"MENCEKAM... LISTRIK PADAM, AKSES INTERNET TERPUTUS, 4 DESA HILANG... ACEH DILANDA BANJIR DAHSYAT LEBIH PARAH DARI MUSIBAH SUNAMI TEMPO HARI HINGGA MENGAKIBATKAN 4 DESA HILANG TANPA BEKAS TERSAPU BANJIR.... #HukumMatiPembalakHutan #HukumMatiPembalakHutan 37 34 480",negatif,0,negatif,95,"Menggambarkan kondisi yang mencekam dan dahsyat akibat banjir, serta seruan marah terhadap pembalak hutan.",False
2395,"Air bisa diprediksi, karakter manusia tidak. Laporan lapangan menunjukkan harga beras, mie instan, air minum, dan bahan bakar melonjak hingga 50%, rak pasar kosong, sementara di gudang spekulan, barang menumpuk menunggu “harga naik”. aceh.tribunnews.com Banjir Bukan Takdir, Tapi Buah Keserakahan - Serambinews.com Dalam tradisi Islam, ihtikar, menimbun barang demi keuntungan saat kelangkaan, adalah dosa publik. 53",negatif,0,negatif,95,Mengkritik keserakahan manusia dan penimbunan barang yang menyebabkan kenaikan harga di tengah bencana.,False
2401,"Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa ""Kita bergerak cepat agar masyarakat yang masih terjebak banjir tidak kekurangan logistik. Semua ini akan segera kita salurkan ke titik-titik terdampak,"" Muzakir Manaf, Gubernur Aceh aceh.tribunnews.com Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa - Serambinews.com Bantuan logistik untuk korban bencana banjir yang dikirim melalui laut, mulai berlabuh di Lhokseumawe dan Langsa. 1 208",negatif,0,positif,95,Menginformasikan kedatangan dan penyaluran bantuan logistik yang cepat untuk korban banjir.,True
2409,"Banjir Aceh itu mengingatkan saya banjir di Mojokerto awal tahun 2004. Bukan banjir yang menggenang karena curah hujan. Namun banjir bandang yang disebabkan ada tanggul yang jebol di dataran tinggi. Memang karena curah hujan juga, tapi lebih karena ""dikirim"" dari daerah yang Tampilkan lebih banyak 3 12 46 6 rb",netral,1,netral,85,"Perbandingan faktual antara banjir Aceh dengan kejadian banjir sebelumnya di Mojokerto, menjelaskan penyebabnya.",False
2411,"7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan #BanjirLandaAceh #7RumahHilang #Bupati #AntarBantuan #Tangse aceh.tribunnews.com 7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan... Bupati Pidie, H Sarjani Abdullah SH MH mengunjungi lokasi terdampak banjir di Gampong Blang Pandak, Kecamatan Tangse, Pidie. 62",negatif,0,netral,80,Laporan faktual mengenai kerusakan akibat banjir dan penyaluran bantuan oleh pihak berwenang.,True
2413,"Banjir Aceh-Sumatra, IDAI Harap Pemerintah Tetapkan Bencana Nasional idntimes.com Banjir Aceh-Sumatra, IDAI Harap Pemerintah Tetapkan Bencana Nasional IDAI meminta pemeritah untuk menetapkan peristiwa banjir dan tanah longsor di Aceh, Sumatra Barat dan Sumatra Utara sebagai bencana nasional. 33",netral,1,netral,85,Laporan faktual tentang harapan sebuah organisasi agar pemerintah menetapkan bencana nasional.,False
2418,Kerja Nyata Relawan SPPG MBG Tanah Jambo Aye Aceh bekerja keras mendistribusikan paket MBG utk anak-anak pengungsi banjir di beberapa wilayah Aceh. Bantuan MBG ini utk memenuhi kebutuhan gizi para pengungsi yg terdampak bencana alam. #LanjutkanMBG Pecat Aceh Desember Sumatera 77,positif,2,positif,95,Memuji kerja keras relawan dalam mendistribusikan bantuan gizi untuk pengungsi banjir.,False
2424,"Aksi cepat tanggap! Dalam kondisi darurat seperti banjir di Aceh, kehadiran bantuan logistik dan kunjungan langsung ke lokasi sangat berarti bagi masyarakat terdampak. Melalui tugas dan fungsinya sebagai anggota DPR RI, T.A. Khalid menunjukkan komitmen dalam menjalankan peran. 2 1 57",positif,2,positif,95,"Memuji aksi cepat tanggap, pentingnya bantuan, dan komitmen pejabat dalam penanganan bencana.",False
2429,"#REPOST Kementerian ATR/BPN Saat ini saudara kita di Provinsi Aceh, Sumatra Utara, dan Sumatra Barat sedang mengalami musibah banjir serta longsor. Untuk itu, Kementerian ATR/BPN membuka donasi bagi masyarakat yang terdampak. #KementerianATRBPN #sobATRBPNTT 2 2 47",netral,1,positif,95,Menginformasikan pembukaan donasi untuk masyarakat yang terdampak musibah banjir dan longsor.,True
2436,"Hoaks tsunami di Pidie Jaya memicu kepanikan massal di tengah banjir bandang dan longsor. Ribuan warga berlari ke pegunungan dalam gelap, dihantui trauma 2004. #KabarNetID #PidieJaya #Aceh #HoaksTsunami #CekFakta #LawanHoaks 1 36",negatif,0,negatif,95,Menggambarkan kepanikan massal dan trauma yang disebabkan oleh hoaks di tengah bencana.,False
2455,"Gunung Dikeruk, Banjir Mengintai! Tambang Galian C Padang Disorot #tambang #banjirsumatera #ancaman 59",negatif,0,negatif,90,Mengungkapkan kekhawatiran akan ancaman banjir akibat aktivitas penambangan.,False
2457,"Akun parodi Dari IG info.minang Kawasan Batu Busuk di Kota Padang kembali dilanda banjir Selasa (30/12) sore... Begitu juga Nagari Saniang Baka di Kabupaten Solok banjir kembali terulang, Selasa (30/12)... 5 5 599",negatif,0,netral,80,Laporan faktual tentang banjir yang kembali melanda beberapa kawasan.,True
2458,"Brimoblampung – Personel Satuan Brimob Polda Lampung yang tergabung dalam BKO Polda Sumatera Barat melaksanakan kegiatan kemanusiaan dengan membantu penanganan dampak bencana banjir dan tanah longsor di wilayah Kabupaten Padang Pariaman, Selasa (30/12/2025). 80",positif,2,positif,95,Menggambarkan kegiatan kemanusiaan personel dalam membantu penanganan dampak bencana.,False
2460,"Wakapolri Komjen Pol. Prof. Dr. Dedi Prasetyo, S.H., M.Hum., M. Si., M.M., melakukan kunjungan kerja ke hunian sementara (huntara) korban banjir dan tanah longsor di Korong Asam Pulau, Nagari Anduriang, Kecamatan 2x11 Kayu Tanam, Kabupaten Padang Pariaman, Sumatera Barat. 45",negatif,0,netral,90,Laporan faktual tentang kunjungan kerja pejabat tinggi ke hunian sementara korban bencana.,True
2464,**Kayu Lapuk.. Mgkin yg ngomong itu sdh Lapuk'an.. #bencana #banjir #longsor #tifa #rismon #jokowi #sumatra #aceh #sibolga #padang #jawa 57,negatif,0,negatif,85,Menggunakan bahasa merendahkan yang mengindikasikan kritik atau sarkasme.,False
2484,"Akun penggemar REGILIOS X DOMPET DHUAFA - PRAY FOR SUMATERA Ribuan Warga Meninggal, Ratusan Ribu Warga Butuh Bantuanmu! Longsor dan banjir bandang menimpah sejumlah wilayah di wilayah pulau sumatera. Banjir di Sumatera Utara, Padang, serta Aceh mengakibatkan jaringan transportasi dan Tampilkan lebih banyak 2 74 208 16 rb",negatif,0,negatif,90,"Menggambarkan dampak bencana yang parah (korban meninggal, butuh bantuan) dan seruan doa yang menunjukkan kondisi genting.",False
2495,"Alhamdulillah, Puluhan wanita di Kota Padang, Sumatra Barat, memasak 2,5 ton rendang untuk korban bencana banjir bandang dan tanah longsor di Pulau Sumatra. Kegiatan ini merupakan inisiatif warga dan kelompok wanita di Padang untuk mengirimkan rendang tersebut ke posko-posko Tampilkan lebih banyak 3 11 20 874",negatif,0,positif,95,Mengungkapkan rasa syukur dan menggambarkan inisiatif positif warga dalam menyediakan bantuan makanan.,True
2509,Hunian Korban Bencana Dikebut! Pemerintah Tancap Gas Bangun Rumah Tetap di Sumatra Klik! #banjir #SumateraPrioritasNasional #ACEH #padang #BENCANANASIONAL One.News - Satu Portal Semua Berita Dari one.news 38,negatif,0,positif,95,Menyoroti tindakan cepat pemerintah dalam membangun hunian tetap bagi korban bencana.,True
2511,"Membalas @pulupuluextra @arman_dhani dan @ssunniestd Di Padang & Palu bencananya GEMPA. di aceh, sumbar, sumut bencananya BANJIR Bandang yg disebabkan deforestisasi. Ga lihat apa kayu gelondongan gede2 ikut hanyut? 182",negatif,0,negatif,90,"Mengkritik deforestasi sebagai penyebab banjir bandang, menunjukkan frustrasi terhadap masalah lingkungan.",False
2513,"Viral Evakuasi Ibu Hamil di Padang Jelang Lahiran, Jalan Putus Akibat Banjir Salurkan bantuan antum ke: * BSI 7800-000-658 Konfirmasi Transfer : * ⁠⁠0859-2340-0001 (Admin Little Project) Mari follow @littleproject .idn #PrayForSumatera #BencanaSumatera #BanjirAceh 1 63",positif,2,negatif,85,"Menggambarkan situasi sulit evakuasi dan kerusakan infrastruktur akibat banjir, serta seruan untuk donasi.",True
2516,"Banjir Susulan Robohkan Jembatan Darurat, Ratusan Keluarga di Padang Terisolasi Banjir Susulan Robohkan Jembatan Darurat, Ratusan Keluarga di Padang Terisolasi | SAPA PAGI Dari kompas.tv 1 1 rb",netral,1,negatif,95,Melaporkan kerusakan infrastruktur (jembatan roboh) dan isolasi ratusan keluarga akibat banjir susulan.,True
2544,"Membalas @likyled Pengalaman bencana gempa Aceh (2004), Nias (2005) Padang (2009). Bencana longsor dan banjir jg bukan pertama kali. Daerah harusnya sdh siap dgn bencana besar. Pusat backup. Semuanya tidak harus dengan status bencana nasional. 1 76",netral,1,netral,80,Diskusi faktual mengenai pengalaman bencana sebelumnya dan kesiapan daerah tanpa emosi kuat.,False
2545,"Hallo #SahabatTangguh! Pemerintah mengoptimalkan distribusi air bersih bagi masyarakat terdampak banjir dan longsor di Kabupaten Padang Pariaman, Provinsi Sumatera Barat. Upaya ini dilakukan bersama 36",netral,1,positif,95,Menginformasikan upaya pemerintah dalam mengoptimalkan distribusi air bersih bagi korban bencana.,True
2559,Zigo Rolanda Desak Pemulihan Cepat Akses Jalan Padang-Bukittinggi Usai Banjir Bandang #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia Berita Golkar - Zigo Rolanda Desak Pemulihan Cepat Akses Jalan Padang-Bukittinggi Usai Banjir... Dari golkarpedia.com 2 34,netral,1,netral,80,Laporan faktual tentang desakan seorang politisi untuk pemulihan cepat akses jalan pascabanjir.,False
2563,"Hujan lebat memicu banjir bandang susulan di Padang, Sumatera Barat pada 14 Desember, video ini merekam momen menegangkan saat tim evakuasi berusaha menyelamatkan delapan warga yang terjebak di tengah derasnya arus. 88",netral,1,negatif,90,Menggambarkan momen menegangkan evakuasi warga yang terjebak banjir bandang.,True
2592,"Akun komentar LIHAT PAK @prabowo Momen evakuasi warga yang terjebak banjir di Batu Busuk, Kota Padang, Sumatera Barat Air naik cepat usai hujan deras, warga dievakuasi demi keselamatan . Dari Disaster News 1 1 207",negatif,0,netral,80,Laporan faktual tentang momen evakuasi warga yang terjebak banjir.,True
2594,"Akun komentar Debit air di Gunung Nago, Puah, Kota Padang, Sumatera Barat, meningkat Minggu (14/12) sore. Potensi banjir Warga diminta siaga . Dari t°Jabar 1 3 137",positif,2,netral,90,Laporan faktual tentang peningkatan debit air dan peringatan siaga banjir kepada warga.,True
2609,"Beberapa menit yang lalu: Banjir hebat di Koto Tuo, kawasan Jembatan Batu Busuk, Kecamatan Kapalo Koto, Kota Padang, Sumatera Barat, Indonesia. Dari Weather Monitor 1 151",netral,1,netral,85,Laporan faktual mengenai kejadian banjir hebat di suatu lokasi.,False
2621,"mantap nih pak Zulkifli Hasan langsung terjun ke daerah dampak bencana di Sumatera. Memasok 2 kali lipat bantuan dari sebelumnya bahkan Janji Rumah Zulhas membantu para korban bencana memiliki hunian lagi Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 33",negatif,0,positif,95,"Memuji tindakan cepat pejabat, peningkatan bantuan, dan janji pembangunan rumah bagi korban.",True
2628,"Banjir merusak rumah namun tidak memadamkan harapan, Janji Rumah Zulhas ditegaskan Zulkifli Hasan sebagai komitmen nyata untuk rakyat Sumatera Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 17",negatif,0,positif,95,Mengungkapkan harapan di tengah kerusakan dan menyoroti komitmen pejabat untuk membantu pemulihan.,True
2629,"Akun parodi Kita sambut optimisme baru di tengah duka Zulkifli Hasan membuka jalan dengan Janji Rumah Zulhas Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 21",positif,2,positif,90,Menyambut optimisme baru dan menyoroti janji bantuan serta pembangunan rumah dari pejabat.,False
2631,"Janji Rumah Zulhas menjadi penopang harapan di Sumatera Zulkifli Hasan menjaga proses pemulihan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 36",negatif,0,positif,95,Menyoroti janji pembangunan rumah sebagai penopang harapan dan proses pemulihan.,True
2632,"Zulkifli Hasan dengan Janji Rumah Zulhas datang ke tempat bencana Sumatera dengan pasokan bantuan yang 2 kali lipat banyaknya. Meringankan beban saudara kami di Sumatera detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 24",negatif,0,positif,95,Memuji pejabat yang membawa bantuan berlipat ganda dan berjanji membangun rumah untuk meringankan beban korban.,True
2634,"Cuma pak Zulkifli Hasan yang gerak cepat bantu warga Sumatera yang terdampak bencana. Pasokan bantuan tersalurkan dengan cepat dan Janji Rumah Zulhas melahirkan kembali semangat para korban untuk menata hidup kembali lebih baik detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 21",negatif,0,positif,95,"Memuji tindakan cepat pejabat, penyaluran bantuan yang efisien, dan janji yang membangkitkan semangat korban.",True
2638,"Janji Rumah Zulhas menjadi harapan korban banjir Sumatera saat Zulkifli Hasan menegaskan negara hadir membangun kembali rumah warga dan mempercepat pemulihan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 14",negatif,0,positif,95,Tweet berisi janji bantuan dan pemulihan yang memberikan harapan bagi korban.,True
2642,Janji Rumah Zulhas bukan berasal dari pemerintah tapi dari dana secara pripadinya. Zulkifli Hasan juga ber Janji memberikan pasokan pangan dua kali lipat untuk warga Padang yang terdampak dalam bencana banjir Sumatera Zulhas Gerak Cepat Tangani Korban Bencana di Sumatera - Portal Berita Batam Kepri Dari batamtimes.co 19,negatif,0,positif,95,Tweet melaporkan janji bantuan pribadi dan tindakan cepat untuk korban bencana.,True
2643,"Kungker Menteri Koordinator Bidang Pangan Zulkifli Hasan ke wilayah bencana banjir dan longsor di Sumatera menjanjikan untuk pasokan pangan menjadi dua kali lebih banyak dari sebelumnya . Janji Rumah Zulhas Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 24",negatif,0,positif,90,Tweet melaporkan janji peningkatan pasokan pangan untuk korban banjir.,True
2645,"Akun parodi Kita berhutang pada korban untuk mengembalikan kehidupan mereka Janji Rumah Zulhas adalah pembayaran hutang itu oleh Zulkifli Hasan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 3",netral,1,positif,90,Tweet menyatakan janji bantuan sebagai bentuk pembayaran hutang moral untuk mengembalikan kehidupan korban.,True
2658,Membalas @Heraloebss Kalo sawit yg disalahkan kok gak ada banjir bandang di propinsi Riau?? Padahal punya lahan 4 juta hektare 10 kali lipat lebih besar yg ada di Aceh? Jawabannya adalah pemuja Anies Baswedan anti sawit sebagai energi terbarukan..!! 2 1 6 410,negatif,0,negatif,85,"Tweet berisi kritik dan tuduhan politik terkait penyebab banjir, dengan nada sarkasme.",False
2659,"Baznas Riau Salurkan Bantuan Uang Hingga Logistik untuk Peduli Korban Banjir Sumatera riaupagi.com Baznas Riau Salurkan Bantuan Uang Hingga Logistik untuk Peduli Korban Banjir Sumatera PEKANBARU - Badan Amil Zakat (Baznas) Provinsi Riau menyalurkan bantuan terhadap korban terdampak bencana di Provinsi Sumatera Utara. Di mana, pada penyalura 22",negatif,0,positif,95,Tweet melaporkan penyaluran bantuan uang dan logistik untuk korban banjir.,True
2677,Pesan Natal Prabowo menguatkan hati bangsa saat Presiden Perkuat Solidaritas di tengah cobaan Natal menjadi seruan kasih untuk bersama membantu saudara kita korban banjir bandang dan longsor di Sumatera Prabowo: Selamat Natal dan Tahun Baru 2026 - ANTARA News Jambi Dari jambi.antaranews.com 14,negatif,0,positif,95,"Tweet berisi pesan yang menguatkan, menyerukan solidaritas, dan ajakan membantu korban.",True
2686,"Membalas @KangManto123 Wowo bacott gausa sok mau rehabilitasi reboisasi hutan sawit di daerah banjir Sumatera. Ini aja dulu yg depan biji mata, tn.tesso nilo & bukit 12 jambi blm yg taman2 nasional lain yg udah jdi sawit bisa ga diberesin yg udah jelas2. Bacot punya 50 helikopter, ribuan tentara..prett 453",negatif,0,negatif,95,Tweet berisi kritik keras dan kemarahan terhadap janji penanganan banjir yang dianggap omong kosong.,False
2687,yuhuuu Pemerintah Hadir Tanpa Tunda kerahkan truk banjir buat evakuasi warga di jambi. siap dan cepet tanggap mantuull bangett terimakasihh lohhh #SatuIndonesia 24,positif,2,positif,95,Tweet menunjukkan apresiasi terhadap respons cepat pemerintah dalam evakuasi warga.,False
2711,"Rabu, 10/12 PT SGPJB menyerahkan donasi bantuan penyintas Banjir Sumatera. Bantuan diserahkan Direktur General Affairs PT SGPJB, Tumpal Sirait, kepada Bupati Tapanuli Selatan, Gus Irawan Pasaribu, di Posko Tanggap Darurat Bencana Banjir & Tanah Longsor Kabupaten Tapanuli Selatan. 49",positif,2,positif,95,Tweet melaporkan penyerahan donasi bantuan untuk penyintas banjir.,False
2717,"Membalas @Heraloebss Banjir besar yang melanda Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara, pada akhir November lalu menyisakan kisah keberanian seorang polisi. Aipda Jhon Kennedy Habiahan, Bhabinkamtibmas Polsek Batang Toru, turun langsung membantu warga saat Sungai Batang Tampilkan lebih banyak 9 15 1 rb",positif,2,positif,90,Tweet menyoroti kisah keberanian seorang polisi yang membantu warga saat banjir.,False
2730,"Bencana banjir dan longsor di Sumatera, meliputi Sumatera Utara, Sumatera Selatan dan Aceh menyebabkan 1.003 orang meninggal hingga Sabtu (13/12). Banjir Sumatera Tewaskan 1.003 Orang, 218 Jiwa Belum Ditemukan, Presiden Prabowo Minta Maaf -... Dari kaltim.tribunnews.com 87",negatif,0,negatif,95,"Tweet melaporkan jumlah korban meninggal dan hilang yang tinggi akibat bencana, serta permintaan maaf presiden.",False
2736,"Kapolri Telah Kantongi Tersangka Pembalakan Liar Di Tapanuli Selatan, Perparah Banjir Di Sumatera Kapolri Telah Kantongi Tersangka Pembalakan Liar Di Tapanuli Selatan, Perparah Banjir Di Sumatera Dari newestindonesia.co.id 53",negatif,0,negatif,90,Tweet melaporkan adanya tersangka pembalakan liar yang memperparah banjir.,False
2737,"Pemerintah Kota Palembang, Sumatera Selatan menggelar kegiatan sholawat akbar untuk mengajak warga mendoakan khususnya kepada korban banjir di Sumatera Barat, Sumatera Utara, dan Aceh. Pemkot Palembang gelar sholawat akbar untuk doakan korban banjir di Sumatra - ANTARA News Bengkulu Dari bengkulu.antaranews.com 88",negatif,0,positif,95,Tweet melaporkan kegiatan sholawat akbar untuk mendoakan korban banjir.,True
2766,"Saat Aceh dilanda banjir dan longsor, sorotan tertuju pada tanggung jawab pemimpin daerah. Pernyataan Presiden menegaskan bahwa kehadiran pemimpin di lapangan bukan sekadar formalitas—itu kewajiban. kompas.com Prabowo Sentil Keras Bupati Aceh Selatan, Minta Mendagri Ambil Tindakan Tegas Prabowo soroti Bupati Aceh Selatan yang umrah tanpa izin saat banjir melanda wilayahnya dan meminta Mendagri segera ambil tindakan tegas. 23",positif,2,negatif,95,Tweet berisi kritik keras terhadap bupati yang tidak hadir saat bencana dan tuntutan tindakan tegas.,True
2784,"Bupati Aceh Selatan di Pecat Gerindra dari Ketua DPC, Imbas Umrah saat Bencana Banjir Longsor di Sumatera riau24.com Bupati Aceh Selatan di Pecat Gerindra dari Ketua DPC, Imbas Umrah saat Bencana Banjir Longsor di... Partai Gerindra mengambil sikap tegas terhadap Mirwan MS, Ketua DPC Gerindra Aceh Selatan, yang juga Bupati wilayah tersebut. 40",negatif,0,negatif,95,Tweet melaporkan pemecatan bupati sebagai konsekuensi dari ketidakpedulian saat bencana.,False
2787,"Usai meninjau wilayah terdampak bencana di Kabupaten Tapanuli Selatan, Sumatera Utara, Wapres Gibran Rakabuming melanjutkan rangkaian peninjauan lapangan ke sejumlah wilayah terdampak bencana di Kabupaten Aceh Singkil, Aceh, Kamis, 4 Desember 2025. indomedia.co Wapres Tinjau Dampak Banjir dan Longsor Aceh Singkil Usai meninjau wilayah terdampak bencana di Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden (Wapres) Gibran Rakabuming melanjutkan rangkaian peninjauan lapangan ke sejumlah wilayah terdam... 97",netral,1,netral,90,Tweet melaporkan kunjungan wakil presiden untuk meninjau wilayah terdampak bencana.,False
2794,"Wakil Presiden Gibran Rakabuming Raka mencatat langsung keluhan para korban banjir bandang dan longsor di dua posko pengungsian di Tapanuli Selatan (Tapsel), Sumatera Utara, Kamis (4/12/2025). Ia membawa buku saku yang sudah digunakannya sejak kunjungan ke Kabupaten Agam, Tampilkan lebih banyak 68 24 63 32 rb",negatif,0,netral,85,Tweet melaporkan wakil presiden mencatat keluhan korban banjir.,True
2796,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. #PLNUntukSemua 45",positif,2,positif,90,Tweet mengakui tantangan akibat bencana namun menekankan kerjasama dan harapan untuk pemulihan.,False
2805,"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",positif,2,positif,95,Tweet melaporkan kedatangan bantuan dan pergerakan relawan ke lokasi banjir.,False
2808,"Sumsel Kirim 52,9 Ton Bantuan untuk 3 Provinsi Terdampak Banjir Sumatra sumsel.idntimes.com Sumsel Kirim 52,9 Ton Bantuan untuk 3 Provinsi Terdampak Banjir Sumatra Pemerintah Provinsi Sumatra Selatan menyalurkan bantuan sebanyak 52,9 ton bantuan ketiga wilayah terdampak bencana di Sumatra seperti, Aceh, Sumatra Utara dan Sumatra Barat. 39",positif,2,positif,95,Tweet melaporkan pengiriman bantuan dalam jumlah besar untuk provinsi terdampak banjir.,False
2810,"Pemerintah Provinsi Sumatera Selatan akan mengirimkan bantuan 52,9 ton bantuan untuk korban banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. aceh.tribunnews.com Sumatera Selatan Segera Kirim 52,9 Ton Bantuan untuk Korban Banjir di Aceh, Sumut, dan Sumbar -... Bantuan tersebut meliputi, beras, paket sembako, tenda, obat-obatan serta Alat Pelindung Diri (APD) yang diperlukan oleh para korban bencana banjir 72",negatif,0,positif,95,Tweet melaporkan rencana pengiriman bantuan dalam jumlah besar untuk korban banjir.,True
2820,"PRAY FOR SUMBAR Kondisi sungai Gunung Nago, Sumatera Barat, Hari Minggu (14/12/2025), sekitar pukul 16: 00 : beritasumbar 26 277 654 41 rb",netral,1,positif,90,Tweet berisi doa dan dukungan untuk Sumatera Barat yang terdampak bencana.,True
2827,"Membalas @KedaiPenaCom hanya sebulan sebelum banjir bandang meluluhlantakkan Batang Toru, Kecamatan Tapanuli Selatan, Sumatera Utara. 1 35",netral,1,negatif,90,Tweet menggambarkan dampak kehancuran akibat banjir bandang.,True
2839,"Data Korban Bencana di Aceh, Sumbar, Sumut hingga Senin, 1 Desember 2025 Total Korban - 604 orang meninggal dunia - 464 orang hilang - 2.600 korban luka-luka - 1.5 juta warga terdampak - 570 ribu pengungsi Detail korban per wilayah sebagai berikut: Aceh - 156 orang Tampilkan lebih banyak 21 5 rb 6 rb 308 rb",negatif,0,negatif,95,"Tweet melaporkan data korban meninggal, hilang, luka-luka, dan terdampak yang sangat tinggi.",False
2842,"Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel sumsel.idntimes.com Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel Bencana banjir di Sumatra Barat (Sumbar) akibat curah hujan yang tinggi berdampak terhadap ketersediaan komoditas bawang merah di Sumatra Selatan (Sumsel). 48",netral,1,negatif,90,Tweet melaporkan dampak negatif banjir berupa kelangkaan komoditas bawang merah.,True
2844,"Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letjen TNI Suharyanto mengaku kaget dengan besarnya bencana banjir di Tapanuli Selatan, Sumatera Utara. Permintaan maaf itu ia sampaikan kepada Bupati Tapanuli Selatan, saat mengunjungi Desa Aek Garoga, Kecamatan Batang Toru 74",netral,1,negatif,90,"Tweet melaporkan pengakuan kaget atas besarnya bencana dan permintaan maaf, menunjukkan situasi negatif.",True
2851,"Kondisi Tapanuli Selatan usai diterjang banjir bandang Wilayah Tapanuli Selatan, Sumatera Utara, menjadi sorotan setelah banjir bandang melanda kawasan tersebut pada Selasa (25/11). Rekaman video yang beredar menunjukkan kondisi pemukiman warga yang porak-poranda, dengan Tampilkan lebih banyak 2 125",negatif,0,negatif,95,Tweet menggambarkan kondisi pemukiman warga yang porak-poranda akibat banjir bandang.,False
