id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review,arah,kategori,kategori_manual
2017,"Turut berdukacita, Al Fatihah *Bhineka tunggal ika #PrayForSumatera #PrayForAceh #PrayForIndonesia 29",negatif,0,positif,95,Tweet ini mengekspresikan duka cita dan doa untuk korban bencana.,True,negatif -> positif,Lainnya,
2067,"ketika manusia mengambil terlalu banyak dari alam, maka alam akan mengambil bagian yang sama dari manusia #tessonilo #PrayForSumatera #PrayForIndonesia 41",positif,2,netral,80,"Tweet ini berisi pernyataan reflektif tentang hubungan manusia dan alam, bersifat observatif.",True,positif -> netral,Lainnya,
2085,Membalas @MOQEELFORTRESS SEGERA TETAPKAN JADI BENCANA NASIONAL #AllEyesOnSumatera #PrayForSumatera #PrayForTapanuli #PrayForSibolga #PrayForAceh #PrayForPadang 1 396,positif,2,negatif,85,"Tweet ini berisi tuntutan kepada pemerintah, menyiratkan ketidakpuasan atau urgensi yang belum ditangani.",True,positif -> negatif,Lainnya,
2094,Akun parodi SEGERA TETAPKAN JADI BENCANA NASIONAL #AllEyesOnSumatera #PrayForSumatera #PrayForTapanuli #PrayForSibolga #PrayForAceh #PrayForPadang 44,positif,2,negatif,85,"Tweet ini berisi tuntutan kepada pemerintah, menyiratkan ketidakpuasan atau urgensi yang belum ditangani.",True,positif -> negatif,Lainnya,
2119,"Bawaslu Kabupaten Sleman menyampaikan empati dan duka yang mendalam atas terjadinya musibah banjir dan tanah longsor di wilayah Aceh, Sumatera Utara, dan Sumatera Barat. Semoga masyarakat yang terdampak diberikan kekuatan dan keselamatan. . #prayforsumatera 81",negatif,0,positif,95,"Tweet ini mengekspresikan empati, duka cita, dan doa untuk korban bencana.",True,negatif -> positif,Lainnya,
2133,"Akun parodi Baru bisa dapat update berita hari ini setelah total 3 hari hujan banjir, mati listrik dan gada signal di Aceh, Alhamdulillah keluarga aman semua, kendalanya sekarang stock pangan menipis, lalu lintas terhambat krn ada jembatan utama yang putus.. #PrayForAceh #PrayForSumatera 61",negatif,0,netral,85,"Tweet ini melaporkan kondisi faktual pasca bencana, termasuk kendala yang dihadapi.",True,negatif -> netral,Apresiasi,
2140,"Membalas @indibiz_sumatra Tantangan infrastruktur yang terdampak bencana mempengaruhi kualitas layanan, namun progress perbaikan terus berjalan. #IndibizSumatera #BanjirSumatera #PrayForSumatera 1 1 75",netral,1,positif,90,Tweet ini mengakui tantangan namun menekankan adanya kemajuan dalam perbaikan.,True,netral -> positif,Mixed sentiment,
2223,"Membalas @Valhallaah PAD Aceh cuma 3T. APBD 11T ditalangi pusat, TDK termasuk dana Otsus 8T, dana bencana banjir 25T. Total 44T. Mau merdeka dimasa bencana? Yg terjadi Aceh bangkrut. Cuma punya duit 3T buat bayar ASN aja kurang. 46",negatif,0,netral,85,"Tweet ini menyajikan analisis finansial dan data anggaran terkait Aceh, bersifat informatif.",True,negatif -> netral,Lainnya,
2275,"Selain fokus pada pembersihan lingkungan, PMI juga memberikan perhatian khusus pada sektor pendidikan dengan menyalurkan bantuan buku pelajaran sebanyak 1 juta eksemplar untuk anak-anak sekolah terdampak. PMI Salurkan 1 Juta Buku untuk Anak Sekolah Korban Banjir Sumatera dan Aceh - Serambinews.com Dari aceh.tribunnews.com 64",negatif,0,positif,95,Tweet ini melaporkan penyaluran bantuan buku pelajaran oleh PMI untuk korban bencana.,True,negatif -> positif,Sarkasme,
2284,"Banjir air bisa surut, tapi jangan biarkan ""banjir provokasi"" merusak kerukunan kita.Mari jaga kedamaian dan fokus pulih kembali untuk Aceh tercinta #Negarahadir #Indonesiabaik #sumaterapulih #bersatunegeriku #SemangatLuarBiasa 24",negatif,0,positif,95,Tweet ini mengajak untuk menjaga kedamaian dan fokus pada pemulihan dengan semangat positif.,True,negatif -> positif,Apresiasi,
2308,Bos PLN Sebut Kerusakan Listrik Imbas Banjir Aceh Lampaui Tsunami 2004 Bos PLN Sebut Kerusakan Listrik Imbas Banjir Aceh Lampaui Tsunami 2004 Dari cnnindonesia.com 2 1 rb,negatif,0,netral,90,Tweet ini melaporkan informasi faktual dari pejabat mengenai tingkat kerusakan akibat banjir.,True,negatif -> netral,Lainnya,
2326,"Bupati Aceh Tamiang, Armia Fahmi, meminta arahan langsung dari pemerintah pusat terkait penanganan tumpukan kayu gelondongan sisa banjir bandang yang melanda wilayahnya. Ia menilai persoalan ini tak bisa ditangani sembarangan karena berpotensi menimbulkan masalah hukum di Tampilkan lebih banyak 9 14 36 3 rb",negatif,0,netral,90,Laporan faktual tentang permintaan arahan terkait penanganan sisa banjir yang berpotensi masalah hukum.,True,negatif -> netral,Kritik,
2337,PLN Bicara Beda Dampak Kerusakan Listrik Banjir Sumatra & Tsunami Aceh PLN Bicara Beda Dampak Kerusakan Listrik Banjir Sumatra & Tsunami Aceh Dari cnbcindonesia.com 166,negatif,0,netral,90,Judul berita faktual yang membandingkan dampak kerusakan listrik akibat dua bencana berbeda.,True,negatif -> netral,Lainnya,
2343,Penanganan banjir di Sumatera dan Aceh terus berjalan di lapangan meski muncul polemik terkait perbedaan persepsi pernyataan pemerintah dan kondisi di lokasi terdampak. #PemerintahHadir #TransparansiPublik #AcehSumateraPulih 13,positif,2,netral,80,Laporan faktual tentang penanganan banjir yang terus berjalan meskipun ada polemik perbedaan persepsi.,True,positif -> netral,Mixed sentiment,
2378,"Membalas @madokafc1 @HidupJokoWick dan @MilitaryObs_ID Tapi bantuan logistik obat2 itu memang lebih cepat Malaysia, coba cek berita mas, Malaysia kirim satu pesawat penuh obat senilai 1 juta Ringgit, ke bandara sultan Iskandar muda kota Banda Aceh, di hari kedua atau ketiga setelah berita banjir besar di Sumatra 4 568",positif,2,netral,80,Perbandingan faktual mengenai kecepatan pengiriman bantuan logistik dari negara lain.,True,positif -> netral,Mixed sentiment,
2401,"Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa ""Kita bergerak cepat agar masyarakat yang masih terjebak banjir tidak kekurangan logistik. Semua ini akan segera kita salurkan ke titik-titik terdampak,"" Muzakir Manaf, Gubernur Aceh aceh.tribunnews.com Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa - Serambinews.com Bantuan logistik untuk korban bencana banjir yang dikirim melalui laut, mulai berlabuh di Lhokseumawe dan Langsa. 1 208",negatif,0,positif,95,Menginformasikan kedatangan dan penyaluran bantuan logistik yang cepat untuk korban banjir.,True,negatif -> positif,Sarkasme,
2411,"7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan #BanjirLandaAceh #7RumahHilang #Bupati #AntarBantuan #Tangse aceh.tribunnews.com 7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan... Bupati Pidie, H Sarjani Abdullah SH MH mengunjungi lokasi terdampak banjir di Gampong Blang Pandak, Kecamatan Tangse, Pidie. 62",negatif,0,netral,80,Laporan faktual mengenai kerusakan akibat banjir dan penyaluran bantuan oleh pihak berwenang.,True,negatif -> netral,Informational,
2429,"#REPOST Kementerian ATR/BPN Saat ini saudara kita di Provinsi Aceh, Sumatra Utara, dan Sumatra Barat sedang mengalami musibah banjir serta longsor. Untuk itu, Kementerian ATR/BPN membuka donasi bagi masyarakat yang terdampak. #KementerianATRBPN #sobATRBPNTT 2 2 47",netral,1,positif,95,Menginformasikan pembukaan donasi untuk masyarakat yang terdampak musibah banjir dan longsor.,True,netral -> positif,Lainnya,
2457,"Akun parodi Dari IG info.minang Kawasan Batu Busuk di Kota Padang kembali dilanda banjir Selasa (30/12) sore... Begitu juga Nagari Saniang Baka di Kabupaten Solok banjir kembali terulang, Selasa (30/12)... 5 5 599",negatif,0,netral,80,Laporan faktual tentang banjir yang kembali melanda beberapa kawasan.,True,negatif -> netral,Informational,
2460,"Wakapolri Komjen Pol. Prof. Dr. Dedi Prasetyo, S.H., M.Hum., M. Si., M.M., melakukan kunjungan kerja ke hunian sementara (huntara) korban banjir dan tanah longsor di Korong Asam Pulau, Nagari Anduriang, Kecamatan 2x11 Kayu Tanam, Kabupaten Padang Pariaman, Sumatera Barat. 45",negatif,0,netral,90,Laporan faktual tentang kunjungan kerja pejabat tinggi ke hunian sementara korban bencana.,True,negatif -> netral,Lainnya,
2495,"Alhamdulillah, Puluhan wanita di Kota Padang, Sumatra Barat, memasak 2,5 ton rendang untuk korban bencana banjir bandang dan tanah longsor di Pulau Sumatra. Kegiatan ini merupakan inisiatif warga dan kelompok wanita di Padang untuk mengirimkan rendang tersebut ke posko-posko Tampilkan lebih banyak 3 11 20 874",negatif,0,positif,95,Mengungkapkan rasa syukur dan menggambarkan inisiatif positif warga dalam menyediakan bantuan makanan.,True,negatif -> positif,Apresiasi,
2509,Hunian Korban Bencana Dikebut! Pemerintah Tancap Gas Bangun Rumah Tetap di Sumatra Klik! #banjir #SumateraPrioritasNasional #ACEH #padang #BENCANANASIONAL One.News - Satu Portal Semua Berita Dari one.news 38,negatif,0,positif,95,Menyoroti tindakan cepat pemerintah dalam membangun hunian tetap bagi korban bencana.,True,negatif -> positif,Lainnya,
2513,"Viral Evakuasi Ibu Hamil di Padang Jelang Lahiran, Jalan Putus Akibat Banjir Salurkan bantuan antum ke: * BSI 7800-000-658 Konfirmasi Transfer : * ⁠⁠0859-2340-0001 (Admin Little Project) Mari follow @littleproject .idn #PrayForSumatera #BencanaSumatera #BanjirAceh 1 63",positif,2,negatif,85,"Menggambarkan situasi sulit evakuasi dan kerusakan infrastruktur akibat banjir, serta seruan untuk donasi.",True,positif -> negatif,Lainnya,
2516,"Banjir Susulan Robohkan Jembatan Darurat, Ratusan Keluarga di Padang Terisolasi Banjir Susulan Robohkan Jembatan Darurat, Ratusan Keluarga di Padang Terisolasi | SAPA PAGI Dari kompas.tv 1 1 rb",netral,1,negatif,95,Melaporkan kerusakan infrastruktur (jembatan roboh) dan isolasi ratusan keluarga akibat banjir susulan.,True,netral -> negatif,Informational,
2545,"Hallo #SahabatTangguh! Pemerintah mengoptimalkan distribusi air bersih bagi masyarakat terdampak banjir dan longsor di Kabupaten Padang Pariaman, Provinsi Sumatera Barat. Upaya ini dilakukan bersama 36",netral,1,positif,95,Menginformasikan upaya pemerintah dalam mengoptimalkan distribusi air bersih bagi korban bencana.,True,netral -> positif,Sarkasme,
2563,"Hujan lebat memicu banjir bandang susulan di Padang, Sumatera Barat pada 14 Desember, video ini merekam momen menegangkan saat tim evakuasi berusaha menyelamatkan delapan warga yang terjebak di tengah derasnya arus. 88",netral,1,negatif,90,Menggambarkan momen menegangkan evakuasi warga yang terjebak banjir bandang.,True,netral -> negatif,Informational,
2592,"Akun komentar LIHAT PAK @prabowo Momen evakuasi warga yang terjebak banjir di Batu Busuk, Kota Padang, Sumatera Barat Air naik cepat usai hujan deras, warga dievakuasi demi keselamatan . Dari Disaster News 1 1 207",negatif,0,netral,80,Laporan faktual tentang momen evakuasi warga yang terjebak banjir.,True,negatif -> netral,Lainnya,
2594,"Akun komentar Debit air di Gunung Nago, Puah, Kota Padang, Sumatera Barat, meningkat Minggu (14/12) sore. Potensi banjir Warga diminta siaga . Dari t°Jabar 1 3 137",positif,2,netral,90,Laporan faktual tentang peningkatan debit air dan peringatan siaga banjir kepada warga.,True,positif -> netral,Lainnya,
2621,"mantap nih pak Zulkifli Hasan langsung terjun ke daerah dampak bencana di Sumatera. Memasok 2 kali lipat bantuan dari sebelumnya bahkan Janji Rumah Zulhas membantu para korban bencana memiliki hunian lagi Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 33",negatif,0,positif,95,"Memuji tindakan cepat pejabat, peningkatan bantuan, dan janji pembangunan rumah bagi korban.",True,negatif -> positif,Lainnya,
2628,"Banjir merusak rumah namun tidak memadamkan harapan, Janji Rumah Zulhas ditegaskan Zulkifli Hasan sebagai komitmen nyata untuk rakyat Sumatera Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 17",negatif,0,positif,95,Mengungkapkan harapan di tengah kerusakan dan menyoroti komitmen pejabat untuk membantu pemulihan.,True,negatif -> positif,Mixed sentiment,
2631,"Janji Rumah Zulhas menjadi penopang harapan di Sumatera Zulkifli Hasan menjaga proses pemulihan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 36",negatif,0,positif,95,Menyoroti janji pembangunan rumah sebagai penopang harapan dan proses pemulihan.,True,negatif -> positif,Lainnya,
2632,"Zulkifli Hasan dengan Janji Rumah Zulhas datang ke tempat bencana Sumatera dengan pasokan bantuan yang 2 kali lipat banyaknya. Meringankan beban saudara kami di Sumatera detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 24",negatif,0,positif,95,Memuji pejabat yang membawa bantuan berlipat ganda dan berjanji membangun rumah untuk meringankan beban korban.,True,negatif -> positif,Informational,
2634,"Cuma pak Zulkifli Hasan yang gerak cepat bantu warga Sumatera yang terdampak bencana. Pasokan bantuan tersalurkan dengan cepat dan Janji Rumah Zulhas melahirkan kembali semangat para korban untuk menata hidup kembali lebih baik detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 21",negatif,0,positif,95,"Memuji tindakan cepat pejabat, penyaluran bantuan yang efisien, dan janji yang membangkitkan semangat korban.",True,negatif -> positif,Apresiasi,
2638,"Janji Rumah Zulhas menjadi harapan korban banjir Sumatera saat Zulkifli Hasan menegaskan negara hadir membangun kembali rumah warga dan mempercepat pemulihan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 14",negatif,0,positif,95,Tweet berisi janji bantuan dan pemulihan yang memberikan harapan bagi korban.,True,negatif -> positif,Lainnya,
2642,Janji Rumah Zulhas bukan berasal dari pemerintah tapi dari dana secara pripadinya. Zulkifli Hasan juga ber Janji memberikan pasokan pangan dua kali lipat untuk warga Padang yang terdampak dalam bencana banjir Sumatera Zulhas Gerak Cepat Tangani Korban Bencana di Sumatera - Portal Berita Batam Kepri Dari batamtimes.co 19,negatif,0,positif,95,Tweet melaporkan janji bantuan pribadi dan tindakan cepat untuk korban bencana.,True,negatif -> positif,Kritik,
2643,"Kungker Menteri Koordinator Bidang Pangan Zulkifli Hasan ke wilayah bencana banjir dan longsor di Sumatera menjanjikan untuk pasokan pangan menjadi dua kali lebih banyak dari sebelumnya . Janji Rumah Zulhas Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 24",negatif,0,positif,90,Tweet melaporkan janji peningkatan pasokan pangan untuk korban banjir.,True,negatif -> positif,Lainnya,
2645,"Akun parodi Kita berhutang pada korban untuk mengembalikan kehidupan mereka Janji Rumah Zulhas adalah pembayaran hutang itu oleh Zulkifli Hasan Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 3",netral,1,positif,90,Tweet menyatakan janji bantuan sebagai bentuk pembayaran hutang moral untuk mengembalikan kehidupan korban.,True,netral -> positif,Lainnya,
2659,"Baznas Riau Salurkan Bantuan Uang Hingga Logistik untuk Peduli Korban Banjir Sumatera riaupagi.com Baznas Riau Salurkan Bantuan Uang Hingga Logistik untuk Peduli Korban Banjir Sumatera PEKANBARU - Badan Amil Zakat (Baznas) Provinsi Riau menyalurkan bantuan terhadap korban terdampak bencana di Provinsi Sumatera Utara. Di mana, pada penyalura 22",negatif,0,positif,95,Tweet melaporkan penyaluran bantuan uang dan logistik untuk korban banjir.,True,negatif -> positif,Lainnya,
2677,Pesan Natal Prabowo menguatkan hati bangsa saat Presiden Perkuat Solidaritas di tengah cobaan Natal menjadi seruan kasih untuk bersama membantu saudara kita korban banjir bandang dan longsor di Sumatera Prabowo: Selamat Natal dan Tahun Baru 2026 - ANTARA News Jambi Dari jambi.antaranews.com 14,negatif,0,positif,95,"Tweet berisi pesan yang menguatkan, menyerukan solidaritas, dan ajakan membantu korban.",True,negatif -> positif,Sarkasme,
2737,"Pemerintah Kota Palembang, Sumatera Selatan menggelar kegiatan sholawat akbar untuk mengajak warga mendoakan khususnya kepada korban banjir di Sumatera Barat, Sumatera Utara, dan Aceh. Pemkot Palembang gelar sholawat akbar untuk doakan korban banjir di Sumatra - ANTARA News Bengkulu Dari bengkulu.antaranews.com 88",negatif,0,positif,95,Tweet melaporkan kegiatan sholawat akbar untuk mendoakan korban banjir.,True,negatif -> positif,Lainnya,
2766,"Saat Aceh dilanda banjir dan longsor, sorotan tertuju pada tanggung jawab pemimpin daerah. Pernyataan Presiden menegaskan bahwa kehadiran pemimpin di lapangan bukan sekadar formalitas—itu kewajiban. kompas.com Prabowo Sentil Keras Bupati Aceh Selatan, Minta Mendagri Ambil Tindakan Tegas Prabowo soroti Bupati Aceh Selatan yang umrah tanpa izin saat banjir melanda wilayahnya dan meminta Mendagri segera ambil tindakan tegas. 23",positif,2,negatif,95,Tweet berisi kritik keras terhadap bupati yang tidak hadir saat bencana dan tuntutan tindakan tegas.,True,positif -> negatif,Lainnya,
2794,"Wakil Presiden Gibran Rakabuming Raka mencatat langsung keluhan para korban banjir bandang dan longsor di dua posko pengungsian di Tapanuli Selatan (Tapsel), Sumatera Utara, Kamis (4/12/2025). Ia membawa buku saku yang sudah digunakannya sejak kunjungan ke Kabupaten Agam, Tampilkan lebih banyak 68 24 63 32 rb",negatif,0,netral,85,Tweet melaporkan wakil presiden mencatat keluhan korban banjir.,True,negatif -> netral,Lainnya,
2810,"Pemerintah Provinsi Sumatera Selatan akan mengirimkan bantuan 52,9 ton bantuan untuk korban banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. aceh.tribunnews.com Sumatera Selatan Segera Kirim 52,9 Ton Bantuan untuk Korban Banjir di Aceh, Sumut, dan Sumbar -... Bantuan tersebut meliputi, beras, paket sembako, tenda, obat-obatan serta Alat Pelindung Diri (APD) yang diperlukan oleh para korban bencana banjir 72",negatif,0,positif,95,Tweet melaporkan rencana pengiriman bantuan dalam jumlah besar untuk korban banjir.,True,negatif -> positif,Lainnya,
2820,"PRAY FOR SUMBAR Kondisi sungai Gunung Nago, Sumatera Barat, Hari Minggu (14/12/2025), sekitar pukul 16: 00 : beritasumbar 26 277 654 41 rb",netral,1,positif,90,Tweet berisi doa dan dukungan untuk Sumatera Barat yang terdampak bencana.,True,netral -> positif,Lainnya,
2827,"Membalas @KedaiPenaCom hanya sebulan sebelum banjir bandang meluluhlantakkan Batang Toru, Kecamatan Tapanuli Selatan, Sumatera Utara. 1 35",netral,1,negatif,90,Tweet menggambarkan dampak kehancuran akibat banjir bandang.,True,netral -> negatif,Lainnya,
2842,"Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel sumsel.idntimes.com Sumbar Alami Bencana Banjir, Bawang Merah Jadi Langka di Sumsel Bencana banjir di Sumatra Barat (Sumbar) akibat curah hujan yang tinggi berdampak terhadap ketersediaan komoditas bawang merah di Sumatra Selatan (Sumsel). 48",netral,1,negatif,90,Tweet melaporkan dampak negatif banjir berupa kelangkaan komoditas bawang merah.,True,netral -> negatif,Lainnya,
2844,"Kepala Badan Nasional Penanggulangan Bencana (BNPB) Letjen TNI Suharyanto mengaku kaget dengan besarnya bencana banjir di Tapanuli Selatan, Sumatera Utara. Permintaan maaf itu ia sampaikan kepada Bupati Tapanuli Selatan, saat mengunjungi Desa Aek Garoga, Kecamatan Batang Toru 74",netral,1,negatif,90,"Tweet melaporkan pengakuan kaget atas besarnya bencana dan permintaan maaf, menunjukkan situasi negatif.",True,netral -> negatif,Informational,
2872,"Duka di Aceh, Sumatera Barat, dan Sumatera Utara adalah duka kita bersama. Karantina Sulawesi Selatan turut berempati dan mendoakan keselamatan seluruh warga terdampak pada musibah banjir dan longsor. Semoga kondisi segera pulih dan masyarakat diberi ketabahan. #PrayForSumatera 1 102",negatif,0,positif,95,"Tweet berisi ungkapan duka, empati, doa, dan harapan untuk pemulihan korban bencana.",True,negatif -> positif,Lainnya,
2879,"Sejumlah video viral di media sosial memperlihatkan kayu gelondongan ikut terseret arus deras saat banjir melanda wilayah Tapanuli Selatan-Tengah, Sumatera Utara, Rabu (26/11/2025). Kepala Dinas Lingkungan Hidup dan Kehutanan (DLHK) Sumatera Utara, Heri Wahyudi Marpaung 2 112",netral,1,negatif,85,"Tweet menggambarkan dampak banjir yang membawa kayu gelondongan, mengindikasikan kerusakan lingkungan.",True,netral -> negatif,Lainnya,
2892,"Hati kami turut berduka cita atas bencana banjir dan longsor yang melanda sejumlah wilayah di Sumatera Utara, termasuk Tapanuli Tengah, Tapanuli Selatan, Tapanuli Utara, Sibolga, Padangsidempuan, Mandailing Natal, Nias, dan Nias Selatan. #PrayForSumut #SumateraUtara #BanjirSumut 3 2 5 366",negatif,0,positif,95,Tweet berisi ungkapan duka cita dan doa untuk wilayah yang dilanda bencana.,True,negatif -> positif,Lainnya,
2900,"Kemkomdigi melaporkan terjadinya gangguan layanan telekomunikasi di Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Selatan dan Kota Sibolga, Provinsi Sumatera Utara imbas bencana banjir dan longsor yang melanda wilayah tersebut pada Rabu (26/11). ""Berdasarkan data sebaran Tampilkan lebih banyak 4 3 698",netral,1,negatif,90,Tweet melaporkan gangguan layanan telekomunikasi sebagai dampak negatif bencana.,True,netral -> negatif,Informational,
2943,VIDEO Banjir Susulan Polres Aceh Selatan Kembali Bersihkan Lumpur VIDEO Banjir Susulan Polres Aceh Selatan Kembali Bersihkan Lumpur - Serambinews.com Dari aceh.tribunnews.com 51,netral,1,negatif,85,"Tweet melaporkan adanya banjir susulan dan upaya pembersihan lumpur, menunjukkan dampak negatif yang berulang.",True,netral -> negatif,Sarkasme,
2971,banjir mlm mlm 86,negatif,0,netral,80,Tweet hanya menyatakan fakta terjadinya banjir di malam hari tanpa emosi.,True,negatif -> netral,Lainnya,
2997,"Membalas @steffaniBPM ada kolega yang bapake yo wes ngono iku tapi dia acab. ada juga yang keluarganya oligarchhh dan ga pernah peduli soal peringatan darurat, banjir di sumatra, dst dst. ada yang bukan sapa2 tapi ga peduli juga. ada yang bukan sapa2 tapi vokal soal isu sosial. 1 129",netral,1,negatif,90,"Tweet mengkritik ketidakpedulian beberapa pihak, termasuk keluarga oligarki, terhadap bencana banjir.",True,netral -> negatif,Informational,
3034,"Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pasca-bencana. #Lingkungan #AdadiKompas kompas.id Starbucks Bantu Korban Banjir Sumatera Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pascabencana. 1 327",negatif,0,positif,95,Tweet melaporkan bantuan yang terus mengalir dan diberikan untuk korban bencana.,True,negatif -> positif,Sarkasme,
3042,USK menyatakan akan membebaskan UKT hingga selesai studi bagi mahasiswa yang keluarganya meninggal dunia dalam bencana banjir dan longsor. USK bebaskan uang kuliah mahasiswa yang keluarganya meninggal dunia Dari antaranews.com 331,negatif,0,positif,95,Universitas memberikan bantuan pembebasan UKT bagi mahasiswa terdampak bencana.,True,negatif -> positif,Lainnya,
3075,Membalas @BANGSAygSUJUD @prabowo dan 10 lainnya Perhatian Presiden Prabowo begitu besar pd rakyat Aceh Sumut Sumbar Saat ini bencana banjir mengancam semua wilayah namun semua maklum bila Presiden fokus pd Sumatera 1 2 76,negatif,0,positif,90,Tweet mengapresiasi perhatian presiden terhadap rakyat terdampak bencana di Sumatera.,True,negatif -> positif,Mixed sentiment,
3192,ditengah duka banjir sumatera Projo Peduli Bencana tetap Setia Digaris Rakyat mendampingi warga sesuai visi Budi Arie Setiadi dalam solidaritas sosial Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 4,negatif,0,positif,90,Menggambarkan Projo yang peduli bencana dan mendampingi warga terdampak banjir.,True,negatif -> positif,Lainnya,
3226,persatuan nasional adalah kunci dan Projo Peduli Bencana tetap Setia Digaris Rakyat bersama Budi Arie Setiadi memulihkan sumatera dari dampak bencana banjir besar PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 4,negatif,0,positif,90,Menyerukan persatuan nasional untuk memulihkan Sumatera dari dampak bencana banjir.,True,negatif -> positif,Lainnya,
3254,"Belanda telah berkomitmen memberikan bantuan darurat pemulihan dampak banjir dan longsor sebesar €3 juta (setara dengan Rp586,72 miliar) untuk mendukung masyarakat di Sumatera, demikian pernyataan Kedutaan Besar Belanda. Belanda salurkan bantuan darurat sebesar Rp586,72 miliar untuk korban banjir dan siklon di Sumatera Dari trtindonesia.com 108",negatif,0,positif,95,Menginformasikan bantuan darurat dari Belanda untuk korban banjir di Sumatera.,True,negatif -> positif,Lainnya,
3304,Membalas @cikinsausntar2 dan @salam4jari Kayunya di tebang di Mentawai. Mentawai letaknya 150KM di seberang lautan dari Padang. Jadi nggak ada hubungan dengan bencana Sumbar. 99,negatif,0,netral,90,Memberikan klarifikasi faktual mengenai asal kayu dan hubungannya dengan bencana Sumbar.,True,negatif -> netral,Lainnya,
3324,"Pemerintah mempercepat penyaluran Dana Tunggu Hunian (DTH) bagi korban bencana alam di Sumatera Barat, Sumatera Utara, dan Aceh. #pemerintah #DTH #pancabencana #sumatera #indonesia 26",negatif,0,positif,95,Menginformasikan percepatan penyaluran Dana Tunggu Hunian oleh pemerintah.,True,negatif -> positif,Lainnya,
3326,"Polsek Parongil bersama dengan dengan Porkopinca, Tokoh Agama, Tokoh Pemuda dan Tokoh Organisasi Melaksanakan Acara Doa Bersama Lintas Agama Untuk Korban Bencana Alam Aceh, Sumatera Utara Dan Sumatera Barat di Polsek Parongil instagram.com Polsek Parongil Presisi (@polsekparongilpresisi) • Instagram photos and videos 22",negatif,0,positif,90,Menginformasikan acara doa bersama lintas agama untuk korban bencana.,True,negatif -> positif,Lainnya,
3329,"Membalas @brokxoli Pemerintah terus berkomitmen untuk mempercepat penanganan dampak bencana, khususnya kerusakan rumah warga, bantuan sosial, serta penguatan kembali pemerintahan daerah di wilayah terdampak di Provinsi Aceh, Sumatera Utara, dan Sumatera Barat. 1 16",negatif,0,positif,95,Menginformasikan komitmen pemerintah untuk mempercepat penanganan dampak bencana.,True,negatif -> positif,Lainnya,
3336,"Tahap awal pembangunan huntara untuk korban terdampak banjir di Agam Sumatera Barat tengah berlangsung. Alhamdulillah, semoga tidak membutuhkan waktu lama bisa selesai, sehingga ada tempat berlindung dan beristirahat lebih layak. Good job TNI. Untuk diketahui, pembangunan Tampilkan lebih banyak 4 10 21 445",negatif,0,positif,95,Menginformasikan pembangunan hunian sementara dan harapan agar cepat selesai.,True,negatif -> positif,Apresiasi,
3443,"Personel SAR Satbrimob Polda Sumbar bergerak cepat melakukan evakuasi warga di Jorong Nantigo, Kecamatan Palambalan, Kabupaten Agam, Sumatera Barat. #BrimobSumbar #SatbrimobPoldaSumbar #EvakuasiWarga #BencanaSumbar #Agam #Palambalan #SigapBencana #Polri #Sahabatpropam 31",netral,1,positif,95,Menginformasikan tindakan cepat evakuasi warga oleh personel SAR.,True,netral -> positif,Lainnya,
