id,text,text_with_emoticon,sentimen,label,created_at,keyword
1911,"Presiden Prabowo Subianto melanjutkan agenda peninjauan penanganan bencana banjir ke Kabupaten Langkat, Sumatra Utara, pada Sabtu (13/12/2025). Kunjungan ini dilakukan sehari setelah Kepala Negara menyambangi wilayah terdampak banjir di Provinsi Aceh.  Presiden Prabowo bertolak Tampilkan lebih banyak 928","Presiden Prabowo Subianto melanjutkan agenda peninjauan penanganan bencana banjir ke Kabupaten Langkat, Sumatra Utara, pada Sabtu (13/12/2025). Kunjungan ini dilakukan sehari setelah Kepala Negara menyambangi wilayah terdampak banjir di Provinsi Aceh. Presiden Prabowo bertolak Tampilkan lebih banyak 928",positif,2,2025-12-13,Banjir Sumatra 2025
3226,persatuan nasional adalah kunci dan Projo Peduli Bencana tetap Setia Digaris Rakyat bersama Budi Arie Setiadi memulihkan sumatera dari dampak bencana banjir besar PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 4,persatuan nasional adalah kunci dan Projo Peduli Bencana tetap Setia Digaris Rakyat bersama Budi Arie Setiadi memulihkan sumatera dari dampak bencana banjir besar PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 4,negatif,0,2025-12-18,banjir besar
1443,"Banjir Bandang Sitaro Sulut, Komisi VIII Minta BNPB Pastikan Kebutuhan Pengungsi Terpenuhi Banjir Bandang Sitaro Sulut, Komisi VIII Minta BNPB Pastikan Kebutuhan Pengungsi Terpenuhi Dari radarbangsa.com 1 1 209","Banjir Bandang Sitaro Sulut, Komisi VIII Minta BNPB Pastikan Kebutuhan Pengungsi Terpenuhi Banjir Bandang Sitaro Sulut, Komisi VIII Minta BNPB Pastikan Kebutuhan Pengungsi Terpenuhi Dari radarbangsa.com 1 1 209",netral,1,2026-01-13,BNPB
3445,"Pemerintah Provinsi (Pemprov) Lampung mengirimkan 50 relawan terlatih untuk membantu penanganan bencana banjir besar yang melanda Aceh, Sumatera Utara, dan Sumatera Barat.  #banjirsumatera Solidaritas Lampung! 50 Relawan Diterjunkan untuk Bantu Banjir Besar di Tiga Provinsi Dari radarlampung.co.id 1 130","Pemerintah Provinsi (Pemprov) Lampung mengirimkan 50 relawan terlatih untuk membantu penanganan bencana banjir besar yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. #banjirsumatera Solidaritas Lampung! 50 Relawan Diterjunkan untuk Bantu Banjir Besar di Tiga Provinsi Dari radarlampung.co.id 1 130",positif,2,2025-12-02,Sumatera Barat
6399,"Membalas  @Hilmi28 Ya Allah baru kali ini lihat pejabat yg tulus hati bekerja utk rakyatnya.  Ya Allah, pulihkan kembali kehidupan saudara2 kami yang terdampak banjir di Aceh, Sumut dan Sumbar sprti semula sblum bencana banjir.Beri mereka kekuatan, keikhlasan dlm cobaan ini 3 33 1 rb","Membalas @Hilmi28 Ya Allah baru kali ini lihat pejabat yg tulus hati bekerja utk rakyatnya. Ya Allah, pulihkan kembali kehidupan saudara2 kami yang terdampak banjir di Aceh, Sumut dan Sumbar sprti semula sblum bencana banjir.Beri mereka kekuatan, keikhlasan dlm cobaan ini 3 33 1 rb",positif,2,2025-12-09,Sumbar
1224,Tindakan nyata di lapangan ini mencerminkan komitmen bahwa Pemerintah Sigap untuk Aceh Sumatra dalam menghadapi kondisi darurat. 0:38 8,Tindakan nyata di lapangan ini mencerminkan komitmen bahwa Pemerintah Sigap untuk Aceh Sumatra dalam menghadapi kondisi darurat. 0:38 8,positif,2,2026-01-13,Sumatra
8561,"Tolong lihat kemari!!!! Sumatera itu bukan provinsi melainkan pulau. Lihat ke ujung Indonesia ini, ada Aceh, Sumatra Utara, Sumatra Barat yang sedang butuh bantuan. Tolong cepat karna kamu bermain dengan seseorang yang tengah berusaha untuk tetap hidup ditengah pilunya!!!","Tolong lihat kemari!!!! Sumatera itu bukan provinsi melainkan pulau. Lihat ke ujung Indonesia ini, ada Aceh, Sumatra Utara, Sumatra Barat yang sedang butuh bantuan. Tolong cepat karna kamu bermain dengan seseorang yang tengah berusaha untuk tetap hidup ditengah pilunya!!!",negatif,0,2025-11-29,Sumatera Barat
1333,Membalas  @tekarok007 klo di sumatra penyebab hilang 1000++ nya  rame di omongin 7,Membalas @tekarok007 klo di sumatra penyebab hilang 1000++ nya rame di omongin 7,negatif,0,2026-01-12,Sumatra
3901,"Kerja cepat dan kolaboratif terlihat di Sumatera Prabowo Respon Cepat menggerakkan TNI Polri BNPB dari evakuasi hingga pemulihan saat Listrik Kembali Menyala kehidupan kembali berdenyut Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar Dari finance.detik.com 6","Kerja cepat dan kolaboratif terlihat di Sumatera Prabowo Respon Cepat menggerakkan TNI Polri BNPB dari evakuasi hingga pemulihan saat Listrik Kembali Menyala kehidupan kembali berdenyut Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar Dari finance.detik.com 6",positif,2,2025-12-20,evakuasi banjir
5567,"Innalillahi wa inna ilaihi raji’un.⁠ ⁠ Kami turut berduka yang sedalam-dalamnya atas musibah banjir bandang yang terjadi di Aceh dan Sumatera.⁠ Semoga Allah memberikan kekuatan, kesabaran, dan perlindungan kepada semua saudara kita yang sedang diuji.⁠ ⁠ #PrayForAcehSumatera 1 40","Innalillahi wa inna ilaihi raji’un.⁠ ⁠ Kami turut berduka yang sedalam-dalamnya atas musibah banjir bandang yang terjadi di Aceh dan Sumatera.⁠ Semoga Allah memberikan kekuatan, kesabaran, dan perlindungan kepada semua saudara kita yang sedang diuji.⁠ ⁠ #PrayForAcehSumatera 1 40",negatif,0,2025-12-09,banjir Aceh
2429,"#REPOST Kementerian ATR/BPN Saat ini saudara kita di Provinsi Aceh, Sumatra Utara, dan Sumatra Barat sedang mengalami musibah banjir serta longsor. Untuk itu, Kementerian ATR/BPN membuka donasi bagi masyarakat yang terdampak. #KementerianATRBPN #sobATRBPNTT 2 2 47","#REPOST Kementerian ATR/BPN Saat ini saudara kita di Provinsi Aceh, Sumatra Utara, dan Sumatra Barat sedang mengalami musibah banjir serta longsor. Untuk itu, Kementerian ATR/BPN membuka donasi bagi masyarakat yang terdampak. #KementerianATRBPN #sobATRBPNTT 2 2 47",netral,1,2025-12-02,banjir Aceh
3808,"Banjir di Kebon Pala, Jatinegara, Jaktim, mulai surut. Warga membersihkan rumah dan menyerok air, genangan tersisa di bawah 50 cm. Sempat Kebanjiran, Begini Kondisi Terkini Permukiman di Kebon Pala Jaktim Dari news.detik.com 1 2 rb","Banjir di Kebon Pala, Jatinegara, Jaktim, mulai surut. Warga membersihkan rumah dan menyerok air, genangan tersisa di bawah 50 cm. Sempat Kebanjiran, Begini Kondisi Terkini Permukiman di Kebon Pala Jaktim Dari news.detik.com 1 2 rb",netral,1,2025-12-06,rumah kebanjiran
7570,"Membalas  @GEGAR_official Mereka ditawarkan sebuah rumah usang di kawasan yang sering dilanda banjir tetapi sewa mereka masih agak tinggi - RM650 sebulan. Selagi mereka tidak dapat dana untuk baiki rumah baru mereka, mereka juga terus terdedah kepada bencana banjir dan perubahan iklim yang semakin teruk. 1 45","Membalas @GEGAR_official Mereka ditawarkan sebuah rumah usang di kawasan yang sering dilanda banjir tetapi sewa mereka masih agak tinggi - RM650 sebulan. Selagi mereka tidak dapat dana untuk baiki rumah baru mereka, mereka juga terus terdedah kepada bencana banjir dan perubahan iklim yang semakin teruk. 1 45",netral,1,2025-12-09,banjir terus
7599,Membalas  @Beritasatu BNPB memastikan seluruh daerah terdampak banjir bandang dan longsor di Aceh serta Sumatera sudah menerima logistik. Kepala BNPB Suharyanto menegaskan distribusi terus dipantau karena sebagian wilayah hanya bisa dijangkau melalui udara. 1 2 190,Membalas @Beritasatu BNPB memastikan seluruh daerah terdampak banjir bandang dan longsor di Aceh serta Sumatera sudah menerima logistik. Kepala BNPB Suharyanto menegaskan distribusi terus dipantau karena sebagian wilayah hanya bisa dijangkau melalui udara. 1 2 190,netral,1,2025-12-08,banjir terus
7581,"Update Donas Tanggal 8 Desember 2025 Pukul 18.00 WIB Sejumlah Rp. 49.645.000,-  PMI Kota Cilegon terus menggalang donasi peduli bencana banjir & longsor di Sumatera.  #PeduliSumatera #PMIKotaCilegon #PMISelaluBantu #Cilegon 2 129","Update Donas Tanggal 8 Desember 2025 Pukul 18.00 WIB Sejumlah Rp. 49.645.000,- PMI Kota Cilegon terus menggalang donasi peduli bencana banjir & longsor di Sumatera. #PeduliSumatera #PMIKotaCilegon #PMISelaluBantu #Cilegon 2 129",netral,1,2025-12-08,banjir terus
4989,Membalas  @ulil Jangan lagi salahkan wahabi lingkungan ya lil  @ulil    pasca banjir sumatera 77,Membalas @ulil Jangan lagi salahkan wahabi lingkungan ya lil @ulil pasca banjir sumatera 77,negatif,0,2025-11-29,banjir lagi ya
2162,"Harga diri kita di injak-injak, seakan tidak dianggap ada, pilihan kita hanya dua  Diam atau melawan. #PrayForSumatera  #SumateraMelawa 17 120 274 4 rb","Harga diri kita di injak-injak, seakan tidak dianggap ada, pilihan kita hanya dua Diam atau melawan. #PrayForSumatera #SumateraMelawa 17 120 274 4 rb",negatif,0,2025-11-29,#PrayForSumatera
2436,"Hoaks tsunami di Pidie Jaya memicu kepanikan massal di tengah banjir bandang dan longsor. Ribuan warga berlari ke pegunungan dalam gelap, dihantui trauma 2004. #KabarNetID #PidieJaya #Aceh #HoaksTsunami #CekFakta #LawanHoaks 1 36","Hoaks tsunami di Pidie Jaya memicu kepanikan massal di tengah banjir bandang dan longsor. Ribuan warga berlari ke pegunungan dalam gelap, dihantui trauma 2004. #KabarNetID #PidieJaya #Aceh #HoaksTsunami #CekFakta #LawanHoaks 1 36",negatif,0,2025-12-02,banjir Aceh
2128,bantuan ke sibolga sesedikit itukah??? atau masih blm ada??? di sibolga udh terjadi penjarahan dimana² #PrayForSibolga #PrayForSumatera 1 2 101,bantuan ke sibolga sesedikit itukah??? atau masih blm ada??? di sibolga udh terjadi penjarahan dimana² #PrayForSibolga #PrayForSumatera 1 2 101,negatif,0,2025-11-29,#PrayForSumatera
3958,Brimob Polda Sumut sigap banget evakuasi warga lanjut usia di tengah kondisi banjir. Upaya kayak gini penting banget buat Pemulihan Awal Kebangkitan di daerah terdampak  #KerjasamaUntukSumatera 5,Brimob Polda Sumut sigap banget evakuasi warga lanjut usia di tengah kondisi banjir. Upaya kayak gini penting banget buat Pemulihan Awal Kebangkitan di daerah terdampak #KerjasamaUntukSumatera 5,positif,2,2025-12-11,evakuasi banjir
233,TNI masih bersihkan lumpur sisa banjir di Tapteng  Aceh Sumatra Pulih 23,TNI masih bersihkan lumpur sisa banjir di Tapteng Aceh Sumatra Pulih 23,positif,2,2026-01-11,banjir Aceh
4672,"Ga tega bgt liat mbak yg bantu beres"" rumah, bela""in masuk kerja demi nerima gaji mingguan buat anak-anaknya makan  mana katanya wilayah dia dpt banjir susulan krn tanggul jebol dan belum dapat bantuan sama sekali, yaampun mau marah sama pemerintah  125","Ga tega bgt liat mbak yg bantu beres"" rumah, bela""in masuk kerja demi nerima gaji mingguan buat anak-anaknya makan mana katanya wilayah dia dpt banjir susulan krn tanggul jebol dan belum dapat bantuan sama sekali, yaampun mau marah sama pemerintah 125",negatif,0,2025-11-29,banjir masuk rumah
4894,"dari mananya letak membaik anjirr ini orang makan makin susah semua2nya beli, lagi kena musibah gini masih dipalakin gilaa bgt pemrentah ini, kapan ya dikirim banjir ke rumah pejabat biar ngerasain gimana susahnya hidup rakyat ini 19","dari mananya letak membaik anjirr ini orang makan makin susah semua2nya beli, lagi kena musibah gini masih dipalakin gilaa bgt pemrentah ini, kapan ya dikirim banjir ke rumah pejabat biar ngerasain gimana susahnya hidup rakyat ini 19",negatif,0,2025-12-05,banjir lagi ya
6787,"Laporan follower dari Aceh : Min, Aceh sudah mulai naik lagi air daerah Pidie Jaya Meureudu (salah satu tempat putus jembatan nasional) menurut berita sudah 1 meter air nya. 3 33 67 2 rb","Laporan follower dari Aceh : Min, Aceh sudah mulai naik lagi air daerah Pidie Jaya Meureudu (salah satu tempat putus jembatan nasional) menurut berita sudah 1 meter air nya. 3 33 67 2 rb",netral,1,2025-12-06,air naik
7906,loh apa salahnya kejar ambisi yg salah itu yg korupsi yg bikin rakyat sengsara spt di aceh .. hutan digunduli akhirnya longsor banjir bandang .. anies berambisi untuk mengakhiri kesengsaraan dgn cara merebut kekuasaan yg disyahkan oleh undang undang yaitu lewat partai politik,loh apa salahnya kejar ambisi yg salah itu yg korupsi yg bikin rakyat sengsara spt di aceh .. hutan digunduli akhirnya longsor banjir bandang .. anies berambisi untuk mengakhiri kesengsaraan dgn cara merebut kekuasaan yg disyahkan oleh undang undang yaitu lewat partai politik,negatif,0,2025-12-30,banjir bandang
683,Hari Ketiga Pasca Banjir Desa Wani: Tim SAR Gabungan Fokus Bersihkan Lumpur dan Evakuasi Pohon Tumbang   Tim Produksi Humas Korps Brimob Polri  #PrayForSumatra #Polriuntukmasyarakat #BrimobUntukNusadanBangsa #Jiwaragakudemikemanusiaan #humaskorbrimobpolri 1 34,Hari Ketiga Pasca Banjir Desa Wani: Tim SAR Gabungan Fokus Bersihkan Lumpur dan Evakuasi Pohon Tumbang Tim Produksi Humas Korps Brimob Polri #PrayForSumatra #Polriuntukmasyarakat #BrimobUntukNusadanBangsa #Jiwaragakudemikemanusiaan #humaskorbrimobpolri 1 34,positif,2,2026-01-13,banjir
5727,"Perbaikan infrastruktur kelistrikan di daerah terdampak banjir bandang dan longsor di Aceh hadapi tantangan berat. #Ekonomi #AdadiKompas kompas.id Masih Banyak Lokasi Terisolasi, Pemulihan Listrik di Aceh Lebih Lama Perbaikan infrastruktur kelistrikan di daerah terdampak banjir bandang dan longsor di Aceh hadapi tantangan berat. 35","Perbaikan infrastruktur kelistrikan di daerah terdampak banjir bandang dan longsor di Aceh hadapi tantangan berat. #Ekonomi #AdadiKompas kompas.id Masih Banyak Lokasi Terisolasi, Pemulihan Listrik di Aceh Lebih Lama Perbaikan infrastruktur kelistrikan di daerah terdampak banjir bandang dan longsor di Aceh hadapi tantangan berat. 35",negatif,0,2025-12-09,banjir Aceh
6255,"Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia.com Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang. 210","Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar cnbcindonesia.com Update BNPB: 964 Orang Meninggal Akibat Bencana di Aceh-Sumut-Sumbar BNPB melaporkan 964 korban meninggal akibat banjir dan tanah longsor di Aceh, Sumut, dan Sumbar. Total pengungsi mencapai 894.101 orang. 210",negatif,0,2025-12-09,Sumbar
3987,Membalas  @KangManto123 Karena alasan inilah sebenarnya yg menyebabkan pemerintah pusat tdk mau menetapkan status bencana nasional karena takut kegilaannya dilihat pihak asing secara langsung. Jadi alasan utk harga diri bangsa itu cuma bullshit. 1 4 446,Membalas @KangManto123 Karena alasan inilah sebenarnya yg menyebabkan pemerintah pusat tdk mau menetapkan status bencana nasional karena takut kegilaannya dilihat pihak asing secara langsung. Jadi alasan utk harga diri bangsa itu cuma bullshit. 1 4 446,negatif,0,2025-12-30,pemerintah
3519,"Membalas  @__AnakKolong Knp Tdk Mau Jujur gakui Kalau itu Akibat Kebijakan yg NGAWUR ! Klpun Krn Perubahan Iklim/Iklim nya extrem jika Alamnya tdk di RUSAK ,kl Banjir pst tdk separah di Aceh Sumut Sumbar. Ibarat bdn kita,kl Imun tubuhnya bagus dibarengi dg jaga Pola Hdp yg baik. Kl skit pst tdk parah. 1 2 106","Membalas @__AnakKolong Knp Tdk Mau Jujur gakui Kalau itu Akibat Kebijakan yg NGAWUR ! Klpun Krn Perubahan Iklim/Iklim nya extrem jika Alamnya tdk di RUSAK ,kl Banjir pst tdk separah di Aceh Sumut Sumbar. Ibarat bdn kita,kl Imun tubuhnya bagus dibarengi dg jaga Pola Hdp yg baik. Kl skit pst tdk parah. 1 2 106",negatif,0,2025-12-30,Sumbar
2401,"Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa  ""Kita bergerak cepat agar masyarakat yang masih terjebak banjir tidak kekurangan logistik. Semua ini akan segera kita salurkan ke titik-titik terdampak,"" Muzakir Manaf, Gubernur Aceh aceh.tribunnews.com Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa - Serambinews.com Bantuan logistik untuk korban bencana banjir yang dikirim melalui laut, mulai berlabuh di Lhokseumawe dan Langsa. 1 208","Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa ""Kita bergerak cepat agar masyarakat yang masih terjebak banjir tidak kekurangan logistik. Semua ini akan segera kita salurkan ke titik-titik terdampak,"" Muzakir Manaf, Gubernur Aceh aceh.tribunnews.com Bantuan dari Laut Mulai Berlabuh Ke Lhokseumawe dan Langsa - Serambinews.com Bantuan logistik untuk korban bencana banjir yang dikirim melalui laut, mulai berlabuh di Lhokseumawe dan Langsa. 1 208",negatif,0,2025-12-02,banjir Aceh
5412,Membalas  @_bangagoengDuA  dan  @prabowo Jancok #OrdeOmonOmon #PrayForSumatera 1 23,Membalas @_bangagoengDuA dan @prabowo Jancok #OrdeOmonOmon #PrayForSumatera 1 23,negatif,0,2025-12-07,#PrayForSumatera
81,Membalas  @detikcom Karena retreat di Magelang  gagal total hal ini bisa dilihat dari respon masyarakat atas penanganan korban banjir bandang Sumatra  Keberhasilan retreat Magelang hanya menciptakan manusia yg patuh thd pencitraan  @prabowo  dgn sikap penjilatnya  Retreat di Hambalang hanya OMON OMON 18,Membalas @detikcom Karena retreat di Magelang gagal total hal ini bisa dilihat dari respon masyarakat atas penanganan korban banjir bandang Sumatra Keberhasilan retreat Magelang hanya menciptakan manusia yg patuh thd pencitraan @prabowo dgn sikap penjilatnya Retreat di Hambalang hanya OMON OMON 18,negatif,0,2026-01-06,Banjir Bandang Sumatra
5084,"Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen radarlawu.jawapos.com Kontroversi Memuncak: TPL Hadapi Tuduhan Deforestasi dan Banjir Besar, Begini Jawabannya! - Radar... Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen 60","Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen radarlawu.jawapos.com Kontroversi Memuncak: TPL Hadapi Tuduhan Deforestasi dan Banjir Besar, Begini Jawabannya! - Radar... Toba Pulp Lestari (TPL) membantah tuduhan sebagai penyebab banjir dahsyat di Sumatra yang menewaskan 604 orang. Begini penjelasan manajemen 60",netral,1,2025-12-02,Penyebab Banjir Sumatra
5845,"Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh Terdampak Banjir dan Longsor suaraaktual.co Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh SUARAAKTUAL.CO - Sumber informasi berita teraktual. 54","Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh Terdampak Banjir dan Longsor suaraaktual.co Usai Bantu Sumut, Pemko Pekanbaru Kirim Bantuan Rp1,5 Miliar ke Aceh SUARAAKTUAL.CO - Sumber informasi berita teraktual. 54",positif,2,2025-12-09,banjir Aceh
1799,"Pesan Natal Prabowo menempatkan kepedulian sebagai nilai utama. Presiden Perkuat Solidaritas dengan mengajak rakyat Indonesia bersatu membantu korban banjir bandang dan longsor di Sumatera. Natal bukan sekadar simbol, tetapi aksi nyata. Pesan Natal 2025, Presiden Prabowo Ajak Gotong Royong untuk Sumatra Dari kabar24.bisnis.com 18","Pesan Natal Prabowo menempatkan kepedulian sebagai nilai utama. Presiden Perkuat Solidaritas dengan mengajak rakyat Indonesia bersatu membantu korban banjir bandang dan longsor di Sumatera. Natal bukan sekadar simbol, tetapi aksi nyata. Pesan Natal 2025, Presiden Prabowo Ajak Gotong Royong untuk Sumatra Dari kabar24.bisnis.com 18",negatif,0,2025-12-25,Banjir Sumatra 2025
1918,Prabowo Tanpa Lelah menegaskan pemulihan infrastruktur dan kebutuhan dasar adalah langkah prioritas Pemulihan Pasca Bencana bagi masyarakat yang ingin segera bangkit Prabowo Setujui Bantuan Rp60 Juta per Rumah untuk Korban Banjir Bandang di Aceh & Sumatra ·... Dari ifakta.co 27,Prabowo Tanpa Lelah menegaskan pemulihan infrastruktur dan kebutuhan dasar adalah langkah prioritas Pemulihan Pasca Bencana bagi masyarakat yang ingin segera bangkit Prabowo Setujui Bantuan Rp60 Juta per Rumah untuk Korban Banjir Bandang di Aceh & Sumatra ·... Dari ifakta.co 27,negatif,0,2025-12-12,Banjir Sumatra 2025
5659,"Banjir bandang di Aceh, Sumatera Utara, dan Sumatera Barat menimbulkan kerusakan luas. Jalan dan jembatan terputus, rumah bertumpuk di atas rumah, permukiman tertutup lumpur, dan deretan luka lain yang belum seluruhnya terucap.  Presiden dan para menteri turun langsung menjejak Tampilkan lebih banyak 1 7 10 6 rb","Banjir bandang di Aceh, Sumatera Utara, dan Sumatera Barat menimbulkan kerusakan luas. Jalan dan jembatan terputus, rumah bertumpuk di atas rumah, permukiman tertutup lumpur, dan deretan luka lain yang belum seluruhnya terucap. Presiden dan para menteri turun langsung menjejak Tampilkan lebih banyak 1 7 10 6 rb",negatif,0,2025-12-09,banjir Aceh
2003,"Membalas  @starfess Stay safe teman teman, semoga lekas pulih untuk yang terdampak  #AllEyesOnSumatera  #PrayForSumatera  #PrayForTapanuli  #PrayForSibolga  #PrayForAceh 41","Membalas @starfess Stay safe teman teman, semoga lekas pulih untuk yang terdampak #AllEyesOnSumatera #PrayForSumatera #PrayForTapanuli #PrayForSibolga #PrayForAceh 41",positif,2,2025-11-29,#PrayForSumatera
557,"Hujan deras yang kembali mengguyur Kota Sibolga, Sumatera Utara, membuat air Sungai Aek Doras meluap, Jumat (2/1/2026). Kondisi ini membuat warga sekitar cemas lantara banjir bandang yang dikhawatirkan akan kembali menerjang. 201","Hujan deras yang kembali mengguyur Kota Sibolga, Sumatera Utara, membuat air Sungai Aek Doras meluap, Jumat (2/1/2026). Kondisi ini membuat warga sekitar cemas lantara banjir bandang yang dikhawatirkan akan kembali menerjang. 201",negatif,0,2026-01-02,banjir Sumatera Utara
2544,"Membalas  @likyled Pengalaman bencana gempa Aceh (2004), Nias (2005) Padang (2009). Bencana longsor dan banjir jg bukan pertama kali. Daerah harusnya sdh siap dgn bencana besar. Pusat backup. Semuanya tidak harus dengan status bencana nasional. 1 76","Membalas @likyled Pengalaman bencana gempa Aceh (2004), Nias (2005) Padang (2009). Bencana longsor dan banjir jg bukan pertama kali. Daerah harusnya sdh siap dgn bencana besar. Pusat backup. Semuanya tidak harus dengan status bencana nasional. 1 76",netral,1,2025-12-16,banjir Padang
6557,"*PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional* satuju.com PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional Jakarta, Satuju.com - Banjir yang menerjang kawasan bagian utara Sumatera, yakni Aceh, Sumatera Utara, dan Sumatera Barat, didukung PDIP untuk ditetapkan menjadi bencana nasional. PDIP mendukung 30","*PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional* satuju.com PDIP Minta Pemerintah Naikkan Status Banjir Aceh–Sumut–Sumbar Jadi Bencana Nasional Jakarta, Satuju.com - Banjir yang menerjang kawasan bagian utara Sumatera, yakni Aceh, Sumatera Utara, dan Sumatera Barat, didukung PDIP untuk ditetapkan menjadi bencana nasional. PDIP mendukung 30",netral,1,2025-12-08,Sumbar
8542,"Pemikiran Cerdas Seorang Warga Saat Diwawancarai Mengenai Banjir dan Longsor “Banjir Bandang Bolehlah Datangnya Dari Hujan, Tapi Gelondongan Kayu Ini Tidak Mungkin Datang Dari Awan. Kalau Bukan Dari Gergaji² Yg Disebabkan Oleh Tangan² Jahil Manusia”","Pemikiran Cerdas Seorang Warga Saat Diwawancarai Mengenai Banjir dan Longsor “Banjir Bandang Bolehlah Datangnya Dari Hujan, Tapi Gelondongan Kayu Ini Tidak Mungkin Datang Dari Awan. Kalau Bukan Dari Gergaji² Yg Disebabkan Oleh Tangan² Jahil Manusia”",negatif,0,2025-11-29,banjir bandang
8004,Saat rumah terendam harapan dijaga Projo Peduli Bencana bersama rakyat Sumatera Bersama Budi Arie Setiadi Projo Setia Digaris Rakyat mendukung pemulihan dan kerja keras pemerintah,Saat rumah terendam harapan dijaga Projo Peduli Bencana bersama rakyat Sumatera Bersama Budi Arie Setiadi Projo Setia Digaris Rakyat mendukung pemulihan dan kerja keras pemerintah,positif,2,2025-12-18,rumah terendam
5494,Satu lagi kerja penanganan bencana yang perlu diapresiasi nih. Thx to ⁦ @pln_123 ⁩ #prayforsumatera #salingbantu Afrizal Saputra (@afrizal_pby) on Threads Dari threads.com 45,Satu lagi kerja penanganan bencana yang perlu diapresiasi nih. Thx to ⁦ @pln_123 ⁩ #prayforsumatera #salingbantu Afrizal Saputra (@afrizal_pby) on Threads Dari threads.com 45,positif,2,2025-12-06,#PrayForSumatera
8221,"Bencana banjir bandang dan tanah longsor Sumatra Utara,  Barat, dan Aceh menarik perhatian luas media asing, seperti Associated Press, New York Times, Reuters, hingga ABC Net. Kantor-kantor berita global soroti parahnya dampak bencana, terutama terkait dugaan kuat adanya peran","Bencana banjir bandang dan tanah longsor Sumatra Utara, Barat, dan Aceh menarik perhatian luas media asing, seperti Associated Press, New York Times, Reuters, hingga ABC Net. Kantor-kantor berita global soroti parahnya dampak bencana, terutama terkait dugaan kuat adanya peran",negatif,0,2025-12-05,Dampak Banjir Sumatra
5972,"Menurut Barita Simanjuntak selaku Ketua Tenaga Ahli Jaksa Agung sekaligus Juru Bicara (Jubir) Satuan Tugas Penertiban Kawasan Hutan (Satgas PKH), Jaksa Agung akan menegakkan hukum terkait penyebab banjir dan longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat.  Baca di Tampilkan lebih banyak 7 5 11 3 rb","Menurut Barita Simanjuntak selaku Ketua Tenaga Ahli Jaksa Agung sekaligus Juru Bicara (Jubir) Satuan Tugas Penertiban Kawasan Hutan (Satgas PKH), Jaksa Agung akan menegakkan hukum terkait penyebab banjir dan longsor yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. Baca di Tampilkan lebih banyak 7 5 11 3 rb",netral,1,2025-12-08,banjir Sumatera Utara
