id,text_with_emoticon,sentimen_old,label_llm,confidence,reason,review_label
2378,"Membalas @madokafc1 @HidupJokoWick dan @MilitaryObs_ID Tapi bantuan logistik obat2 itu memang lebih cepat Malaysia, coba cek berita mas, Malaysia kirim satu pesawat penuh obat senilai 1 juta Ringgit, ke bandara sultan Iskandar muda kota Banda Aceh, di hari kedua atau ketiga setelah berita banjir besar di Sumatra 4 568",positif,positif,76,(dry-run) label simulasi untuk id 2378,
2391,"Membalas @ekageka_ Di tengah banjir Aceh Utara, tim SPPG tetap gercep nyediain Makanan Bergizi Gratis buat anak-anak & masyarakat terdampak. Ini baru namanya solid. ​Bapak Prabowo Subianto juga sempet apresiasi dapur MBG di Kutacane. Totalitas tanpa batas! 72",positif,positif,68,(dry-run) label simulasi untuk id 2391,
2393,"MENCEKAM... LISTRIK PADAM, AKSES INTERNET TERPUTUS, 4 DESA HILANG... ACEH DILANDA BANJIR DAHSYAT LEBIH PARAH DARI MUSIBAH SUNAMI TEMPO HARI HINGGA MENGAKIBATKAN 4 DESA HILANG TANPA BEKAS TERSAPU BANJIR.... #HukumMatiPembalakHutan #HukumMatiPembalakHutan 37 34 480",negatif,negatif,72,(dry-run) label simulasi untuk id 2393,
2395,"Air bisa diprediksi, karakter manusia tidak. Laporan lapangan menunjukkan harga beras, mie instan, air minum, dan bahan bakar melonjak hingga 50%, rak pasar kosong, sementara di gudang spekulan, barang menumpuk menunggu “harga naik”. aceh.tribunnews.com Banjir Bukan Takdir, Tapi Buah Keserakahan - Serambinews.com Dalam tradisi Islam, ihtikar, menimbun barang demi keuntungan saat kelangkaan, adalah dosa publik. 53",negatif,positif,61,(dry-run) label simulasi untuk id 2395,
2409,"Banjir Aceh itu mengingatkan saya banjir di Mojokerto awal tahun 2004. Bukan banjir yang menggenang karena curah hujan. Namun banjir bandang yang disebabkan ada tanggul yang jebol di dataran tinggi. Memang karena curah hujan juga, tapi lebih karena ""dikirim"" dari daerah yang Tampilkan lebih banyak 3 12 46 6 rb",netral,negatif,82,(dry-run) label simulasi untuk id 2409,
2411,"7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan #BanjirLandaAceh #7RumahHilang #Bupati #AntarBantuan #Tangse aceh.tribunnews.com 7 Rumah 2 Balai Pengajian di Blang Pandak Hilang Disapu Banjir, Bupati Pidie dan BNPB Antar Bantuan... Bupati Pidie, H Sarjani Abdullah SH MH mengunjungi lokasi terdampak banjir di Gampong Blang Pandak, Kecamatan Tangse, Pidie. 62",negatif,negatif,58,(dry-run) label simulasi untuk id 2411,
2413,"Banjir Aceh-Sumatra, IDAI Harap Pemerintah Tetapkan Bencana Nasional idntimes.com Banjir Aceh-Sumatra, IDAI Harap Pemerintah Tetapkan Bencana Nasional IDAI meminta pemeritah untuk menetapkan peristiwa banjir dan tanah longsor di Aceh, Sumatra Barat dan Sumatra Utara sebagai bencana nasional. 33",netral,netral,60,(dry-run) label simulasi untuk id 2413,
2418,Kerja Nyata Relawan SPPG MBG Tanah Jambo Aye Aceh bekerja keras mendistribusikan paket MBG utk anak-anak pengungsi banjir di beberapa wilayah Aceh. Bantuan MBG ini utk memenuhi kebutuhan gizi para pengungsi yg terdampak bencana alam. #LanjutkanMBG Pecat Aceh Desember Sumatera 77,positif,netral,60,(dry-run) label simulasi untuk id 2418,
2429,"#REPOST Kementerian ATR/BPN Saat ini saudara kita di Provinsi Aceh, Sumatra Utara, dan Sumatra Barat sedang mengalami musibah banjir serta longsor. Untuk itu, Kementerian ATR/BPN membuka donasi bagi masyarakat yang terdampak. #KementerianATRBPN #sobATRBPNTT 2 2 47",netral,netral,56,(dry-run) label simulasi untuk id 2429,
2455,"Gunung Dikeruk, Banjir Mengintai! Tambang Galian C Padang Disorot #tambang #banjirsumatera #ancaman 59",negatif,negatif,74,(dry-run) label simulasi untuk id 2455,
2457,"Akun parodi Dari IG info.minang Kawasan Batu Busuk di Kota Padang kembali dilanda banjir Selasa (30/12) sore... Begitu juga Nagari Saniang Baka di Kabupaten Solok banjir kembali terulang, Selasa (30/12)... 5 5 599",negatif,negatif,60,(dry-run) label simulasi untuk id 2457,
2464,**Kayu Lapuk.. Mgkin yg ngomong itu sdh Lapuk'an.. #bencana #banjir #longsor #tifa #rismon #jokowi #sumatra #aceh #sibolga #padang #jawa 57,negatif,negatif,58,(dry-run) label simulasi untuk id 2464,
2511,"Membalas @pulupuluextra @arman_dhani dan @ssunniestd Di Padang & Palu bencananya GEMPA. di aceh, sumbar, sumut bencananya BANJIR Bandang yg disebabkan deforestisasi. Ga lihat apa kayu gelondongan gede2 ikut hanyut? 182",negatif,netral,97,(dry-run) label simulasi untuk id 2511,
2513,"Viral Evakuasi Ibu Hamil di Padang Jelang Lahiran, Jalan Putus Akibat Banjir Salurkan bantuan antum ke: * BSI 7800-000-658 Konfirmasi Transfer : * ⁠⁠0859-2340-0001 (Admin Little Project) Mari follow @littleproject .idn #PrayForSumatera #BencanaSumatera #BanjirAceh 1 63",positif,negatif,55,(dry-run) label simulasi untuk id 2513,
2544,"Membalas @likyled Pengalaman bencana gempa Aceh (2004), Nias (2005) Padang (2009). Bencana longsor dan banjir jg bukan pertama kali. Daerah harusnya sdh siap dgn bencana besar. Pusat backup. Semuanya tidak harus dengan status bencana nasional. 1 76",netral,netral,67,(dry-run) label simulasi untuk id 2544,
2545,"Hallo #SahabatTangguh! Pemerintah mengoptimalkan distribusi air bersih bagi masyarakat terdampak banjir dan longsor di Kabupaten Padang Pariaman, Provinsi Sumatera Barat. Upaya ini dilakukan bersama 36",netral,positif,86,(dry-run) label simulasi untuk id 2545,
2559,Zigo Rolanda Desak Pemulihan Cepat Akses Jalan Padang-Bukittinggi Usai Banjir Bandang #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia Berita Golkar - Zigo Rolanda Desak Pemulihan Cepat Akses Jalan Padang-Bukittinggi Usai Banjir... Dari golkarpedia.com 2 34,netral,netral,55,(dry-run) label simulasi untuk id 2559,
2563,"Hujan lebat memicu banjir bandang susulan di Padang, Sumatera Barat pada 14 Desember, video ini merekam momen menegangkan saat tim evakuasi berusaha menyelamatkan delapan warga yang terjebak di tengah derasnya arus. 88",netral,netral,64,(dry-run) label simulasi untuk id 2563,
2628,"Banjir merusak rumah namun tidak memadamkan harapan, Janji Rumah Zulhas ditegaskan Zulkifli Hasan sebagai komitmen nyata untuk rakyat Sumatera Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 17",negatif,negatif,64,(dry-run) label simulasi untuk id 2628,
2629,"Akun parodi Kita sambut optimisme baru di tengah duka Zulkifli Hasan membuka jalan dengan Janji Rumah Zulhas Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Dari detik.com 21",positif,positif,58,(dry-run) label simulasi untuk id 2629,
2632,"Zulkifli Hasan dengan Janji Rumah Zulhas datang ke tempat bencana Sumatera dengan pasokan bantuan yang 2 kali lipat banyaknya. Meringankan beban saudara kami di Sumatera detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 24",negatif,negatif,75,(dry-run) label simulasi untuk id 2632,
2634,"Cuma pak Zulkifli Hasan yang gerak cepat bantu warga Sumatera yang terdampak bencana. Pasokan bantuan tersalurkan dengan cepat dan Janji Rumah Zulhas melahirkan kembali semangat para korban untuk menata hidup kembali lebih baik detik.com Kunjungi Padang, Zulhas Janji Pasokan Pangan 2 Kali Lipat untuk Korban Banjir Menkop Pangan Zulkifli Hasan kunjungi posko bencana banjir di Padang, janjikan pasokan pangan dua kali lipat untuk korban dan rencanakan pembangunan rumah. 1 21",negatif,positif,75,(dry-run) label simulasi untuk id 2634,
2658,Membalas @Heraloebss Kalo sawit yg disalahkan kok gak ada banjir bandang di propinsi Riau?? Padahal punya lahan 4 juta hektare 10 kali lipat lebih besar yg ada di Aceh? Jawabannya adalah pemuja Anies Baswedan anti sawit sebagai energi terbarukan..!! 2 1 6 410,negatif,negatif,68,(dry-run) label simulasi untuk id 2658,
2677,Pesan Natal Prabowo menguatkan hati bangsa saat Presiden Perkuat Solidaritas di tengah cobaan Natal menjadi seruan kasih untuk bersama membantu saudara kita korban banjir bandang dan longsor di Sumatera Prabowo: Selamat Natal dan Tahun Baru 2026 - ANTARA News Jambi Dari jambi.antaranews.com 14,negatif,negatif,66,(dry-run) label simulasi untuk id 2677,
2711,"Rabu, 10/12 PT SGPJB menyerahkan donasi bantuan penyintas Banjir Sumatera. Bantuan diserahkan Direktur General Affairs PT SGPJB, Tumpal Sirait, kepada Bupati Tapanuli Selatan, Gus Irawan Pasaribu, di Posko Tanggap Darurat Bencana Banjir & Tanah Longsor Kabupaten Tapanuli Selatan. 49",positif,netral,68,(dry-run) label simulasi untuk id 2711,
2737,"Pemerintah Kota Palembang, Sumatera Selatan menggelar kegiatan sholawat akbar untuk mengajak warga mendoakan khususnya kepada korban banjir di Sumatera Barat, Sumatera Utara, dan Aceh. Pemkot Palembang gelar sholawat akbar untuk doakan korban banjir di Sumatra - ANTARA News Bengkulu Dari bengkulu.antaranews.com 88",negatif,positif,72,(dry-run) label simulasi untuk id 2737,
2766,"Saat Aceh dilanda banjir dan longsor, sorotan tertuju pada tanggung jawab pemimpin daerah. Pernyataan Presiden menegaskan bahwa kehadiran pemimpin di lapangan bukan sekadar formalitas—itu kewajiban. kompas.com Prabowo Sentil Keras Bupati Aceh Selatan, Minta Mendagri Ambil Tindakan Tegas Prabowo soroti Bupati Aceh Selatan yang umrah tanpa izin saat banjir melanda wilayahnya dan meminta Mendagri segera ambil tindakan tegas. 23",positif,positif,64,(dry-run) label simulasi untuk id 2766,
2784,"Bupati Aceh Selatan di Pecat Gerindra dari Ketua DPC, Imbas Umrah saat Bencana Banjir Longsor di Sumatera riau24.com Bupati Aceh Selatan di Pecat Gerindra dari Ketua DPC, Imbas Umrah saat Bencana Banjir Longsor di... Partai Gerindra mengambil sikap tegas terhadap Mirwan MS, Ketua DPC Gerindra Aceh Selatan, yang juga Bupati wilayah tersebut. 40",negatif,netral,71,(dry-run) label simulasi untuk id 2784,
2787,"Usai meninjau wilayah terdampak bencana di Kabupaten Tapanuli Selatan, Sumatera Utara, Wapres Gibran Rakabuming melanjutkan rangkaian peninjauan lapangan ke sejumlah wilayah terdampak bencana di Kabupaten Aceh Singkil, Aceh, Kamis, 4 Desember 2025. indomedia.co Wapres Tinjau Dampak Banjir dan Longsor Aceh Singkil Usai meninjau wilayah terdampak bencana di Kabupaten Tapanuli Selatan, Sumatera Utara, Wakil Presiden (Wapres) Gibran Rakabuming melanjutkan rangkaian peninjauan lapangan ke sejumlah wilayah terdam... 97",netral,positif,96,(dry-run) label simulasi untuk id 2787,
2794,"Wakil Presiden Gibran Rakabuming Raka mencatat langsung keluhan para korban banjir bandang dan longsor di dua posko pengungsian di Tapanuli Selatan (Tapsel), Sumatera Utara, Kamis (4/12/2025). Ia membawa buku saku yang sudah digunakannya sejak kunjungan ke Kabupaten Agam, Tampilkan lebih banyak 68 24 63 32 rb",negatif,positif,70,(dry-run) label simulasi untuk id 2794,
2796,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Semua bekerjasama demi menyalakan kembali harapan masyarakat Sumatera Utara. #PLNUntukSemua 45",positif,positif,66,(dry-run) label simulasi untuk id 2796,
2805,"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",positif,positif,75,(dry-run) label simulasi untuk id 2805,
2808,"Sumsel Kirim 52,9 Ton Bantuan untuk 3 Provinsi Terdampak Banjir Sumatra sumsel.idntimes.com Sumsel Kirim 52,9 Ton Bantuan untuk 3 Provinsi Terdampak Banjir Sumatra Pemerintah Provinsi Sumatra Selatan menyalurkan bantuan sebanyak 52,9 ton bantuan ketiga wilayah terdampak bencana di Sumatra seperti, Aceh, Sumatra Utara dan Sumatra Barat. 39",positif,positif,57,(dry-run) label simulasi untuk id 2808,
2810,"Pemerintah Provinsi Sumatera Selatan akan mengirimkan bantuan 52,9 ton bantuan untuk korban banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat. aceh.tribunnews.com Sumatera Selatan Segera Kirim 52,9 Ton Bantuan untuk Korban Banjir di Aceh, Sumut, dan Sumbar -... Bantuan tersebut meliputi, beras, paket sembako, tenda, obat-obatan serta Alat Pelindung Diri (APD) yang diperlukan oleh para korban bencana banjir 72",negatif,negatif,59,(dry-run) label simulasi untuk id 2810,
2820,"PRAY FOR SUMBAR Kondisi sungai Gunung Nago, Sumatera Barat, Hari Minggu (14/12/2025), sekitar pukul 16: 00 : beritasumbar 26 277 654 41 rb",netral,positif,64,(dry-run) label simulasi untuk id 2820,
2827,"Membalas @KedaiPenaCom hanya sebulan sebelum banjir bandang meluluhlantakkan Batang Toru, Kecamatan Tapanuli Selatan, Sumatera Utara. 1 35",netral,netral,79,(dry-run) label simulasi untuk id 2827,
2839,"Data Korban Bencana di Aceh, Sumbar, Sumut hingga Senin, 1 Desember 2025 Total Korban - 604 orang meninggal dunia - 464 orang hilang - 2.600 korban luka-luka - 1.5 juta warga terdampak - 570 ribu pengungsi Detail korban per wilayah sebagai berikut: Aceh - 156 orang Tampilkan lebih banyak 21 5 rb 6 rb 308 rb",negatif,negatif,71,(dry-run) label simulasi untuk id 2839,
2872,"Duka di Aceh, Sumatera Barat, dan Sumatera Utara adalah duka kita bersama. Karantina Sulawesi Selatan turut berempati dan mendoakan keselamatan seluruh warga terdampak pada musibah banjir dan longsor. Semoga kondisi segera pulih dan masyarakat diberi ketabahan. #PrayForSumatera 1 102",negatif,positif,68,(dry-run) label simulasi untuk id 2872,
2875,"Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi sumsel.idntimes.com Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi Antisipasi dan pengendalian banjir di Palembang masih jadi pekerjaan rumah bagi pemerintah kota (pemkot) saat musim penghujan berlangsung. Salah satu upaya mengatasi kenaikan debit air tersebut dilaku 112",positif,positif,73,(dry-run) label simulasi untuk id 2875,
2879,"Sejumlah video viral di media sosial memperlihatkan kayu gelondongan ikut terseret arus deras saat banjir melanda wilayah Tapanuli Selatan-Tengah, Sumatera Utara, Rabu (26/11/2025). Kepala Dinas Lingkungan Hidup dan Kehutanan (DLHK) Sumatera Utara, Heri Wahyudi Marpaung 2 112",netral,positif,68,(dry-run) label simulasi untuk id 2879,
2898,Membalas @narkosun Terjadi banjir bandang yang sama di sipirok kabupaten Tapanuli Selatan Sumatera Utara 194,netral,negatif,58,(dry-run) label simulasi untuk id 2898,
2900,"Kemkomdigi melaporkan terjadinya gangguan layanan telekomunikasi di Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Selatan dan Kota Sibolga, Provinsi Sumatera Utara imbas bencana banjir dan longsor yang melanda wilayah tersebut pada Rabu (26/11). ""Berdasarkan data sebaran Tampilkan lebih banyak 4 3 698",netral,positif,92,(dry-run) label simulasi untuk id 2900,
2928,"Membalas @illegirl7_twt @0xfullwin dan 2 lainnya coba bayangkan tua hanyut behari2 diatas atap ga makan dan minum air banjir, begitu surut tua gapunya baju gapunya rumah, kelaparan, kehausan,kedinginan, ketakutan tiap malam ditengah kegelapan. Selama sebulan penuh, hidup berdampingan sama mayat yg busuk apakah orng tua kuat? 1 64",negatif,negatif,74,(dry-run) label simulasi untuk id 2928,
2971,banjir mlm mlm 86,negatif,negatif,67,(dry-run) label simulasi untuk id 2971,
2980,Banjir Sumatera 2025 harus jadi pengingat bagi semua pihak untuk pny komitmen yang sama. Salut u/ TPL yg konsisten menjadi industri lestari Buletin Medan (@buletinmedan) • Instagram reel Dari instagram.com 7,positif,netral,74,(dry-run) label simulasi untuk id 2980,
2981,Toba Pulp Lestari sejauh ini selalu konsisten menjadi industri lestari. kita selayaknya mengapresiasi TPL. maju terus toba pulp.. bencana banjir Sumatera adalah pengingat. semoga tidak ada lagi kedepannya Buletin Medan (@buletinmedan) • Instagram reel Dari instagram.com 21,positif,positif,77,(dry-run) label simulasi untuk id 2981,
2997,"Membalas @steffaniBPM ada kolega yang bapake yo wes ngono iku tapi dia acab. ada juga yang keluarganya oligarchhh dan ga pernah peduli soal peringatan darurat, banjir di sumatra, dst dst. ada yang bukan sapa2 tapi ga peduli juga. ada yang bukan sapa2 tapi vokal soal isu sosial. 1 129",netral,netral,79,(dry-run) label simulasi untuk id 2997,
2998,"Cerita Warga Aceh Tamiang saat Banjir Datang, Bertahan di Atap dengan Kondisi Gelap Gulita: Cuma Bisa Teriak Minta Tolong jurnalnews.id Cerita Warga Aceh Tamiang saat Banjir Datang, Bertahan di Atap dengan Kondisi Gelap Gulita: Cuma... Usai banjir datang, listrik terputus dan membuat malam gelap gulita saat para warga berteriak minta tolong kepada tim penyelamat. Sampai m 23",negatif,negatif,64,(dry-run) label simulasi untuk id 2998,
3011,"guys hari ini kita turut berduka cita atas bencana banjir yang menimpa Sumatera. khususnya di Aceh. mengapa begitu? karena hari ini 21 tahun silam kita mengenang tragedi mahadahsyat yang takkan pernah lupa oleh masyarakat Aceh, Gempa dan Tsunami Samudra Hindia 2004. 1 203",negatif,negatif,72,(dry-run) label simulasi untuk id 3011,
3034,"Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pasca-bencana. #Lingkungan #AdadiKompas kompas.id Starbucks Bantu Korban Banjir Sumatera Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pascabencana. 1 327",negatif,positif,91,(dry-run) label simulasi untuk id 3034,
3039,Kepolisian Daerah Nusa Tenggara Barat mengirim satu satuan setingkat kompi atau setara 100 personel Brimob untuk membantu pemulihan pascabencana banjir bandang di Aceh Tamiang. Polda NTB kirim satu SSK Brimob bantu pemulihan di Aceh Tamiang Dari antaranews.com 537,positif,netral,83,(dry-run) label simulasi untuk id 3039,
3075,Membalas @BANGSAygSUJUD @prabowo dan 10 lainnya Perhatian Presiden Prabowo begitu besar pd rakyat Aceh Sumut Sumbar Saat ini bencana banjir mengancam semua wilayah namun semua maklum bila Presiden fokus pd Sumatera 1 2 76,negatif,positif,65,(dry-run) label simulasi untuk id 3075,
3107,"Sejak hari pertama, penanganan bencana banjir dan longsor besar di Sumatera telah ditetapkan sebagai skala nasional. Presiden RI Prabowo Subianto turun langsung meninjau daerah terdampak, khususnya di Sumatera Barat. 1 rb",positif,positif,57,(dry-run) label simulasi untuk id 3107,
3171,Direktorat Tindak Pidana Tertentu Badan Reserse Kriminal Polri menyelidiki temuan kayu gelondongan yang diduga terbawa banjir bandang di wilayah Aceh Tamiang. Kayu-kayu berukuran besar itu berserakan di sekitar puing-puing bangunan yang tersapu banjir bandang. #infoPKU 2 266,netral,negatif,83,(dry-run) label simulasi untuk id 3171,
3192,ditengah duka banjir sumatera Projo Peduli Bencana tetap Setia Digaris Rakyat mendampingi warga sesuai visi Budi Arie Setiadi dalam solidaritas sosial Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 4,negatif,negatif,72,(dry-run) label simulasi untuk id 3192,
3221,Projo Peduli Bencana di bawah Budi Arie Setiadi Setia Digaris Rakyat menjaga Indonesia saling peduli kuatkan Sumatera bangkit bersama Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 3,positif,negatif,80,(dry-run) label simulasi untuk id 3221,
3226,persatuan nasional adalah kunci dan Projo Peduli Bencana tetap Setia Digaris Rakyat bersama Budi Arie Setiadi memulihkan sumatera dari dampak bencana banjir besar PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 4,negatif,positif,79,(dry-run) label simulasi untuk id 3226,
3241,"Membalas @CNNIndonesia Halo pemimpin negara besar, negara kuat @prabowo ...berkat ulah anda tdk becus menangani korban banjir Sumatra, ada anak2 yg bahkan belum dapat makan. Puaskah anda menyaksikan kondisi demikian??? 107",negatif,negatif,55,(dry-run) label simulasi untuk id 3241,
3254,"Belanda telah berkomitmen memberikan bantuan darurat pemulihan dampak banjir dan longsor sebesar €3 juta (setara dengan Rp586,72 miliar) untuk mendukung masyarakat di Sumatera, demikian pernyataan Kedutaan Besar Belanda. Belanda salurkan bantuan darurat sebesar Rp586,72 miliar untuk korban banjir dan siklon di Sumatera Dari trtindonesia.com 108",negatif,negatif,79,(dry-run) label simulasi untuk id 3254,
3262,"Membalas @Gerindra Hari ini tgl. 17 Desember 2025... Sekian minggu setelah ""banjir besar dan longsor"" di SumBar, SuMut dan Aceh...... Desakan status BENCANA NASIONAL semacam tuit 21. Agsts 18 ini sampe kiamat pun nggak kan ada lagi.... 114",negatif,negatif,71,(dry-run) label simulasi untuk id 3262,
3303,"Wakapolri Komjen Pol. Prof. Dr. Dedi Prasetyo, S.H., M.Hum., M. Si., M.M., meninjau langsung penyaluran bantuan kemanusiaan Polri bagi warga terdampak bencana di Kabupaten Padang Pariaman, Sumatera Barat, Minggu (28/12/2025). Kunjungan tersebut menjadi bagian dari komitmen Polri Tampilkan lebih banyak 45 10 70 3 rb",positif,positif,79,(dry-run) label simulasi untuk id 3303,
3304,Membalas @cikinsausntar2 dan @salam4jari Kayunya di tebang di Mentawai. Mentawai letaknya 150KM di seberang lautan dari Padang. Jadi nggak ada hubungan dengan bencana Sumbar. 99,negatif,negatif,65,(dry-run) label simulasi untuk id 3304,
3324,"Pemerintah mempercepat penyaluran Dana Tunggu Hunian (DTH) bagi korban bencana alam di Sumatera Barat, Sumatera Utara, dan Aceh. #pemerintah #DTH #pancabencana #sumatera #indonesia 26",negatif,negatif,64,(dry-run) label simulasi untuk id 3324,
3326,"Polsek Parongil bersama dengan dengan Porkopinca, Tokoh Agama, Tokoh Pemuda dan Tokoh Organisasi Melaksanakan Acara Doa Bersama Lintas Agama Untuk Korban Bencana Alam Aceh, Sumatera Utara Dan Sumatera Barat di Polsek Parongil instagram.com Polsek Parongil Presisi (@polsekparongilpresisi) • Instagram photos and videos 22",negatif,negatif,69,(dry-run) label simulasi untuk id 3326,
3337,"#Ketua BADKO HMI Sumbar #Ketua Umum SEMMI Sumbar Kami sangat apresiasi atas apa yg telah diberika kepada masyarakat dari POLRI dan kunjungan langsung dari Bapak Wakapolri, semoga dgn bantuan POLRI hari ini Sumatera Barat Pulih & Bangkit Kembali. D Maulana (@minang_kabau_new) • Instagram reel Dari instagram.com 16",positif,positif,66,(dry-run) label simulasi untuk id 3337,
3361,"Hingga Rabu pagi, (3/12/2025), banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat telah menelan 753 korban jiwa. Hanya dalam satu malam, angka itu melonjak 45 orang dari laporan sebelumnya. Update Korban Banjir di Aceh, Sumut dan Sumbar hari Ini: Korban Meninggal Bertambah Jadi 753 Orang... Dari aceh.tribunnews.com 71",negatif,negatif,62,(dry-run) label simulasi untuk id 3361,
3388,"Doa kami untuk masyarakat di Aceh, Sumatera Utara, Sumatera Barat, dan sekitarnya Kesehatan Healthies adalah modal utama untuk bangkit kembali. Yuk, bersama kita saling bantu, saling jaga, saling menguatkan saudara-saudara kita yang sedang tertimpa bencana PRAY FOR SUMATERA 71",positif,positif,68,(dry-run) label simulasi untuk id 3388,
3390,"Tim SAR gabungan pagi ini masih membersihkan lumpur di SMA Negeri 12 Padang pasca banjir yang melanda Sumatera Barat. Sementara siswa tetap belajar dengan sistem daring, Rabu (03/12) pagi. Mth #SAR #Bencana #Pasca #Banjir #Sumatera #Padang 593",netral,negatif,57,(dry-run) label simulasi untuk id 3390,
3420,Kunjungan Direktur OPP bersama Pemimpin Wilayah ke Gudang Rawang Timur dilakukan dalam rangka Monitoring dan Evaluasi untuk memastikan ketersediaan stok pangan pascabencana alam di Sumatera Barat. Melalui pemantauan langsung ini. 35,netral,negatif,56,(dry-run) label simulasi untuk id 3420,
3429,"Yang melanda Aceh, Sumatera Utara, dan Sumatera Barat adalah sebuah krisis ekologis yang meledak. Bencana ini tidak boleh berlalu begitu saja sebagai rutinitas tahunan. Tidak boleh hanya menjadi headline lalu hilang. Tidak boleh menjadi memori gelap yang dikubur. Negara harus Tampilkan lebih banyak 1 372",negatif,netral,57,(dry-run) label simulasi untuk id 3429,
3437,"Bencana banjir di Sumatera disebabkan oleh kerentanan ekologis yang terus meningkat akibat perubahan bentang ekosistem penting seperti hutan, dan diperparah oleh krisis iklim. Periode 2016 hingga 2025, seluas 1,4 juta hektar hutan di Aceh, Sumatera Utara, dan Sumatera Barat yang Tampilkan lebih banyak walhi.or.id Legalisasi Bencana Ekologis di Sumatera dan Tuntutan Tanggung Jawab Negara Serta Korporasi - WALHI Banjir dan longsor yang menerjang Aceh, Sumatera Utara, dan Sumatera Barat pada 25-27 November lalu menyebabkan 442 orang meninggal, 402 orang hilang, dan 156.918 orang harus mengungsi. Berdasarkan... 1 83 120 129 rb",negatif,negatif,63,(dry-run) label simulasi untuk id 3437,
3443,"Personel SAR Satbrimob Polda Sumbar bergerak cepat melakukan evakuasi warga di Jorong Nantigo, Kecamatan Palambalan, Kabupaten Agam, Sumatera Barat. #BrimobSumbar #SatbrimobPoldaSumbar #EvakuasiWarga #BencanaSumbar #Agam #Palambalan #SigapBencana #Polri #Sahabatpropam 31",netral,netral,75,(dry-run) label simulasi untuk id 3443,
3519,"Membalas @__AnakKolong Knp Tdk Mau Jujur gakui Kalau itu Akibat Kebijakan yg NGAWUR ! Klpun Krn Perubahan Iklim/Iklim nya extrem jika Alamnya tdk di RUSAK ,kl Banjir pst tdk separah di Aceh Sumut Sumbar. Ibarat bdn kita,kl Imun tubuhnya bagus dibarengi dg jaga Pola Hdp yg baik. Kl skit pst tdk parah. 1 2 106",negatif,positif,66,(dry-run) label simulasi untuk id 3519,
3529,"Turut berduka atas banjir bandang & longsor di Aceh, Sumut, Sumbar: 1.138 jiwa meninggal, 163 hilang, hampir 450 ribu mengungsi. Hormat kepada relawan & petugas yang sudah berjuang. Bersama wujudkan Sumatra pulih kembali. #WujudkanSumatraPulih #SumatraBangkit 1 91",negatif,negatif,56,(dry-run) label simulasi untuk id 3529,
3534,Akun parodi Pengiriman 1 Ton Rendang dari peternak ayam bertelur Sumbar untuk Aceh yang dalam perjalanan sudah memasuki daerah danau toba sumut Semoga perjalanan lancar dan segera dapat dinikmati oleh para korban banjir bandang di Aceh 8 182 394 3 rb,negatif,netral,72,(dry-run) label simulasi untuk id 3534,
3545,"Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi mengatakan, Kementerian Kehutanan (Kemenhut) tengah mengevaluasi perizinan 24 perusahaan yang membuka lahan di kawasan hutan Aceh, Sumatera Utara (Sumut), dan Sumatera Barat (Sumbar). Perizinan tersebut meliputi Hutan Tanaman Tampilkan lebih banyak 9 6 12 3 rb",netral,netral,73,(dry-run) label simulasi untuk id 3545,
3550,"Pembangunan Hunian Tetap dan Hunian Sementara Terus Dikebut di Aceh, Sumut, dan Sumbar Pembangunan Hunian Tetap dan Hunian Sementara Terus Dikebut di Aceh, Sumut, dan Sumbar Dari infojambi.com 23",positif,positif,57,(dry-run) label simulasi untuk id 3550,
